STRING	STRING	STRING	STRING
ID	Type	TypeID	Order
81500	interact	36850	1
81501	interact	36851	1
81512	hunter	36854	1
81513	hunter	36855	1
81515	hunter	36857	1
81515	hunter	36858	1
81516	hunter	36859	1
81516	hunter	36860	1
81518	collect	36858	1
81520	collect	36860	1
81520	collect	36861	1
81502	interact	36852	1
81502	collect	36850	2
81503	interact	36853	1
81503	collect	36851	2
81504	interact	36854	1
81504	collect	36852	2
81505	interact	36855	1
81505	useitem	36850	2
81506	interact	36856	1
81506	useitem	36851	2
81507	interact	36857	1
81507	hunter	36850	2
81507	collect	36853	3
81508	interact	36858	1
81508	interact	36859	2
81508	hunter	36851	3
81509	interact	36860	1
81509	interact	36861	2
81509	collect	36854	3
81510	interact	36862	1
81510	interact	36863	1
81510	interact	36864	1
81511	interact	36865	1
81511	hunter	36852	2
81511	hunter	36853	2
81511	collect	36855	3
81514	hunter	36856	1
81514	collect	36856	2
81517	hunter	36861	1
81517	hunter	36862	1
81517	collect	36857	2
81521	story	36850	1
81521	hunter	36863	2
81521	collect	36862	3
81522	story	36851	1
81522	useitem	36853	2
81519	collect	36859	1
81519	useitem	36852	2
