STRING	STRING	STRING	STRING	STRING
ID	Type	TypeID	Order	RandCount
20801	interact	15501	1	
20801	interact	15502	2	
20802	interact	15503	1	
20802	interact	15504	2	
20802	interact	15505	3	
20802	interact	15506	4	
20803	interact	15508	4	
20803	hunter	15501	3	
20803	question	15501	1	
20803	interact	15507	2	
20804	interact	15509	1	
20804	interact	15511	4	
20804	useitem	15501	2	
20804	collect	15502	3	
20804	interact	15510	5	
20805	interact	15514	1	
20805	interact	15515	2	
20805	interact	15516	3	
20805	interact	15517	4	
20806	story	15552	2	
20806	interact	15518	1	
20835	interact	15554	2	
20835	story	15553	1	
20835	interact	15555	3	
20836	story	15554	1	
20806	interact	15519	4	
20806	interact	15520	5	
20806	interact	15521	3	
20807	interact	15522	1	
20807	interact	15523	2	
20807	interact	15524	3	
20807	story	15501	4	
20807	hunter	15502	5	
20837	story	15555	1	
20809	story	15502	1	
20809	interact	15526	2	
20809	interact	15527	3	
20891	hunter	15571	1	
20892	collect	15571	1	
20841	interact	15558	1	
20841	story	15558	2	
20841	interact	15559	3	
20842	interact	15560	1	
20842	story	15559	2	
20840	interact	15556	2	
20840	interact	15557	3	
20840	story	15556	4	
20840	story	15557	5	
20840	story	15561	1	
20843	interact	15561	1	
20843	useitem	15552	2	
20843	interact	15562	3	
20901	interact	15595	1	
20902	hunter	15595	1	
20903	story	15595	1	
20903	collect	15596	2	
20903	collect	15597	2	
20903	interact	15596	3	
20904	hunter	15596	1	
20905	collect	15598	-1	
20905	collect	15599	-1	
20907	hunter	15597	2	
20908	hunter	15598	1	
20908	hunter	15599	1	
20909	interact	15597	1	
20909	interact	15598	2	
20909	story	15598	3	
20910	interact	15599	-1	
20910	interact	15600	-1	
20910	interact	15601	-1	
20910	interact	15602	-1	
20910	interact	15603	-1	
20911	collect	15603	1	
20810	interact	15529	1	
20810	story	15503	2	
20895	hunter	15572	1	
20895	hunter	15573	2	
20897	interact	15573	1	
20897	collect	15573	1	
20899	collect	15575	1	
20912	hunter	15576	1	
20813	interact	15533	1	
20813	interact	15534	2	
20813	interact	15535	3	
20851	story	15611	1	
20851	interact	15615	2	
20851	interact	15611	3	
20852	interact	15616	1	
20852	story	15612	2	
20852	interact	15612	3	
20922	collect	15631	1	
20922	hunter	15631	1	
20923	collect	15632	1	
20923	hunter	15632	1	
20925	collect	15634	1	
20925	hunter	15634	1	
20926	collect	15635	1	
20926	hunter	15635	1	
20927	collect	15636	1	
20927	hunter	15636	1	
20928	collect	15637	1	
20928	hunter	15637	1	
20929	collect	15638	1	
20929	hunter	15638	1	
20854	story	15613	1	
20854	story	15614	2	
20924	collect	15633	1	
20924	hunter	15633	1	
20931	hunter	15639	1	
20932	hunter	15640	1	
20933	hunter	15641	1	
20934	hunter	15642	1	
20935	hunter	15643	1	
20936	hunter	15644	1	
20937	hunter	15645	1	
20938	hunter	15646	1	
20940	hunter	15647	1	
20941	hunter	15648	1	
20942	hunter	15649	1	
20943	hunter	15650	1	
20944	hunter	15651	1	
20945	hunter	15652	1	
20946	hunter	15653	1	
20947	hunter	15654	1	
20812	useitem	15507	1	
20812	hunter	15556	4	
20812	interact	15531	3	
20812	hunter	15558	5	
20812	hunter	15559	6	
20812	interact	15539	2	
20832	hunter	15551	1	
20832	hunter	15552	1	
20832	hunter	15553	1	
20906	collect	15600	1	
20811	useitem	15505	3	
20811	useitem	15506	5	
20811	story	15504	1	
20811	interact	15530	6	
20811	interact	15538	4	
20811	interact	15541	2	
20817	interact	15657	1	
20817	useitem	15574	2	
20816	collect	15655	1	
20818	collect	15655	1	
20896	interact	15572	1	
20896	hunter	15574	2	
20894	collect	15576	1	
20894	useitem	15572	2	
20898	interact	15574	1	
20898	useitem	15573	2	
20898	hunter	15575	3	
20834	hunter	15555	1	
20815	interact	15532	3	
20815	hunter	15560	1	
20815	hunter	15561	2	
20815	collect	15657	4	
20814	hunter	15504	2	
20814	story	15505	3	
20814	interact	15537	5	
20814	interact	15536	1	
20814	useitem	15508	4	
20814	collect	15658	6	
20950	story	15615	1	
20808	hunter	15503	2	
20808	useitem	15503	2	
20808	useitem	15504	2	
20808	interact	15663	1	
20808	interact	15664	1	
20951	hunter	15655	1	
20952	story	15615	1	
20913	interact	15657	1	
20913	useitem	15574	2	
20893	useitem	15571	1	
20893	interact	15571	3	
20893	hunter	15579	2	
20949	collect	15640	1	
20962	interact	15654	1	
20962	useitem	15651	2	
20963	collect	15652	1	
20839	interact	15568	1	
20839	useitem	15553	2	
20853	interact	15617	1	
20853	story	15616	2	
20819	interact	15604	1	
20819	interact	15605	2	
20831	story	15551	1	
20831	interact	15551	4	
20831	interact	15566	5	
20831	interact	15665	2	
20831	interact	15666	3	
20831	interact	15569	6	
20833	hunter	15554	3	
20833	interact	15570	2	
20833	interact	15552	4	
20833	interact	15564	1	
20833	interact	15567	5	
20838	collect	15639	3	
20838	interact	15631	1	
20838	interact	15632	2	
20953	collect	15577	1	
20953	collect	15578	1	
20953	collect	15579	1	
20953	collect	15592	1	
20954	collect	15580	1	
20954	collect	15581	1	
20954	collect	15582	1	
20954	collect	15593	1	
20955	collect	15583	1	
20955	collect	15584	1	
20955	collect	15585	1	
20955	collect	15594	1	
20956	collect	15586	1	
20956	collect	15587	1	
20956	collect	15588	1	
20956	collect	15604	1	
20957	collect	15589	1	
20957	collect	15590	1	
20957	collect	15591	1	
20957	collect	15606	1	
20958	collect	15607	1	
20958	collect	15608	1	
20958	collect	15609	1	
20958	collect	15610	1	
20959	collect	15611	1	
20959	collect	15612	1	
20959	collect	15613	1	
20959	collect	15614	1	
20960	collect	15615	1	
20960	collect	15616	1	
20960	collect	15617	1	
20960	collect	15618	1	
20914	collect	15619	1	
20914	collect	15620	1	
20914	collect	15621	1	
20914	collect	15622	1	
20915	collect	15623	1	
20915	collect	15624	1	
20915	collect	15625	1	
20915	collect	15626	1	
20916	collect	15627	1	
20916	collect	15628	1	
20916	collect	15629	1	
20916	collect	15630	1	
20917	collect	15660	1	
20917	collect	15661	1	
20917	collect	15662	1	
20917	collect	15663	1	
20918	collect	15664	1	
20918	collect	15665	1	
20918	collect	15666	1	
20918	collect	15667	1	
20919	collect	15668	1	
20919	collect	15669	1	
20919	collect	15670	1	
20919	collect	15671	1	
20821	collect	15672	1	
20821	collect	15673	1	
20821	collect	15674	1	
20821	collect	15675	1	
20822	collect	15676	1	
20822	collect	15677	1	
20822	collect	15678	1	
20822	collect	15679	1	
20823	collect	15680	1	
20823	collect	15681	1	
20823	collect	15682	1	
20823	collect	15683	1	
20824	collect	15684	1	
20824	collect	15685	1	
20824	collect	15686	1	
20824	collect	15687	1	
20845	interact	15633	1	
20845	story	15631	2	
20845	story	15632	5	
20845	story	15633	3	
20845	story	15634	4	
20969	story	15651	1	
20961	interact	15651	1	
20961	interact	15652	2	
20961	collect	15651	3	
20844	interact	15563	1	
20844	story	15560	2	
20820	interact	15542	1	
20820	collect	15503	2	
20820	collect	15688	3	
20970	collect	15700	1	
20970	hunter	15700	1	
20971	collect	15701	1	
20971	hunter	15701	1	
20972	collect	15703	1	
20972	hunter	15703	1	
20973	collect	15702	1	
20973	hunter	15702	1	
20974	collect	15704	1	
20974	hunter	15704	1	
20976	collect	15705	1	
20976	hunter	15705	1	
20977	collect	15707	1	
20977	hunter	15707	1	
20978	collect	15708	1	
20978	hunter	15708	1	
20981	hunter	15710	1	
20982	hunter	15711	1	
20983	hunter	15712	1	
20984	hunter	15713	1	
20985	hunter	15714	1	
20986	hunter	15715	1	
20987	hunter	15716	1	
20988	hunter	15717	1	
20991	collect	15720	1	
20991	hunter	15720	1	
20992	collect	15721	1	
20992	hunter	15721	1	
20993	collect	15722	1	
20993	hunter	15722	1	
20994	collect	15723	1	
20994	hunter	15723	1	
20996	hunter	15726	1	
20997	hunter	15727	1	
20998	hunter	15728	1	
20999	hunter	15729	1	
