STRING	STRING	STRING	STRING
ID	Type	TypeID	Order
83151	interact	44601	1
83151	collect	44602	2
83152	collect	44603	1
83153	collect	44604	1
83154	hunter	44605	1
83155	hunter	44606	1
83156	hunter	44607	1
83156	collect	44608	2
83157	hunter	44609	1
83157	collect	44610	2
83158	interact	44611	1
83158	collect	44612	2
83159	interact	44613	1
83159	hunter	44614	2
83160	interact	44615	1
83160	hunter	44616	2
83160	collect	44617	3
83161	interact	44618	1
83161	hunter	44619	2
83161	collect	44620	3
83162	interact	44621	1
83162	interact	44622	2
83162	hunter	44623	3
83163	interact	44624	1
83163	hunter	44625	2
83163	hunter	44626	3
83164	interact	44627	1
83164	collect	44628	2
83164	collect	44629	2
83165	interact	44630	1
83165	collect	44631	2
83165	collect	44632	2
83166	hunter	44633	1
83168	interact	44634	1
83168	story	44635	2
83167	story	44636	1
83170	interact	44637	1
83170	interact	44638	2
83170	interact	44639	2
83171	interact	44640	1
83172	interact	44641	1
83172	hunter	44642	1
83173	interact	44643	1
83173	useitem	44644	2
83174	interact	44645	1
83174	useitem	44646	2
83175	interact	44647	1
83175	useitem	44648	2
