STRING	STRING	STRING	STRING
ID	Type	TypeID	Order
17402	interact	49001	1
17403	interact	49002	1
17405	convoy	49000	1
17406	interact	49004	1
17404	collect	49001	1
17404	interact	49005	2
17412	collect	49003	1
17413	collect	49004	1
17414	collect	49005	1
17415	collect	49006	1
17410	interact	49011	1
17410	hunter	49003	2
17418	collect	49012	1
17419	interact	49016	1
17419	story	49003	2
17419	special	127	3
17424	hunter	49006	1
17424	interact	49022	2
17424	special	128	3
17421	interact	49023	1
17421	interact	49024	2
17421	interact	49025	3
17421	hunter	49007	4
17422	story	49005	1
17422	interact	49029	2
17427	collect	49025	1
17429	interact	49035	1
17429	collect	49026	2
17429	interact	49036	3
17431	collect	49007	-1
17431	collect	49009	-1
17431	collect	49010	-1
17431	collect	49011	-1
17432	collect	49021	-1
17432	collect	49022	-1
17432	collect	49023	-1
17432	collect	49024	-1
17426	interact	49032	1
17411	interact	49037	1
17411	collect	49027	2
17433	story	49006	1
17433	interact	49038	2
17433	hunter	49010	3
17434	interact	49040	1
17434	hunter	49011	2
17437	interact	49044	1
17437	hunter	49013	2
17437	interact	49046	3
17438	collect	49032	1
17438	collect	49034	1
17438	interact	49047	2
17416	story	49002	1
17423	collect	49017	1
17423	collect	49018	1
17423	collect	49020	2
17425	interact	49050	1
17440	hunter	49014	1
17440	story	49010	2
17440	convoy	49001	3
17440	hunter	49015	3
17420	interact	49018	1
17420	interact	49019	2
17420	collect	49014	3
17420	collect	49016	3
17436	story	49007	1
17436	interact	49043	2
17436	collect	49030	3
17436	collect	49031	3
17409	interact	49051	1
17409	hunter	49005	2
17435	interact	49041	1
17408	interact	49052	1
17408	hunter	49004	2
17439	story	49009	1
17441	special	187	1
17430	collect	49036	
17442	collect	49037	
