STRING	STRING	STRING	STRING
ID	Type	TypeID	Order
57001	story	82001	1
57002	story	82002	1
57003	story	82003	1
57004	story	82004	1
57005	story	82005	1
57006	story	82006	1
57007	story	82007	1
57008	story	82008	1
57009	story	82009	1
57010	story	82010	1
57011	story	82011	1
57012	story	82012	1
57022	interact	82050	1
57023	story	82052	1
57024	story	82053	1
57025	story	82054	1
57025	hunter	82050	2
57025	story	82055	3
57026	hunter	82052	1
57026	hunter	82053	1
57026	interact	82051	2
57026	interact	82052	3
57027	story	82057	1
57028	story	82058	1
57061	story	82101	1
57061	story	82102	3
57061	story	82201	2
57062	story	82103	1
57062	story	82104	2
57063	interact	82101	1
57064	hunter	82101	1
57065	collect	82101	1
57066	hunter	82102	1
57041	story	82041	1
57042	story	82042	1
57042	story	82043	2
57042	story	82044	3
57044	story	82045	1
57029	interact	82053	1
57029	story	82059	2
57030	story	82060	1
57051	interact	82061	1
57051	story	82071	2
57052	story	82072	1
57052	hunter	82071	2
57054	story	82074	1
57055	story	82075	1
57043	interact	82041	1
57056	story	82111	1
57057	story	82112	1
57058	story	82113	1
57021	story	82051	2
57053	story	82073	1
57053	interact	82054	2
57031	story	82020	1
57032	story	82021	1
57032	hunter	82001	2
57033	collect	82001	1
57033	story	82022	2
57033	story	82023	3
57034	interact	82001	1
57035	story	82013	1
57037	hunter	82002	1
57036	story	82014	1
57036	interact	82002	2
57036	useitem	82002	3
