STRING	STRING	STRING	STRING
ID	Type	TypeID	Order
44001	interact	6001	1
44001	useitem	6001	2
44010	story	6001	1
44011	useitem	6004	1
44011	useitem	6005	2
44011	useitem	6006	3
44011	collect	6001	4
44017	hunter	6002	1
44018	story	6002	1
44050	interact	6020	1
44050	collect	6005	2
44051	interact	6021	1
44051	interact	6022	2
44051	collect	6006	3
44053	collect	6007	1
44054	story	6005	1
44062	hunter	6011	1
44062	hunter	6012	2
44064	useitem	6007	1
44066	interact	6026	1
44067	interact	6027	1
44068	interact	6028	1
44069	hunter	6013	1
44069	story	6006	2
44073	hunter	6014	1
44073	hunter	6015	2
44074	story	6007	1
44075	convoy	6003	1
44076	story	6008	1
44077	useitem	6008	1
44077	useitem	6009	2
44078	hunter	6016	1
44078	hunter	6017	2
44098	story	6010	1
44098	convoy	6005	2
44099	interact	6032	1
44099	interact	6033	2
44099	collect	6009	3
44099	collect	6010	4
44100	interact	6034	1
44101	interact	6035	1
44101	useitem	6010	2
44102	interact	6036	1
44102	interact	6037	2
44103	useitem	6011	1
44103	useitem	6012	1
44103	useitem	6013	1
44103	useitem	6014	1
44104	interact	6038	1
44104	useitem	6015	2
44106	interact	6039	1
44106	interact	6040	2
44107	interact	6041	1
44112	collect	6011	1
44112	collect	6012	1
44113	interact	6042	1
44113	interact	6043	1
44113	interact	6044	1
44115	interact	6045	1
44115	interact	6046	1
44115	interact	6047	1
44118	collect	6015	1
44119	interact	6049	1
44119	useitem	6016	2
44121	interact	6050	1
44121	interact	6051	2
44121	convoy	6006	3
44122	convoy	6007	1
44123	hunter	6021	1
44123	interact	6052	2
44124	story	6011	1
44125	story	6012	1
44125	interact	6053	2
44127	interact	6055	1
44127	collect	6016	2
44133	convoy	6008	1
44133	interact	6056	2
44134	hunter	6022	1
44135	collect	6017	1
44137	story	6013	1
44137	hunter	6023	2
44138	interact	6058	1
44146	interact	6101	2
44146	convoy	6100	1
44148	hunter	6100	2
44148	interact	6102	1
44149	collect	6100	2
44149	story	6100	1
44150	collect	6101	1
44151	story	6101	1
44152	hunter	6101	2
44152	interact	6103	1
44153	interact	6104	1
44153	interact	6105	2
44153	interact	6106	3
44153	interact	6107	4
44154	hunter	6102	1
44154	story	6102	2
44155	collect	6102	3
44155	interact	6108	1
44155	convoy	6101	2
44156	hunter	6103	2
44156	interact	6109	1
44157	story	6103	1
44158	hunter	6104	3
44158	convoy	6102	2
44158	useitem	6100	1
44159	collect	6103	2
44159	interact	6110	1
44159	interact	6111	3
44160	interact	6112	1
44160	interact	6113	2
44160	story	6104	3
44161	hunter	6105	1
44162	hunter	6106	2
44162	story	6105	1
44163	collect	6104	1
44163	interact	6114	2
44165	hunter	6109	2
44165	story	6106	1
44166	interact	6115	1
44193	collect	6130	2
44193	interact	6130	1
44194	interact	6131	2
44194	story	6130	1
44195	interact	6132	1
44195	interact	6133	3
44195	useitem	6130	2
44196	hunter	6130	1
44196	hunter	6131	3
44196	interact	6134	2
44197	interact	6135	2
44197	story	6131	1
44198	interact	6136	1
44198	interact	6137	2
44199	hunter	6132	2
44199	interact	6138	1
44199	interact	6139	3
44199	interact	6140	4
44200	interact	6141	1
44200	convoy	6130	2
44201	hunter	6134	1
44201	story	6132	2
44202	interact	6142	1
44204	hunter	6135	1
44204	interact	6144	3
44204	convoy	6131	2
44205	interact	6145	2
44205	convoy	6132	1
44206	hunter	6136	2
44206	collect	6131	1
44208	interact	6146	1
44208	convoy	6133	2
44209	hunter	6137	1
44209	interact	6147	3
44209	convoy	6134	2
44210	hunter	6138	3
44210	hunter	6139	4
44210	useitem	6131	1
44210	story	6134	2
44211	interact	6148	1
44211	story	6135	2
44241	interact	6170	2
44241	story	6170	1
44242	hunter	6170	2
44242	interact	6171	1
44242	story	6171	3
44243	interact	6172	1
44243	interact	6173	2
44243	useitem	6170	3
44244	hunter	6171	2
44244	interact	6174	1
44245	hunter	6172	1
44245	interact	6175	2
44246	collect	6170	3
44246	interact	6176	1
44246	interact	6177	2
44247	interact	6178	1
44248	hunter	6173	2
44248	collect	6171	2
44248	story	6172	1
44249	interact	6179	1
44249	interact	6180	2
44249	interact	6181	3
44250	hunter	6174	1
44250	story	6173	2
44251	collect	6172	2
44251	interact	6182	1
44252	interact	6183	1
44252	useitem	6171	2
44253	collect	6173	2
44253	convoy	6170	1
44254	hunter	6175	1
44255	hunter	6176	1
44255	collect	6174	3
44255	interact	6184	2
44256	hunter	6177	2
44256	interact	6185	1
44256	interact	6186	3
44257	story	6174	1
44257	story	6175	2
44258	interact	6187	2
44258	convoy	6171	1
44259	interact	6188	2
44259	interact	6189	3
44259	useitem	6172	1
44260	interact	6190	1
44290	hunter	6200	1
44291	story	6200	1
44292	interact	6200	1
44292	hunter	6201	2
44292	collect	6200	3
44293	convoy	6200	1
44295	story	6202	1
44295	interact	6202	2
44295	interact	6203	3
44295	interact	6204	4
44296	story	6203	1
44298	hunter	6202	1
44298	hunter	6203	2
44299	story	6204	1
44300	interact	6205	2
44300	useitem	6200	1
44300	interact	6206	4
44302	hunter	6204	1
44303	collect	6202	1
44303	hunter	6205	1
44303	interact	6207	3
44304	interact	6208	1
44305	hunter	6206	1
44305	hunter	6207	1
44306	hunter	6208	1
44308	interact	6212	1
44308	convoy	6202	2
44310	hunter	6210	1
44310	hunter	6211	1
44313	useitem	6201	1
44315	interact	6209	1
44316	collect	6201	1
44317	interact	6211	1
44337	hunter	6212	1
44337	interact	6213	2
44337	convoy	6206	4
44337	interact	6214	3
44339	convoy	6207	2
44340	interact	6215	2
44340	collect	6203	1
44341	story	6206	1
44342	interact	6216	1
44342	useitem	6202	2
44342	interact	6217	3
44343	collect	6204	1
44344	convoy	6208	1
44344	interact	6218	2
44344	interact	6219	3
44345	collect	6205	1
44346	collect	6206	1
44347	interact	6220	1
44348	interact	6221	1
44348	interact	6222	2
44348	hunter	6213	3
44348	hunter	6214	4
44349	story	6208	1
44350	interact	6223	1
44351	interact	6224	1
44351	hunter	6215	2
44352	hunter	6216	1
44353	story	6209	1
44353	interact	6225	2
44355	story	6210	1
44356	hunter	6217	1
44357	hunter	6218	1
44357	interact	6226	2
44358	story	6211	1
44359	story	6212	1
44361	story	6213	1
44361	collect	6207	2
44362	interact	6228	1
44363	hunter	6219	1
44387	hunter	6220	1
44388	collect	6208	1
44389	hunter	6221	1
44390	collect	6209	1
44391	hunter	6222	1
