STRING	STRING	STRING	STRING	STRING
ID	Type	TypeID	Order	RandCount
30341	interact	16753	1	
30341	interact	16754	2	
30301	interact	16800	1	
30301	interact	16804	2	
30301	interact	16801	3	
30301	interact	16802	4	
30301	interact	16819	5	
30301	interact	16803	6	
30305	interact	16812	1	
30305	interact	16821	2	
30305	interact	16813	3	
30305	interact	16814	4	
30305	interact	16815	5	
30304	story	16802	1	
30304	interact	16820	2	
30304	interact	16822	3	
30304	convoy	16800	4	
30342	hunter	16801	1	
30346	hunter	16802	1	
30345	interact	16823	1	
30345	interact	16824	2	
30308	interact	16900	1	
30308	interact	16901	2	
30309	interact	16902	1	
30309	interact	16903	2	
30310	interact	16904	1	
30310	interact	16905	2	
30311	interact	16906	1	
30311	interact	16907	2	
30311	interact	16908	3	
30313	interact	16915	1	
30313	interact	16916	2	
30313	interact	16917	3	
30306	interact	16816	1	
30306	interact	16817	2	
30317	interact	16923	1	
30317	hunter	16806	2	
30317	interact	16924	3	
30317	useitem	16800	4	
30318	story	16806	1	
30318	interact	16925	2	
30325	interact	16926	1	
30325	story	16807	2	
30325	interact	16927	3	
30326	interact	16928	1	
30402	interact	16952	1	
30402	useitem	16752	2	
30402	story	16808	3	
30403	interact	16953	1	
30403	interact	16954	2	
30403	interact	16955	3	
30403	interact	16956	4	
30401	interact	16950	1	
30401	interact	16951	2	
30401	hunter	16807	3	
30401	convoy	16801	4	
30381	story	16809	1	
30381	interact	16959	2	
30381	interact	16960	3	
30382	interact	16961	1	
30382	hunter	16815	2	
30382	interact	16962	3	
30382	interact	16963	4	
30383	interact	16964	1	
30383	interact	16965	2	
30383	useitem	16753	4	
30383	interact	16966	3	
30410	story	16810	1	
30410	interact	16967	2	
30411	hunter	16816	1	
30411	hunter	16817	1	
30406	collect	16753	1	
30400	interact	16958	1	
30314	interact	16918	1	
30314	story	16803	2	
30314	interact	16919	3	
30315	interact	16920	1	
30315	interact	16921	2	
30315	story	16804	3	
30384	interact	16948	1	
30384	collect	16754	2	
30384	interact	16949	3	
30344	collect	16752	2	
30344	interact	16980	1	
30343	interact	16911	1	
30343	interact	16910	1	
30343	useitem	16751	2	
30330	interact	16940	1	
30330	interact	16941	2	
30330	interact	16942	3	
30333	story	16811	1	
30333	interact	16946	2	
30333	story	16812	3	
30333	interact	16947	4	
30334	interact	16969	1	
30334	interact	16970	2	
30334	interact	16971	3	
30334	interact	16972	4	
30334	interact	16973	5	
30316	story	16805	1	
30316	interact	16922	2	
30316	hunter	16803	3	
30404	hunter	16808	1	
30404	hunter	16809	2	
30404	story	16814	3	
30404	hunter	16811	4	
30405	interact	16974	1	
30405	question	16750	2	
30405	hunter	16814	3	
30405	interact	16957	4	
30303	interact	16809	1	
30303	interact	16810	2	
30303	interact	16811	3	
30302	interact	16805	1	
30302	story	16800	2	
30302	interact	16806	3	
30302	interact	16807	4	
30302	interact	16808	5	
30331	interact	16943	1	
30331	interact	16944	1	
30331	interact	16945	3	
30331	hunter	16818	4	
30331	interact	16975	5	
30312	interact	16912	1	
30312	interact	16930	2	
30312	interact	16913	3	
30312	interact	16914	4	
30349	story	16815	1	
30349	hunter	16834	2	
30353	interact	16830	1	
30353	interact	16831	2	
30347	interact	16976	1	
30351	interact	16750	1	
30351	interact	16752	2	
30351	interact	16977	3	
30352	hunter	16827	1	
30352	hunter	16828	1	
30352	hunter	16829	1	
30352	hunter	16830	1	
30352	hunter	16831	1	
30352	hunter	16832	1	
30352	hunter	16833	1	
30350	hunter	16820	1	
30350	hunter	16821	1	
30350	hunter	16822	1	
30350	hunter	16823	1	
30350	hunter	16824	1	
30350	hunter	16825	1	
30350	hunter	16826	1	
30348	story	16816	1	
30348	hunter	16835	2	
30348	hunter	16836	2	
30348	hunter	16837	2	
30348	hunter	16838	2	
30348	interact	16978	3	
30416	story	16817	1	
30354	interact	16982	1	
30501	interact	16758	1	
30501	hunter	16840	2	
30502	interact	16759	1	
30502	hunter	16841	2	
30503	interact	16760	1	
30503	hunter	16842	2	
30505	interact	16761	1	
30505	hunter	16843	2	
30506	interact	16762	1	
30506	hunter	16844	2	
30507	interact	16763	1	
30507	hunter	16845	1	
30509	interact	16764	1	
30509	hunter	16846	2	
30510	interact	16765	1	
30510	hunter	16847	2	
30511	interact	16766	1	
30511	hunter	16848	2	
30513	interact	16767	1	
30513	hunter	16849	2	
30514	interact	16768	1	
30514	hunter	16850	2	
30515	interact	16769	1	
30515	hunter	16851	2	
30517	interact	16770	1	
30517	hunter	16852	3	
30518	interact	16771	1	
30518	hunter	16853	2	
30519	interact	16772	1	
30519	hunter	16854	2	
30521	interact	16773	1	
30521	hunter	16855	2	
30522	interact	16774	1	
30522	hunter	16856	2	
30523	interact	16775	1	
30523	hunter	16857	2	
30525	interact	16776	1	
30525	hunter	16858	2	
30526	interact	16777	1	
30526	hunter	16859	2	
30527	interact	16778	1	
30527	hunter	16860	2	
30529	interact	16779	1	
30529	hunter	16861	2	
30530	interact	16780	1	
30530	hunter	16862	2	
30531	interact	16781	1	
30531	hunter	16863	2	
30533	interact	16782	1	
30533	hunter	16864	2	
30534	interact	16783	1	
30534	hunter	16865	2	
30535	interact	16784	1	
30535	hunter	16866	2	
30407	collect	16756	1	
30407	collect	16757	2	
