STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Plot	Title	Step	SearchID	Line	AcceptNpc	SubmitNpc	SceneID	AcceptSceneID	SubmitSceneID	AutoAcceptID	AutoSubmit	PreTaskLimit	NextTaskLimit	NotShowMenu	Relation	LuckValue	AcceptLimit	AcceptReputationLimit	ReputationLimit	SubmitLimit	AcceptDecMoney	SubFunction	TaskItemList	RefreshMonster	TimeLimitLength	SubmitNpcEx	TaskScript	TitleId	ContextId	AcceptDialogId	CompleteDialogId	UnCompleteDialogId	TaskTargetId	TrackInfoID	LineNextInfo	CanAcceptMenu	UncompleteMenu	CompleteMenu	AcceptMovie	SubmitMovie	DramaAccept	DramaSubmit	CanGiveup	ShareType	RepeatType	RepeatPeriod	CountDayLimit	NeedVip	TimeLimitLenghtEx	AcceptArea	AcceptRepLimit	ConditionPrize
84650		极乐谷黑风山		s900202	5				8	8								3174;25665	repute_jianghu|60418383										title_84650	context_84650	accept_84650_1;menu_84650_1	complete_84650	uncom_84650	target_84650	task_TrackInfo_84650	next_84650	CanAcceptMenu_84650	UncompleteMenu_84650	CompleteMenu_84650					1	1	1	1	1			213		
84651		极乐谷黑风山		s900202	5				8	8								3174;25665	repute_jianghu|60418383										title_84651	context_84651	accept_84651_1;menu_84651_1	complete_84651	uncom_84651	target_84651	task_TrackInfo_84651	next_84651	CanAcceptMenu_84651	UncompleteMenu_84651	CompleteMenu_84651					1	1	1	1	1			213		10416&3724|100053|conditiontext_100053|0|conditiontips_0;10416&3723|100052|conditiontext_100052|14|conditiontips_14;10416&3722|100051|conditiontext_100051|17|conditiontips_17;10416&3721|100050|conditiontext_100050|13|conditiontips_13;10416&3720|100049|conditiontext_100049|17|conditiontips_17;10416&3719|100048|conditiontext_100048|13|conditiontips_13;10416&3718|100047|conditiontext_100047|1|conditiontips_1;10416&3717|100046|conditiontext_100046|0|conditiontips_0
84652		极乐谷黑风山		s900202	7				8	8								3174;25665	repute_jianghu|60418383										title_84652	context_84652	accept_84652_1;menu_84652_1	complete_84652	uncom_84652	target_84652	task_TrackInfo_84652	next_84652	CanAcceptMenu_84652	UncompleteMenu_84652	CompleteMenu_84652					1	1	1	1	1			213		
84653		极乐谷黑风山		s900202	5				8	8								3174;25665	repute_jianghu|60418383										title_84653	context_84653	accept_84653_1;menu_84653_1	complete_84653	uncom_84653	target_84653	task_TrackInfo_84653	next_84653	CanAcceptMenu_84653	UncompleteMenu_84653	CompleteMenu_84653					1	1	1	1	1			213		
84654		极乐谷黑风山		s900202	5				8	8								3174;25665	repute_jianghu|60418383										title_84654	context_84654	accept_84654_1;menu_84654_1	complete_84654	uncom_84654	target_84654	task_TrackInfo_84654	next_84654	CanAcceptMenu_84654	UncompleteMenu_84654	CompleteMenu_84654					1	1	1	1	1			213		10416&3724|100053|conditiontext_100053|0|conditiontips_0;10416&3723|100052|conditiontext_100052|14|conditiontips_14;10416&3722|100051|conditiontext_100051|17|conditiontips_17;10416&3721|100050|conditiontext_100050|13|conditiontips_13;10416&3720|100049|conditiontext_100049|17|conditiontips_17;10416&3719|100048|conditiontext_100048|13|conditiontips_13;10416&3718|100047|conditiontext_100047|1|conditiontips_1;10416&3717|100046|conditiontext_100046|0|conditiontips_0
84655		极乐谷黑风山		s900202	5				8	8								3174;25665	repute_jianghu|60418383										title_84655	context_84655	accept_84655_1;menu_84655_1	complete_84655	uncom_84655	target_84655	task_TrackInfo_84655	next_84655	CanAcceptMenu_84655	UncompleteMenu_84655	CompleteMenu_84655					1	1	1	1	1			213		
84656		极乐谷黑风山		s900202	5				8	8								3174;25665	repute_jianghu|60418383										title_84656	context_84656	accept_84656_1;menu_84656_1	complete_84656	uncom_84656	target_84656	task_TrackInfo_84656	next_84656	CanAcceptMenu_84656	UncompleteMenu_84656	CompleteMenu_84656					1	1	1	1	1			213		10416&3724|100053|conditiontext_100053|0|conditiontips_0;10416&3723|100052|conditiontext_100052|14|conditiontips_14;10416&3722|100051|conditiontext_100051|17|conditiontips_17;10416&3721|100050|conditiontext_100050|13|conditiontips_13;10416&3720|100049|conditiontext_100049|17|conditiontips_17;10416&3719|100048|conditiontext_100048|13|conditiontips_13;10416&3718|100047|conditiontext_100047|1|conditiontips_1;10416&3717|100046|conditiontext_100046|0|conditiontips_0
84657		极乐谷黑风山		s900202	5				8	8								3174;25665	repute_jianghu|60418383										title_84657	context_84657	accept_84657_1;menu_84657_1	complete_84657	uncom_84657	target_84657	task_TrackInfo_84657	next_84657	CanAcceptMenu_84657	UncompleteMenu_84657	CompleteMenu_84657					1	1	1	1	1			213		
84658		极乐谷黑风山		s900202	7				8	8								3174;25665	repute_jianghu|60418383					31700					title_84658	context_84658	accept_84658_1;menu_84658_1	complete_84658	uncom_84658	target_84658	task_TrackInfo_84658	next_84658	CanAcceptMenu_84658	UncompleteMenu_84658	CompleteMenu_84658					1	1	1	1	1			213		
