STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Title	Step	SearchID	Line	AcceptNpc	SubmitNpc	AcceptSceneID	SubmitSceneID	AutoAcceptID	AutoSubmit	PreTaskLimit	NextTaskLimit	AcceptLimit	SubmitLimit	SubFunction	TaskItemList	RefreshMonster	TimeLimitLength	SubmitNpcEx	TaskScript	TitleId	ContextId	AcceptDialogId	CompleteDialogId	UnCompleteDialogId	TaskTargetId	TrackInfoID	LineNextInfo	CanAcceptMenu	UncompleteMenu	CompleteMenu	AcceptMovie	SubmitMovie	DramaAccept	DramaSubmit	CanGiveup	ShareType	RepeatType	RepeatPeriod	CountDayLimit	DifficultCoefficient	DifficultLevel	ReputationLimit	AcceptArea	AcceptRepLimit	ConditionPrize	AcceptReputationLimit
83850	塞外大漠安息荒漠		s850505	5			25	25					3174								title_83850	context_83850	accept_83850_1;menu_83850_1	complete_83850		target_83850		next_83850	CanAcceptMenu_83850		CompleteMenu_83850					1	1	1	1	1							repute_jianghu|60418383
83851	塞外大漠安息荒漠		s850505	7			25	25					3174;10416;3771								title_83851	context_83851	accept_83851_1;menu_83851_1	complete_83851		target_83851		next_83851	CanAcceptMenu_83851		CompleteMenu_83851					1	1	1	1	1							repute_jianghu|60418383
83852	塞外大漠安息荒漠		s850505	7			25	25					3174;10416;3772								title_83852	context_83852	accept_83852_1;menu_83852_1	complete_83852		target_83852		next_83852	CanAcceptMenu_83852		CompleteMenu_83852					1	1	1	1	1							repute_jianghu|60418383
83853	塞外大漠安息荒漠		s850505	5			25	25					3174								title_83853	context_83853	accept_83853_1;menu_83853_1	complete_83853		target_83853		next_83853	CanAcceptMenu_83853		CompleteMenu_83853					1	1	1	1	1						10416&3778|100107|conditiontext_100107|0|conditiontips_0;10416&3777|100106|conditiontext_100106|14|conditiontips_14;10416&3776|100105|conditiontext_100105|17|conditiontips_17;10416&3774|100103|conditiontext_100103|17|conditiontips_17;10416&3773|100102|conditiontext_100102|13|conditiontips_13;10416&3772|100101|conditiontext_100101|1|conditiontips_1;10416&3771|100100|conditiontext_100100|0|conditiontips_0	repute_jianghu|60418383
83854	塞外大漠安息荒漠		s850505	5			25	25					3174								title_83854	context_83854	accept_83854_1;menu_83854_1	complete_83854		target_83854		next_83854	CanAcceptMenu_83854		CompleteMenu_83854					1	1	1	1	1							repute_jianghu|60418383
83855	塞外大漠安息荒漠		s850505	5			25	25					3174								title_83855	context_83855	accept_83855_1;menu_83855_1	complete_83855		target_83855		next_83855	CanAcceptMenu_83855		CompleteMenu_83855					1	1	1	1	1						10416&3778|100107|conditiontext_100107|0|conditiontips_0;10416&3777|100106|conditiontext_100106|14|conditiontips_14;10416&3776|100105|conditiontext_100105|17|conditiontips_17;10416&3774|100103|conditiontext_100103|17|conditiontips_17;10416&3773|100102|conditiontext_100102|13|conditiontips_13;10416&3772|100101|conditiontext_100101|1|conditiontips_1;10416&3771|100100|conditiontext_100100|0|conditiontips_0	repute_jianghu|60418383
83856	塞外大漠安息荒漠		s850505	5			25	25					3174								title_83856	context_83856	accept_83856_1;menu_83856_1	complete_83856		target_83856		next_83856	CanAcceptMenu_83856		CompleteMenu_83856					1	1	1	1	1						10416&3778|100107|conditiontext_100107|0|conditiontips_0;10416&3777|100106|conditiontext_100106|14|conditiontips_14;10416&3776|100105|conditiontext_100105|17|conditiontips_17;10416&3774|100103|conditiontext_100103|17|conditiontips_17;10416&3773|100102|conditiontext_100102|13|conditiontips_13;10416&3772|100101|conditiontext_100101|1|conditiontips_1;10416&3771|100100|conditiontext_100100|0|conditiontips_0	repute_jianghu|60418383
83857	塞外大漠安息荒漠		s850505	7			25	25					3174;10416;3773								title_83857	context_83857	accept_83857_1;menu_83857_1	complete_83857		target_83857		next_83857	CanAcceptMenu_83857		CompleteMenu_83857					1	1	1	1	1							repute_jianghu|60418383
83858	塞外大漠安息荒漠		s850505	5			25	25					3174								title_83858	context_83858	accept_83858_1;menu_83858_1	complete_83858		target_83858		next_83858	CanAcceptMenu_83858		CompleteMenu_83858					1	1	1	1	1						10416&3778|100107|conditiontext_100107|0|conditiontips_0;10416&3777|100106|conditiontext_100106|14|conditiontips_14;10416&3776|100105|conditiontext_100105|17|conditiontips_17;10416&3774|100103|conditiontext_100103|17|conditiontips_17;10416&3773|100102|conditiontext_100102|13|conditiontips_13;10416&3772|100101|conditiontext_100101|1|conditiontips_1;10416&3771|100100|conditiontext_100100|0|conditiontips_0	repute_jianghu|60418383
