STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Title	Step	SearchID	Line	AcceptNpc	SubmitNpc	AcceptSceneID	SubmitSceneID	AutoAcceptID	AutoSubmit	PreTaskLimit	NextTaskLimit	AcceptLimit	SubmitLimit	SubFunction	TaskItemList	RefreshMonster	TimeLimitLength	SubmitNpcEx	TaskScript	TitleId	ContextId	AcceptDialogId	CompleteDialogId	UnCompleteDialogId	TaskTargetId	TrackInfoID	LineNextInfo	CanAcceptMenu	UncompleteMenu	CompleteMenu	AcceptMovie	SubmitMovie	DramaAccept	DramaSubmit	CanGiveup	ShareType	RepeatType	RepeatPeriod	CountDayLimit	DifficultCoefficient	DifficultLevel	ReputationLimit	AcceptArea	AcceptRepLimit	ConditionPrize	AcceptReputationLimit
83900	塞北草原西宁镇		s860101	5	WorldNpc07132	WorldNpc07132	26	26					3169								title_83900	context_83900	accept_83900_1;menu_83900_1	complete_83900		target_83900		next_83900	CanAcceptMenu_83900		CompleteMenu_83900					1	1	1	1	1				175		10416&3742|100071|conditiontext_100071|0|conditiontips_0;10416&3741|100070|conditiontext_100070|14|conditiontips_14;10416&3740|100069|conditiontext_100069|17|conditiontips_17;10416&3739|100068|conditiontext_100068|13|conditiontips_13;10416&3738|100067|conditiontext_100067|17|conditiontips_17;10416&3737|100066|conditiontext_100066|13|conditiontips_13;10416&3736|100065|conditiontext_100065|1|conditiontips_1;10416&3735|100064|conditiontext_100064|0|conditiontips_0	repute_jianghu|4432383
83901	塞北草原西宁镇		s860101	5	WorldNpc07133	WorldNpc07133	26	26					3169								title_83901	context_83901	accept_83901_1;menu_83901_1	complete_83901		target_83901		next_83901	CanAcceptMenu_83901		CompleteMenu_83901					1	1	1	1	1				175			repute_jianghu|4432383
83902	塞北草原西宁镇		s860101	5	WorldNpc07134	WorldNpc07134	26	26					3169								title_83902	context_83902	accept_83902_1;menu_83902_1	complete_83902		target_83902		next_83902	CanAcceptMenu_83902		CompleteMenu_83902					1	1	1	1	1				175		10416&3742|100071|conditiontext_100071|0|conditiontips_0;10416&3741|100070|conditiontext_100070|14|conditiontips_14;10416&3740|100069|conditiontext_100069|17|conditiontips_17;10416&3739|100068|conditiontext_100068|13|conditiontips_13;10416&3738|100067|conditiontext_100067|17|conditiontips_17;10416&3737|100066|conditiontext_100066|13|conditiontips_13;10416&3736|100065|conditiontext_100065|1|conditiontips_1;10416&3735|100064|conditiontext_100064|0|conditiontips_0	repute_jianghu|4432383
83903	塞北草原西宁镇		s860101	5	WorldNpc07135	WorldNpc07135	26	26					3169								title_83903	context_83903	accept_83903_1;menu_83903_1	complete_83903		target_83903		next_83903	CanAcceptMenu_83903		CompleteMenu_83903					1	1	1	1	1				175			repute_jianghu|4432383
83904	塞北草原西宁镇		s860101	5	WorldNpc07136	WorldNpc07136	26	26					3169								title_83904	context_83904	accept_83904_1;menu_83904_1	complete_83904		target_83904		next_83904	CanAcceptMenu_83904		CompleteMenu_83904					1	1	1	1	1				175			repute_jianghu|4432383
83905	塞北草原西宁镇		s860101	5	WorldNpc07137	WorldNpc07137	26	26					3169			42600					title_83905	context_83905	accept_83905_1;menu_83905_1	complete_83905		target_83905		next_83905	CanAcceptMenu_83905		CompleteMenu_83905					1	1	1	1	1				175		10416&3742|100071|conditiontext_100071|0|conditiontips_0;10416&3741|100070|conditiontext_100070|14|conditiontips_14;10416&3740|100069|conditiontext_100069|17|conditiontips_17;10416&3739|100068|conditiontext_100068|13|conditiontips_13;10416&3738|100067|conditiontext_100067|17|conditiontips_17;10416&3737|100066|conditiontext_100066|13|conditiontips_13;10416&3736|100065|conditiontext_100065|1|conditiontips_1;10416&3735|100064|conditiontext_100064|0|conditiontips_0	repute_jianghu|4432383
83906	塞北草原西宁镇		s860101	7	WorldNpc07138	WorldNpc07138	26	26					3169;10416;3735								title_83906	context_83906	accept_83906_1;menu_83906_1	complete_83906		target_83906		next_83906	CanAcceptMenu_83906		CompleteMenu_83906					1	1	1	1	1				175			repute_jianghu|4432383
83907	塞北草原西宁镇		s860101	5	WorldNpc07139	WorldNpc07139	26	26					3169								title_83907	context_83907	accept_83907_1;menu_83907_1	complete_83907		target_83907		next_83907	CanAcceptMenu_83907		CompleteMenu_83907					1	1	1	1	1				175		10416&3742|100071|conditiontext_100071|0|conditiontips_0;10416&3741|100070|conditiontext_100070|14|conditiontips_14;10416&3740|100069|conditiontext_100069|17|conditiontips_17;10416&3739|100068|conditiontext_100068|13|conditiontips_13;10416&3738|100067|conditiontext_100067|17|conditiontips_17;10416&3737|100066|conditiontext_100066|13|conditiontips_13;10416&3736|100065|conditiontext_100065|1|conditiontips_1;10416&3735|100064|conditiontext_100064|0|conditiontips_0	repute_jianghu|4432383
83908	塞北草原西宁镇		s860101	5	WorldNpc07140	WorldNpc07140	26	26					3169								title_83908	context_83908	accept_83908_1;menu_83908_1	complete_83908		target_83908		next_83908	CanAcceptMenu_83908		CompleteMenu_83908					1	1	1	1	1				175			repute_jianghu|4432383
