STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Plot	Title	Step	SearchID	Line	AcceptNpc	SubmitNpc	SceneID	AcceptSceneID	SubmitSceneID	AutoAcceptID	AutoSubmit	PreTaskLimit	NextTaskLimit	NotShowMenu	Relation	LuckValue	AcceptLimit	SubmitLimit	AcceptDecMoney	SubFunction	TaskItemList	RefreshMonster	TimeLimitLength	SubmitNpcEx	TaskScript	TitleId	ContextId	AcceptDialogId	CompleteDialogId	UnCompleteDialogId	TaskTargetId	TrackInfoID	LineNextInfo	CanAcceptMenu	UncompleteMenu	CompleteMenu	AcceptMovie	SubmitMovie	DramaAccept	DramaSubmit	CanGiveup	ShareType	RepeatType	RepeatPeriod	CountDayLimit	DifficultCoefficient	DifficultLevel
86500				s1000101	10		WorldNpc02203			9															SubmitNpcEx_86500		title_86500	context_86500	accept_86500_1;menu_86500_1	complete_86500;submit_86500		target_86500		next_86500	CanAcceptMenu_86500		CompleteMenu_86500					1	0	1	0	0		
86501				s1000101	10		WorldNpc02203			9															SubmitNpcEx_86501		title_86501	context_86501		complete_86501;submit_86501		target_86501					CompleteMenu_86501					1	0	1	0	0		
86502				s1000101	10		WorldNpc02203			9															SubmitNpcEx_86502		title_86502	context_86502		complete_86502;submit_86502		target_86502					CompleteMenu_86502					1	0	1	0	0		
86503				s1000101	10		WorldNpc02203			9															SubmitNpcEx_86503		title_86503	context_86503	accept_86503_1;menu_86503_1	complete_86503;submit_86503		target_86503			CanAcceptMenu_86503		CompleteMenu_86503					0	0	1	0	0		
86504				s1000101	10		WorldNpc02203			9															SubmitNpcEx_86504		title_86504	context_86504		complete_86504;submit_86504		target_86504					CompleteMenu_86504					1	0	1	0	0		
86505				s1000101	10		WorldNpc02203			9															SubmitNpcEx_86505		title_86505	context_86505		complete_86505;submit_86505		target_86505					CompleteMenu_86505					1	0	1	0	0		
86506				s1000101	10		WorldNpc02203			9															SubmitNpcEx_86506		title_86506	context_86506		complete_86506;submit_86506		target_86506					CompleteMenu_86506					1	0	1	0	0		
86507				s1000101	10		WorldNpc02203			9															SubmitNpcEx_86507		title_86507	context_86507		complete_86507;submit_86507		target_86507					CompleteMenu_86507					1	0	1	0	0		
86508				s1000101	10		WorldNpc02203			9															SubmitNpcEx_86508		title_86508	context_86508		complete_86508;submit_86508		target_86508					CompleteMenu_86508					1	0	1	0	0		
