STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Plot	Title	Step	SearchID	Line	AcceptNpc	SubmitNpc	SceneID	AcceptSceneID	SubmitSceneID	AutoAcceptID	AutoSubmit	PreTaskLimit	NextTaskLimit	NotShowMenu	Relation	LuckValue	AcceptLimit	SubmitLimit	AcceptDecMoney	SubFunction	TaskItemList	RefreshMonster	TimeLimitLength	SubmitNpcEx	TaskScript	TitleId	ContextId	AcceptDialogId	CompleteDialogId	UnCompleteDialogId	TaskTargetId	TrackInfoID	LineNextInfo	CanAcceptMenu	UncompleteMenu	CompleteMenu	AcceptMovie	SubmitMovie	DramaAccept	DramaSubmit	CanGiveup	ShareType	RepeatType	RepeatPeriod	CountDayLimit	DifficultCoefficient	DifficultLevel	ConditionPrize
5301				s200101	8		FunnpcClone004054	30	9	9				5302				919									title_5301	context_5301	context_5301;menu_5301|target_5301;task_menu_accept_5301	complete_5301		target_5301		next_5301	CanAcceptMenu_5301		CompleteMenu_5301					1	0	0					
5302				s200101	8	FunnpcClone004054	FunnpcClone004054	30	9	9			5301	5303													title_5302	context_5302	context_5302;menu_5302|target_5302;task_menu_accept_5302	complete_5302		target_5302		next_5302	CanAcceptMenu_5302		CompleteMenu_5302					1	0	0					
5303				s200101	8	FunnpcClone004054	WorldNpc02224	30	9	9			5302	5304											SubmitNpcEx_5303		title_5303	context_5303	accept_5303_1;menu_5303_1	complete_5303;submit_5303		target_5303		next_5303	CanAcceptMenu_5303		CompleteMenu_5303					1	0	0					
5304				s200101	8	WorldNpc02224	WorldNpc02224	30	9	9			5303	5305													title_5304	context_5304	context_5304;menu_5304|target_5304;task_menu_accept_5304	complete_5304		target_5304		next_5304	CanAcceptMenu_5304		CompleteMenu_5304					1	0	0					
5305				s200101	8	WorldNpc02224	FunnpcClone004053	30	9	9			5304	5306													title_5305	context_5305	context_5305;menu_5305|target_5305;task_menu_accept_5305	complete_5306		target_5305		next_5305	CanAcceptMenu_5305		CompleteMenu_5306					1	0	0					834|100205|complete_7004|0|conditiontips_0;888|100206|ccomplete_7004|14|conditiontips_14;933|100207|complete_7004|17|conditiontips_17;1271|100208|complete_7004|17|conditiontips_17;1272|100209|complete_7004|13|conditiontips_13;1271|100210|complete_7004|1|conditiontips_1;1273|100211|complete_7004|0|conditiontips_0;1274|100212|complete_7004|0|conditiontips_0
5306				s200101	8	FunnpcClone004053	FunnpcClone004053	30	9	9			5305	5307											SubmitNpcEx_5306		title_5306	context_5306	context_5306;menu_5306|target_5306;task_menu_accept_5306	complete_5306		target_5306		next_5306	CanAcceptMenu_5306		CompleteMenu_5306					1	0	0					834|100213|complete_7004|0|conditiontips_0;888|100214|ccomplete_7004|14|conditiontips_14;933|100215|complete_7004|17|conditiontips_17;1271|100216|complete_7004|17|conditiontips_17;1272|100217|complete_7004|13|conditiontips_13;1271|100218|complete_7004|1|conditiontips_1;1273|100219|complete_7004|0|conditiontips_0;1274|100220|complete_7004|0|conditiontips_0
5307				s200101	8	FunnpcClone004055	FunnpcClone004056	30	20	20			5306	5308											SubmitNpcEx_5307		title_5307		context_5307;menu_5307|target_5307;task_menu_accept_5307	complete_5307		target_5307		next_5307	CanAcceptMenu_5307		CompleteMenu_5307					1	0	0					
5308				s200101	8	FunnpcClone004056	FunnpcClone004056	30	20	20			5307	5309													title_5308		context_5308;menu_5308|target_5308;task_menu_accept_5308	complete_5308		target_5308		next_5308	CanAcceptMenu_5308		CompleteMenu_5308					1	0	0					
5309				s200101	8	FunnpcClone004056	FunnpcClone004056	30	20	20			5308	5310											SubmitNpcEx_5309		title_5309		context_5309;menu_5309|target_5309;task_menu_accept_5309	complete_5309		target_5309		next_5309	CanAcceptMenu_5309		CompleteMenu_5309					1	0	0					
