STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Title	Step	SearchID	Line	AcceptNpc	SubmitNpc	AcceptSceneID	SubmitSceneID	AutoAcceptID	AutoSubmit	PreTaskLimit	NextTaskLimit	AcceptLimit	SubmitLimit	SubFunction	TaskItemList	RefreshMonster	TimeLimitLength	SubmitNpcEx	TaskScript	TitleId	ContextId	AcceptDialogId	CompleteDialogId	UnCompleteDialogId	TaskTargetId	TrackInfoID	LineNextInfo	CanAcceptMenu	UncompleteMenu	CompleteMenu	AcceptMovie	SubmitMovie	DramaAccept	DramaSubmit	CanGiveup	ShareType	RepeatType	RepeatPeriod	CountDayLimit	DifficultCoefficient	DifficultLevel	ReputationLimit	AcceptArea	AcceptRepLimit	ConditionPrize	AcceptReputationLimit
85000	∂Î√ºÃÏ≥ÿ		s920202	7			10	10					3174								title_85000	context_85000	accept_85000_1;menu_85000_1	complete_85000		target_85000		next_85000	CanAcceptMenu_85000		CompleteMenu_85000					1	0	1	1	1				233			repute_jianghu|60418383
85005	∂Î√ºÃÏ≥ÿ		s920202	7			10	10					3174								title_85005	context_85005	accept_85005_1;menu_85005_1	complete_85005		target_85005		next_85005	CanAcceptMenu_85005		CompleteMenu_85005					1	0	1	1	1				233			repute_jianghu|60418383
85006	∂Î√ºÃÏ≥ÿ		s920202	5			10	10					3174								title_85006	context_85006	accept_85006_1;menu_85006_1	complete_85006		target_85006		next_85006	CanAcceptMenu_85006		CompleteMenu_85006					1	0	1	1	1				233			repute_jianghu|60418383
85007	∂Î√ºÃÏ≥ÿ		s920202	5			10	10					3174								title_85007	context_85007	accept_85007_1;menu_85007_1	complete_85007		target_85007		next_85007	CanAcceptMenu_85007		CompleteMenu_85007					1	0	1	1	1				233			repute_jianghu|60418383
85009	∂Î√ºÃÏ≥ÿ		s920202	5			10	10					3174								title_85009	context_85009	accept_85009_1;menu_85009_1	complete_85009		target_85009		next_85009	CanAcceptMenu_85009		CompleteMenu_85009					1	0	1	1	1				233			repute_jianghu|60418383
85010	∂Î√ºÃÏ≥ÿ		s920202	5			10	10					3174								title_85010	context_85010	accept_85010_1;menu_85010_1	complete_85010		target_85010		next_85010	CanAcceptMenu_85010		CompleteMenu_85010					1	0	1	1	1				233		10416&3751|100080|conditiontext_100080|0|conditiontips_0;10416&3750|100079|conditiontext_100079|14|conditiontips_14;10416&3749|100078|conditiontext_100078|17|conditiontips_17;10416&3747|100076|conditiontext_100076|17|conditiontips_17;10416&3746|100075|conditiontext_100075|13|conditiontips_13;10416&3745|100074|conditiontext_100074|1|conditiontips_1;10416&3744|100073|conditiontext_100073|0|conditiontips_0	repute_jianghu|60418383
85011	∂Î√ºÃÏ≥ÿ		s920202	5			10	10					3174								title_85011	context_85011	accept_85011_1;menu_85011_1	complete_85011		target_85011		next_85011	CanAcceptMenu_85011		CompleteMenu_85011					1	0	1	1	1				233		10416&3751|100080|conditiontext_100080|0|conditiontips_0;10416&3750|100079|conditiontext_100079|14|conditiontips_14;10416&3749|100078|conditiontext_100078|17|conditiontips_17;10416&3747|100076|conditiontext_100076|17|conditiontips_17;10416&3746|100075|conditiontext_100075|13|conditiontips_13;10416&3745|100074|conditiontext_100074|1|conditiontips_1;10416&3744|100073|conditiontext_100073|0|conditiontips_0	repute_jianghu|60418383
85013	∂Î√ºÃÏ≥ÿ		s920202	5			10	10					3174								title_85013	context_85013	accept_85013_1;menu_85013_1	complete_85013		target_85013		next_85013	CanAcceptMenu_85013		CompleteMenu_85013					1	0	1	1	1				233		10416&3751|100080|conditiontext_100080|0|conditiontips_0;10416&3750|100079|conditiontext_100079|14|conditiontips_14;10416&3749|100078|conditiontext_100078|17|conditiontips_17;10416&3747|100076|conditiontext_100076|17|conditiontips_17;10416&3746|100075|conditiontext_100075|13|conditiontips_13;10416&3745|100074|conditiontext_100074|1|conditiontips_1;10416&3744|100073|conditiontext_100073|0|conditiontips_0	repute_jianghu|60418383
85014	∂Î√ºÃÏ≥ÿ		s920202	5			10	10					3174								title_85014	context_85014	accept_85014_1;menu_85014_1	complete_85014		target_85014		next_85014	CanAcceptMenu_85014		CompleteMenu_85014					1	0	1	1	1				233		10416&3751|100080|conditiontext_100080|0|conditiontips_0;10416&3750|100079|conditiontext_100079|14|conditiontips_14;10416&3749|100078|conditiontext_100078|17|conditiontips_17;10416&3747|100076|conditiontext_100076|17|conditiontips_17;10416&3746|100075|conditiontext_100075|13|conditiontips_13;10416&3745|100074|conditiontext_100074|1|conditiontips_1;10416&3744|100073|conditiontext_100073|0|conditiontips_0	repute_jianghu|60418383
85015	∂Î√ºÃÏ≥ÿ		s920202	5			10	10					3174								title_85015	context_85015	accept_85015_1;menu_85015_1	complete_85015		target_85015		next_85015	CanAcceptMenu_85015		CompleteMenu_85015					1	0	1	1	1				233		10416&3751|100080|conditiontext_100080|0|conditiontips_0;10416&3750|100079|conditiontext_100079|14|conditiontips_14;10416&3749|100078|conditiontext_100078|17|conditiontips_17;10416&3747|100076|conditiontext_100076|17|conditiontips_17;10416&3746|100075|conditiontext_100075|13|conditiontips_13;10416&3745|100074|conditiontext_100074|1|conditiontips_1;10416&3744|100073|conditiontext_100073|0|conditiontips_0	repute_jianghu|60418383
85017	∂Î√ºÃÏ≥ÿ		s920202	5			10	10					3174								title_85017	context_85017	accept_85017_1;menu_85017_1	complete_85017		target_85017		next_85017	CanAcceptMenu_85017		CompleteMenu_85017					1	0	1	1	1				233		10416&3751|100080|conditiontext_100080|0|conditiontips_0;10416&3750|100079|conditiontext_100079|14|conditiontips_14;10416&3749|100078|conditiontext_100078|17|conditiontips_17;10416&3747|100076|conditiontext_100076|17|conditiontips_17;10416&3746|100075|conditiontext_100075|13|conditiontips_13;10416&3745|100074|conditiontext_100074|1|conditiontips_1;10416&3744|100073|conditiontext_100073|0|conditiontips_0	repute_jianghu|60418383
85020	∂Î√ºÃÏ≥ÿ		s920202	5			10	10					3174								title_85020	context_85020	accept_85020_1;menu_85020_1	complete_85020		target_85020		next_85020	CanAcceptMenu_85020		CompleteMenu_85020					1	0	1	1	1				233			repute_jianghu|60418383
85021	∂Î√ºÃÏ≥ÿ		s920202	5			10	10					3174								title_85021	context_85021	accept_85021_1;menu_85021_1	complete_85021		target_85021		next_85021	CanAcceptMenu_85021		CompleteMenu_85021					1	0	1	1	1				233			repute_jianghu|60418383
85022	∂Î√ºÃÏ≥ÿ		s920202	5			10	10					3174								title_85022	context_85022	accept_85022_1;menu_85022_1	complete_85022		target_85022		next_85022	CanAcceptMenu_85022		CompleteMenu_85022					1	0	1	1	1				233			repute_jianghu|60418383
