STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Title	Step	SearchID	Line	AcceptNpc	SubmitNpc	AcceptSceneID	SubmitSceneID	AutoAcceptID	AutoSubmit	PreTaskLimit	NextTaskLimit	ReputationLimit	AcceptLimit	AcceptReputationLimit	SubmitLimit	SubFunction	TaskItemList	RefreshMonster	TimeLimitLength	SubmitNpcEx	TaskScript	TitleId	ContextId	AcceptDialogId	CompleteDialogId	UnCompleteDialogId	TaskTargetId	TrackInfoID	LineNextInfo	CanAcceptMenu	UncompleteMenu	CompleteMenu	AcceptMovie	SubmitMovie	DramaAccept	DramaSubmit	CanGiveup	ShareType	RepeatType	RepeatPeriod	CountDayLimit	DifficultCoefficient	DifficultLevel	TiaozhanTime
40001	蕙质兰心		s140101	4	WorldNpc02604	WorldNpc02602	10	10			1557	40002		11576;933							SubmitNpcEx_40001		title_40001	context_40001	accept_40001_1;menu_40001_1	complete_40001;submit_40001	uncom_40001	target_40001	task_TrackInfo_40001	next_40001	CanAcceptMenu_40001	UncompleteMenu_40001	CompleteMenu_40001			em01_1		0	1	0					
40002	蕙质兰心		s140101	4	WorldNpc02602	WorldNpc02609	10	10			40001	40003		933				10331			SubmitNpcEx_40002		title_40002	context_40002	accept_40002_1;menu_40002_1	complete_40002;submit_40002	uncom_40002	target_40002	task_TrackInfo_40002	next_40002	CanAcceptMenu_40002	UncompleteMenu_40002	CompleteMenu_40002					0	1	0					
40003	蕙质兰心		s140101	4	WorldNpc02609	WorldNpc02685	10	10			40002	40004		933				10001			SubmitNpcEx_40003		title_40003	context_40003	accept_40003_1;menu_40003_1	complete_40003;submit_40003	uncom_40003	target_40003	task_TrackInfo_40003	next_40003	CanAcceptMenu_40003	UncompleteMenu_40003	CompleteMenu_40003					0	1	0					
40004	蕙质兰心		s140101	4	WorldNpc02685	WorldNpc02610	10	10			40003	40005		933							SubmitNpcEx_40004		title_40004	context_40004	accept_40004_1;menu_40004_1	complete_40004;submit_40004	uncom_40004	target_40004	task_TrackInfo_40004	next_40004	CanAcceptMenu_40004	UncompleteMenu_40004	CompleteMenu_40004	150				0	1	0					
40005	蕙质兰心		s140101	4	WorldNpc02610	WorldNpc02610	10	10			40004	40006		933							SubmitNpcEx_40005		title_40005	context_40005	accept_40005_1;menu_40005_1	complete_40005;submit_40005	uncom_40005	target_40005	task_TrackInfo_40005	next_40005	CanAcceptMenu_40005	UncompleteMenu_40005	CompleteMenu_40005					0	1	0					
40006	蕙质兰心		s140101	4	WorldNpc02610	WorldNpc02765	10	10			40005	40007		933							SubmitNpcEx_40006		title_40006	context_40006	accept_40006_1;menu_40006_1	complete_40006;submit_40006	uncom_40006	target_40006	task_TrackInfo_40006	next_40006	CanAcceptMenu_40006	UncompleteMenu_40006	CompleteMenu_40006	151				0	1	0					
40007	蕙质兰心		s140101	4	WorldNpc02765	WorldNpc02680	10	10			40006	40008		933							SubmitNpcEx_40007		title_40007	context_40007	accept_40007_1;menu_40007_1	complete_40007;submit_40007		target_40007		next_40007	CanAcceptMenu_40007		CompleteMenu_40007					0	1	0					
40009			s140101	4	WorldNpc02680	WorldNpc02681	10	10			40008	40013		933							SubmitNpcEx_40009		title_40009	context_40009	accept_40009_1;menu_40009_1	complete_40009;submit_40009		target_40009		next_40009	CanAcceptMenu_40009		CompleteMenu_40009					0	1	0					
40008	蕙质兰心		s140101	4	WorldNpc02680	WorldNpc02680	10	10			40007	40009		933							SubmitNpcEx_40008		title_40008	context_40008	accept_40008_1;menu_40008_1	complete_40008;submit_40008		target_40008		next_40008	CanAcceptMenu_40008		CompleteMenu_40008					0	1	0					
40013	色胆包天		s140102	4	WorldNpc02681	WorldNpc02681	10	10			40009	40014		933							SubmitNpcEx_40013		title_40013	context_40013	accept_40013_1;menu_40013_1	complete_40013;submit_40013	uncom_40013	target_40013	task_TrackInfo_40013	next_40013	CanAcceptMenu_40013	UncompleteMenu_40013	CompleteMenu_40013			em01_21		0	1	0					
40014	色胆包天		s140102	4	WorldNpc02681		10	10			40013	40015;40016		933							submitnpcex_40014		title_40014	context_40014	accept_40014_1;menu_40014_1	complete_40014;submit_40014	uncom_40014	target_40014	task_TrackInfo_40014	next_40014	CanAcceptMenu_40014	UncompleteMenu_40014	CompleteMenu_40014					0	1	0					
40015	色胆包天		s140102	4		WorldNpc02681	10	10	40019		40014	40019		933							SubmitNpcEx_40015		title_40015	context_40015	accept_40015_1;menu_40015_1	complete_40015;submit_40015	uncom_40015	target_40015	task_TrackInfo_40015	next_40015	CanAcceptMenu_40015	UncompleteMenu_40015	CompleteMenu_40015					0	1	0					
40016	色胆包天		s140102	4		WorldNpc02681	10	10			40014	40017		933							SubmitNpcEx_40016		title_40016	context_40016	context_40016;menu_40016	complete_40016;submit_40016	uncom_40016	target_40016	task_TrackInfo_40016	next_40016	CanAcceptMenu_40016	UncompleteMenu_40016	CompleteMenu_40016					0	1	0					
40017	色胆包天		s140102	4	WorldNpc02681	WorldNpc02680	10	10			40016;40019	40018		933				10002			submitnpcex_40017		title_40017	context_40017	accept_40017_1;menu_40017_1	complete_40017;submit_40017	uncom_40017	target_40017	task_TrackInfo_40017	next_40017	CanAcceptMenu_40017	UncompleteMenu_40017	CompleteMenu_40017					0	1	0					
40019			s140102	4	WorldNpc02681	WorldNpc02681	10	10			40015	40017		933							SubmitNpcEx_40019		title_40019	context_40019	accept_40019_1;menu_40019_1	complete_40019;submit_40019		target_40019			CanAcceptMenu_40019		CompleteMenu_40019					0	1	0					
40018	色胆包天		s140102	4	WorldNpc02680	WorldNpc02610	10	10			40017	40025		933							SubmitNpcEx_40018		title_40018	context_40018	accept_40018_1;menu_40018_1	complete_40018;submit_40018	uncom_40018	target_40018	task_TrackInfo_40018	next_40018	CanAcceptMenu_40018	UncompleteMenu_40018	CompleteMenu_40018					0	1	0					
40025	身世浮沉		s140103	4	WorldNpc02610	WorldNpc02604	10	10			40018	40026		933							SubmitNpcEx_40025		title_40025	context_40025	accept_40025_1;menu_40025_1	complete_40025;submit_40025	uncom_40025	target_40025	task_TrackInfo_40025	next_40025	CanAcceptMenu_40025	UncompleteMenu_40025	CompleteMenu_40025	152		em01_41		0	1	0					
40026	身世浮沉		s140103	4	WorldNpc02604		10	10			40025	40027;40037		933							SubmitNpcEx_40026		title_40026	context_40026	accept_40026_1;menu_40026_1	complete_40026;submit_40026	uncom_40026	target_40026	task_TrackInfo_40026	next_40026	CanAcceptMenu_40026	UncompleteMenu_40026	CompleteMenu_40026					0	1	0					
40027	身世浮沉		s140103	4		WorldNpc02684	10	10			40026	40028		933							SubmitNpcEx_40027		title_40027	context_40027	accept_40027_1;menu_40027_1	complete_40027;submit_40027	uncom_40027	target_40027	task_TrackInfo_40027	next_40027	CanAcceptMenu_40027	UncompleteMenu_40027	CompleteMenu_40027					0	1	0					
40028	身世浮沉		s140103	4	WorldNpc02684	WorldNpc02764	10	10			40027	40029		933							SubmitNpcEx_40028		title_40028	context_40028	accept_40028_1;menu_40028_1	complete_40028;submit_40028	uncom_40028	target_40028	task_TrackInfo_40028	next_40028	CanAcceptMenu_40028	UncompleteMenu_40028	CompleteMenu_40028					0	1	0					
40030			s140103	4	WorldNpc02764	WorldNpc02684	10	10			40029	40031		933				10004;10010					title_40030	context_40030	accept_40030_1;menu_40030_1	complete_40030;submit_40030		target_40030		next_40030	CanAcceptMenu_40030		CompleteMenu_40030					0	1	0	0	0			
40031			s140103	4	WorldNpc02684	WorldNpc02626	10	10			40030	40039		933							SubmitNpcEx_40031		title_40031	context_40031	accept_40031_1;menu_40031_1	complete_40031;submit_40031		target_40031		next_40031	CanAcceptMenu_40031		CompleteMenu_40031					0	1	0	0	0			
40029	身世浮沉		s140103	4	WorldNpc02764	WorldNpc02764	10	10			40028	40030		933				10009			SubmitNpcEx_40029		title_40029	context_40029	accept_40029_1;menu_40029_1	complete_40029;submit_40029	uncom_40029	target_40029	task_TrackInfo_40029	next_40029	CanAcceptMenu_40029	UncompleteMenu_40029	CompleteMenu_40029					0	1	0					
40037	浪子回头		s140104	4		WorldNpc02684	10	10			40026	40038		933							SubmitNpcEx_40037		title_40037	context_40037	accept_40037_1;menu_40037_1	complete_40037;submit_40037	uncom_40037	target_40037	task_TrackInfo_40037	next_40037	CanAcceptMenu_40037	UncompleteMenu_40037	CompleteMenu_40037			em01_61		0	1	0					
40038	浪子回头		s140104	4	WorldNpc02684	WorldNpc02626	10	10			40037	40039		933							SubmitNpcEx_40038		title_40038	context_40038	accept_40038_1;menu_40038_1	complete_40038;submit_40038	uncom_40038	target_40038	task_TrackInfo_40038	next_40038	CanAcceptMenu_40038	UncompleteMenu_40038	CompleteMenu_40038					0	1	0					
40039	浪子回头		s140104	4	WorldNpc02626	WorldNpc02764	10	10			40031;40038	40040		933							SubmitNpcEx_40039		title_40039	context_40039	accept_40039_1;menu_40039_1	complete_40039;submit_40039	uncom_40039	target_40039	task_TrackInfo_40039	next_40039	CanAcceptMenu_40039	UncompleteMenu_40039	CompleteMenu_40039					0	1	0					
40040	浪子回头		s140104	4	WorldNpc02764	WorldNpc02634	10	10			40039	40041		933							SubmitNpcEx_40040		title_40040	context_40040	accept_40040_1;menu_40040_1	complete_40040;submit_40040	uncom_40040	target_40040	task_TrackInfo_40040	next_40040	CanAcceptMenu_40040	UncompleteMenu_40040	CompleteMenu_40040					0	1	0					
40041	浪子回头		s140104	4	WorldNpc02634	WorldNpc02764	10	10			40040	40042		933							SubmitNpcEx_40041		title_40041	context_40041	accept_40041_1;menu_40041_1	complete_40041;submit_40041	uncom_40041	target_40041	task_TrackInfo_40041	next_40041	CanAcceptMenu_40041	UncompleteMenu_40041	CompleteMenu_40041					0	1	0					
40042	浪子回头		s140104	4	WorldNpc02764	WorldNpc02604	10	10			40041	40043		933							SubmitNpcEx_40042		title_40042	context_40042	accept_40042_1;menu_40042_1	complete_40042;submit_40042	uncom_40042	target_40042	task_TrackInfo_40042	next_40042	CanAcceptMenu_40042	UncompleteMenu_40042	CompleteMenu_40042					0	1	0					
