STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Plot	Title	Step	SearchID	Line	AcceptNpc	SubmitNpc	SceneID	AcceptSceneID	SubmitSceneID	AutoAcceptID	AutoSubmit	PreTaskLimit	NextTaskLimit	NotShowMenu	Relation	LuckValue	AcceptLimit	SubmitLimit	AcceptDecMoney	SubFunction	TaskItemList	RefreshMonster	TimeLimitLength	SubmitNpcEx	TaskScript	TitleId	ContextId	AcceptDialogId	CompleteDialogId	UnCompleteDialogId	TaskTargetId	TrackInfoID	LineNextInfo	CanAcceptMenu	UncompleteMenu	CompleteMenu	AcceptMovie	SubmitMovie	DramaAccept	DramaSubmit	CanGiveup	ShareType	RepeatType	RepeatPeriod	CountDayLimit	DifficultCoefficient	DifficultLevel
11201				s470101	8		WorldNpc09003		13	13																	title_11201	context_11201	accept_11201_1;menu_11201_1	complete_11201;submit_11201		target_11201		next_11201	CanAcceptMenu_11201		CompleteMenu_11201					1	0	1				
11202				s470101	8		WorldNpc08839		13	13	11203			11203													title_11202	context_11202	accept_11202_1;menu_11202_1|accept_11202_2;menu_11202_2	complete_11202;submit_11202		target_11202		next_11202	CanAcceptMenu_11202		CompleteMenu_11202					1	0	1				
11203				s470101	8		WorldNpc08839		13	13	11204		11202	11204													title_11203	context_11203	accept_11203_1;menu_11203_1	complete_11203;submit_11203		target_11203		next_11203	CanAcceptMenu_11203		CompleteMenu_11203					1	0	1				
11204				s470101	8		WorldNpc09046		13	13			11203														title_11204	context_11204	accept_11204_1;menu_11204_1	complete_11204;submit_11204		target_11204		next_11204	CanAcceptMenu_11204		CompleteMenu_11204					1	0	1				
11205				s470101	8		WorldNpc09060		13	13																	title_11205	context_11205	accept_11205_1;menu_11205_1	complete_11205;submit_11205		target_11205		next_11205	CanAcceptMenu_11205		CompleteMenu_11205					1	0	1				
11206				s470101	8		WorldNpc08822		13	13																	title_11206	context_11206	accept_11206_1;menu_11206_1|accept_11206_2;menu_11206_2	complete_11206;submit_11206		target_11206		next_11206	CanAcceptMenu_11206		CompleteMenu_11206					1	0	1				
11207				s470101	8		WorldNpc11003		13	13																	title_11207	context_11207	accept_11207_1;menu_11207_1|accept_11207_2;menu_11207_2	complete_11207;submit_11207		target_11207		next_11207	CanAcceptMenu_11207		CompleteMenu_11207					1	0	1				
11208				s470101	8		WorldNpc09014		13	13																	title_11208	context_11208	accept_11208_1;menu_11208_1|accept_11208_2;menu_11208_2	complete_11208;submit_11208		target_11208		next_11208	CanAcceptMenu_11208		CompleteMenu_11208					1	0	1				
11209				s470101	8		WorldNpc08755		13	13																	title_11209	context_11209	accept_11209_1;menu_11209_1	complete_11209;submit_11209		target_11209		next_11209	CanAcceptMenu_11209		CompleteMenu_11209					1	0	1				
11210				s470101	8		WorldNpc08944		13	13																	title_11210	context_11210	accept_11210_1;menu_11210_1	complete_11210;submit_11210		target_11210		next_11210	CanAcceptMenu_11210		CompleteMenu_11210					1	0	1				
11211				s470101	8		WorldNpc08487			13																	title_11211	context_11211		complete_11211;submit_11211		target_11211		next_11211			CompleteMenu_11211					1	0	1				
11212				s470101	8		WorldNpc08300			13																	title_11212	context_11212		complete_11212;submit_11212		target_11212		next_11212			CompleteMenu_11212					1	0	1				
11213	76			s470101	8						11214	1		11214											SubmitNpcEx_11213		title_11213	context_11213	accept_11213_1;menu_11213_1	complete_11213;submit_11213		target_11213			CanAcceptMenu_11213		CompleteMenu_11213					1	0	2	1	999		
11214	76			s470101	8		npc_qygp_zy_xyz1			15	11215		11213	11215											SubmitNpcEx_11214		title_11214	context_11214		complete_11214;submit_11214		target_11214					CompleteMenu_11214					1	0	0	0	0		
11215	76			s470101	8	npc_qygp_zy_xyz1	npc_qygp_zy_xyz2		15	15	11216		11214	11216											SubmitNpcEx_11215		title_11215	context_11215	accept_11215_1;menu_11215_1	complete_11215;submit_11215		target_11215			CanAcceptMenu_11215		CompleteMenu_11215					1	0	0	0	0		
11216	76			s470101	8		npc_qygp_zy_lj2			15			11215												SubmitNpcEx_11216		title_11216	context_11216		complete_11216;submit_11216		target_11216					CompleteMenu_11216					1	0	0	0	0		
