STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Title	Step	SearchID	Line	AcceptNpc	SubmitNpc	AcceptSceneID	SubmitSceneID	AutoAcceptID	AutoSubmit	PreTaskLimit	NextTaskLimit	AcceptLimit	SubmitLimit	SubFunction	TaskItemList	RefreshMonster	TimeLimitLength	SubmitNpcEx	TaskScript	TitleId	ContextId	AcceptDialogId	CompleteDialogId	UnCompleteDialogId	TaskTargetId	TrackInfoID	LineNextInfo	CanAcceptMenu	UncompleteMenu	CompleteMenu	AcceptMovie	SubmitMovie	DramaAccept	DramaSubmit	CanGiveup	ShareType	RepeatType	RepeatPeriod	CountDayLimit	DifficultCoefficient	DifficultLevel	AcceptArea	AcceptRepLimit	ConditionPrize	ReputationLimit	AcceptReputationLimit
80273	«ßµ∆’Ú¬“‘∆Ωß		s690505	5	WorldNpc00039	WorldNpc00039	1	1					15539;25665								title_80273	context_80273	accept_80273_1;menu_80273_1	complete_80273		target_80273		next_80273	CanAcceptMenu_80273		CompleteMenu_80273					1	1	1	1	1			34				repute_jianghu|700
80274	«ßµ∆’Ú¬“‘∆Ωß		s690505	5	WorldNpc00039	WorldNpc00039	1	1					15539;25665								title_80274	context_80274	accept_80274_1;menu_80274_1	complete_80274		target_80274		next_80274	CanAcceptMenu_80274		CompleteMenu_80274					1	1	1	1	1			34		10416&3688|100017|conditiontext_100017|0|conditiontips_0;10416&3687|100016|conditiontext_100016|14|conditiontips_14;10416&3686|100015|conditiontext_100015|17|conditiontips_17;10416&3684|100013|conditiontext_100013|17|conditiontips_17;10416&3683|100012|conditiontext_100012|13|conditiontips_13;10416&3682|100011|conditiontext_100011|1|conditiontips_1;10416&3681|100010|conditiontext_100010|0|conditiontips_0		repute_jianghu|700
80275	«ßµ∆’Ú¬“‘∆Ωß		s690505	7	WorldNpc00023	WorldNpc00023	1	1					3174;15539;10416;3687;25665								title_80275	context_80275	accept_80275_1;menu_80275_1	complete_80275		target_80275		next_80275	CanAcceptMenu_80275		CompleteMenu_80275					1	1	1	1	1			34				repute_jianghu|60418383
80276	«ßµ∆’Ú¬“‘∆Ωß		s690505	5	WorldNpc00024	WorldNpc00024	1	1					15539;25665								title_80276	context_80276	accept_80276_1;menu_80276_1	complete_80276		target_80276		next_80276	CanAcceptMenu_80276		CompleteMenu_80276					1	1	1	1	1			34		10416&3688|100017|conditiontext_100017|0|conditiontips_0;10416&3687|100016|conditiontext_100016|14|conditiontips_14;10416&3686|100015|conditiontext_100015|17|conditiontips_17;10416&3684|100013|conditiontext_100013|17|conditiontips_17;10416&3683|100012|conditiontext_100012|13|conditiontips_13;10416&3682|100011|conditiontext_100011|1|conditiontips_1;10416&3681|100010|conditiontext_100010|0|conditiontips_0		repute_jianghu|700
80277	«ßµ∆’Ú¬“‘∆Ωß		s690505	5	WorldNpc00140	WorldNpc00140	1	1					15539;25665								title_80277	context_80277	accept_80277_1;menu_80277_1	complete_80277		target_80277		next_80277	CanAcceptMenu_80277		CompleteMenu_80277					1	1	1	1	1			34				repute_jianghu|700
80278	«ßµ∆’Ú¬“‘∆Ωß		s690505	5	WorldNpc00025	WorldNpc00025	1	1					15539;25665								title_80278	context_80278	accept_80278_1;menu_80278_1	complete_80278		target_80278		next_80278	CanAcceptMenu_80278		CompleteMenu_80278					1	1	1	1	1			34				repute_jianghu|700
80279	«ßµ∆’Ú¬“‘∆Ωß		s690505	5	WorldNpc00025	WorldNpc00025	1	1					15539;25665								title_80279	context_80279	accept_80279_1;menu_80279_1	complete_80279		target_80279		next_80279	CanAcceptMenu_80279		CompleteMenu_80279					1	1	1	1	1			34		10416&3688|100017|conditiontext_100017|0|conditiontips_0;10416&3687|100016|conditiontext_100016|14|conditiontips_14;10416&3686|100015|conditiontext_100015|17|conditiontips_17;10416&3684|100013|conditiontext_100013|17|conditiontips_17;10416&3683|100012|conditiontext_100012|13|conditiontips_13;10416&3682|100011|conditiontext_100011|1|conditiontips_1;10416&3681|100010|conditiontext_100010|0|conditiontips_0		repute_jianghu|700
80280	«ßµ∆’Ú¬“‘∆Ωß		s690505	7	WorldNpc00025	WorldNpc00025	1	1					3174;15539;10416;3684;25665								title_80280	context_80280	accept_80280_1;menu_80280_1	complete_80280		target_80280		next_80280	CanAcceptMenu_80280		CompleteMenu_80280					1	1	1	1	1			34				repute_jianghu|60418383
80281	«ßµ∆’Ú¬“‘∆Ωß		s690505	5	WorldNpc00140	WorldNpc00140	1	1					15539;25665								title_80281	context_80281	accept_80281_1;menu_80281_1	complete_80281		target_80281		next_80281	CanAcceptMenu_80281		CompleteMenu_80281					1	1	1	1	1			34		10416&3688|100017|conditiontext_100017|0|conditiontips_0;10416&3687|100016|conditiontext_100016|14|conditiontips_14;10416&3686|100015|conditiontext_100015|17|conditiontips_17;10416&3684|100013|conditiontext_100013|17|conditiontips_17;10416&3683|100012|conditiontext_100012|13|conditiontips_13;10416&3682|100011|conditiontext_100011|1|conditiontips_1;10416&3681|100010|conditiontext_100010|0|conditiontips_0		repute_jianghu|700
