STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Title	Step	SearchID	Line	AcceptNpc	SubmitNpc	AcceptSceneID	SubmitSceneID	AutoAcceptID	AutoSubmit	PreTaskLimit	NextTaskLimit	AcceptLimit	SubmitLimit	SubFunction	TaskItemList	RefreshMonster	TimeLimitLength	SubmitNpcEx	TaskScript	TitleId	ContextId	AcceptDialogId	CompleteDialogId	UnCompleteDialogId	TaskTargetId	TrackInfoID	LineNextInfo	CanAcceptMenu	UncompleteMenu	CompleteMenu	AcceptMovie	SubmitMovie	DramaAccept	DramaSubmit	CanGiveup	ShareType	RepeatType	RepeatPeriod	CountDayLimit	DifficultCoefficient	DifficultLevel	ReputationLimit	AcceptArea	AcceptRepLimit	ConditionPrize	AcceptReputationLimit
82050	成都城		s770101	5	FuncNpc00613	FuncNpc00613	17	17					15539;25665								title_82050	context_82050	accept_82050_1;menu_82050_1	complete_82050		target_82050		next_82050	CanAcceptMenu_82050		CompleteMenu_82050					1	1	1	1	1				81		10416&3679|100008|conditiontext_100008|0|conditiontips_0;10416&3678|100007|conditiontext_100007|14|conditiontips_14;10416&3677|100006|conditiontext_100006|17|conditiontips_17;10416&3676|100005|conditiontext_100005|13|conditiontips_13;10416&3675|100004|conditiontext_100004|17|conditiontips_17;10416&3674|100003|conditiontext_100003|13|conditiontips_13;10416&3673|100002|conditiontext_100002|1|conditiontips_1;10416&3672|100001|conditiontext_100001|0|conditiontips_0	repute_jianghu|60418383
82051	成都城		s770101	5	JobChengD004	JobChengD004	17	17					15539;25665								title_82051	context_82051	accept_82051_1;menu_82051_1	complete_82051		target_82051		next_82051	CanAcceptMenu_82051		CompleteMenu_82051					1	1	1	1	1				81		10416&3679|100008|conditiontext_100008|0|conditiontips_0;10416&3678|100007|conditiontext_100007|14|conditiontips_14;10416&3677|100006|conditiontext_100006|17|conditiontips_17;10416&3676|100005|conditiontext_100005|13|conditiontips_13;10416&3675|100004|conditiontext_100004|17|conditiontips_17;10416&3674|100003|conditiontext_100003|13|conditiontips_13;10416&3673|100002|conditiontext_100002|1|conditiontips_1;10416&3672|100001|conditiontext_100001|0|conditiontips_0	repute_jianghu|60418384
82052	成都城		s770101	5	FuncNpc00614	FuncNpc00614	17	17					15539;25665								title_82052	context_82052	accept_82052_1;menu_82052_1	complete_82052		target_82052		next_82052	CanAcceptMenu_82052		CompleteMenu_82052					1	1	1	1	1				81		10416&3679|100008|conditiontext_100008|0|conditiontips_0;10416&3678|100007|conditiontext_100007|14|conditiontips_14;10416&3677|100006|conditiontext_100006|17|conditiontips_17;10416&3676|100005|conditiontext_100005|13|conditiontips_13;10416&3675|100004|conditiontext_100004|17|conditiontips_17;10416&3674|100003|conditiontext_100003|13|conditiontips_13;10416&3673|100002|conditiontext_100002|1|conditiontips_1;10416&3672|100001|conditiontext_100001|0|conditiontips_0	repute_jianghu|60418385
82053	成都城		s770101	7	WorldNpc09695	WorldNpc09695	17	17					3174;10416;3674;15539;25665								title_82053	context_82053	accept_82053_1;menu_82053_1	complete_82053		target_82053		next_82053	CanAcceptMenu_82053		CompleteMenu_82053					1	1	1	1	1				81			repute_jianghu|60418383
82054	成都城		s770101	7	WorldNpc09754	WorldNpc09754	17	17					3174;15539;10416;3675;15539;25665								title_82054	context_82054	accept_82054_1;menu_82054_1	complete_82054		target_82054		next_82054	CanAcceptMenu_82054		CompleteMenu_82054					1	1	1	1	1				81			repute_jianghu|60418383
82055	成都城		s770101	7	WorldNpc09655	WorldNpc09655	17	17					3174;10416;3676;15539;25665								title_82055	context_82055	accept_82055_1;menu_82055_1	complete_82055		target_82055		next_82055	CanAcceptMenu_82055		CompleteMenu_82055					1	1	1	1	1				81			repute_jianghu|60418383
82056	成都城		s770101	7	WorldNpc09676	WorldNpc09676	17	17					3174;3161;10416;3677;15539;25665								title_82056	context_82056	accept_82056_1;menu_82056_1	complete_82056		target_82056		next_82056	CanAcceptMenu_82056		CompleteMenu_82056					1	1	1	1	1				81			repute_jianghu|60418383
82057	成都城		s770101	7	FuncNpc00617	FuncNpc00617	17	17					3174;15539;10416;3678;15539;25665								title_82057	context_82057	accept_82057_1;menu_82057_1	complete_82057		target_82057		next_82057	CanAcceptMenu_82057		CompleteMenu_82057					1	1	1	1	1				81			repute_jianghu|60418383
82058	成都城		s770101	5	WorldNpc09639	WorldNpc09639	17	17					15539;25665								title_82058	context_82058	accept_82058_1;menu_82058_1	complete_82058		target_82058		next_82058	CanAcceptMenu_82058		CompleteMenu_82058					1	1	1	1	1				81		10416&3679|100008|conditiontext_100008|0|conditiontips_0;10416&3678|100007|conditiontext_100007|14|conditiontips_14;10416&3677|100006|conditiontext_100006|17|conditiontips_17;10416&3676|100005|conditiontext_100005|13|conditiontips_13;10416&3675|100004|conditiontext_100004|17|conditiontips_17;10416&3674|100003|conditiontext_100003|13|conditiontips_13;10416&3673|100002|conditiontext_100002|1|conditiontips_1;10416&3672|100001|conditiontext_100001|0|conditiontips_0	repute_jianghu|60418386
