STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Title	Step	SearchID	Line	AcceptNpc	SubmitNpc	AcceptSceneID	SubmitSceneID	AutoAcceptID	AutoSubmit	PreTaskLimit	NextTaskLimit	AcceptLimit	SubmitLimit	SubFunction	TaskItemList	RefreshMonster	TimeLimitLength	SubmitNpcEx	TaskScript	TitleId	ContextId	AcceptDialogId	CompleteDialogId	UnCompleteDialogId	TaskTargetId	TrackInfoID	LineNextInfo	CanAcceptMenu	UncompleteMenu	CompleteMenu	AcceptMovie	SubmitMovie	DramaAccept	DramaSubmit	CanGiveup	ShareType	RepeatType	RepeatPeriod	CountDayLimit	DifficultCoefficient	DifficultLevel	ReputationLimit	AcceptArea	AcceptRepLimit	ConditionPrize	AcceptReputationLimit
83700	ÈûÍâ´óÄ®ÃùÉ³¹È		s850202	5			25	25					3174								title_83700	context_83700	accept_83700_1;menu_83700_1	complete_83700		target_83700		next_83700	CanAcceptMenu_83700		CompleteMenu_83700					1	1	1	1	1						10416&3760|100089|conditiontext_100089|0|conditiontips_0;10416&3759|100088|conditiontext_100088|14|conditiontips_14;10416&3758|100087|conditiontext_100087|17|conditiontips_17;10416&3756|100085|conditiontext_100085|17|conditiontips_17;10416&3755|100084|conditiontext_100084|13|conditiontips_13;10416&3754|100083|conditiontext_100083|1|conditiontips_1;10416&3753|100082|conditiontext_100082|0|conditiontips_0	repute_jianghu|60418383
83701	ÈûÍâ´óÄ®ÃùÉ³¹È		s850202	5			25	25					3174								title_83701	context_83701	accept_83701_1;menu_83701_1	complete_83701		target_83701		next_83701	CanAcceptMenu_83701		CompleteMenu_83701					1	1	1	1	1							repute_jianghu|60418383
83702	ÈûÍâ´óÄ®ÃùÉ³¹È		s850202	5			25	25					3174								title_83702	context_83702	accept_83702_1;menu_83702_1	complete_83702		target_83702		next_83702	CanAcceptMenu_83702		CompleteMenu_83702					1	1	1	1	1						10416&3760|100089|conditiontext_100089|0|conditiontips_0;10416&3759|100088|conditiontext_100088|14|conditiontips_14;10416&3758|100087|conditiontext_100087|17|conditiontips_17;10416&3756|100085|conditiontext_100085|17|conditiontips_17;10416&3755|100084|conditiontext_100084|13|conditiontips_13;10416&3754|100083|conditiontext_100083|1|conditiontips_1;10416&3753|100082|conditiontext_100082|0|conditiontips_0	repute_jianghu|60418383
83703	ÈûÍâ´óÄ®ÃùÉ³¹È		s850202	5			25	25					3174								title_83703	context_83703	accept_83703_1;menu_83703_1	complete_83703		target_83703		next_83703	CanAcceptMenu_83703		CompleteMenu_83703					1	1	1	1	1							repute_jianghu|60418383
83704	ÈûÍâ´óÄ®ÃùÉ³¹È		s850202	5			25	25					3174			41660					title_83704	context_83704	accept_83704_1;menu_83704_1	complete_83704		target_83704		next_83704	CanAcceptMenu_83704		CompleteMenu_83704					1	1	1	1	1						10416&3760|100089|conditiontext_100089|0|conditiontips_0;10416&3759|100088|conditiontext_100088|14|conditiontips_14;10416&3758|100087|conditiontext_100087|17|conditiontips_17;10416&3756|100085|conditiontext_100085|17|conditiontips_17;10416&3755|100084|conditiontext_100084|13|conditiontips_13;10416&3754|100083|conditiontext_100083|1|conditiontips_1;10416&3753|100082|conditiontext_100082|0|conditiontips_0	repute_jianghu|60418383
83705	ÈûÍâ´óÄ®ÃùÉ³¹È		s850202	5			25	25					3174			41661					title_83705	context_83705	accept_83705_1;menu_83705_1	complete_83705		target_83705		next_83705	CanAcceptMenu_83705		CompleteMenu_83705					1	1	1	1	1							repute_jianghu|60418383
83706	ÈûÍâ´óÄ®ÃùÉ³¹È		s850202	7			25	25					3174								title_83706	context_83706	accept_83706_1;menu_83706_1	complete_83706		target_83706		next_83706	CanAcceptMenu_83706		CompleteMenu_83706					1	1	1	1	1							repute_jianghu|60418383
83707	ÈûÍâ´óÄ®ÃùÉ³¹È		s850202	5			25	25					3174								title_83707	context_83707	accept_83707_1;menu_83707_1	complete_83707		target_83707		next_83707	CanAcceptMenu_83707		CompleteMenu_83707					1	1	1	1	1							repute_jianghu|60418383
83708	ÈûÍâ´óÄ®ÃùÉ³¹È		s850202	5			25	25					3174								title_83708	context_83708	accept_83708_1;menu_83708_1	complete_83708		target_83708		next_83708	CanAcceptMenu_83708		CompleteMenu_83708					1	1	1	1	1						10416&3760|100089|conditiontext_100089|0|conditiontips_0;10416&3759|100088|conditiontext_100088|14|conditiontips_14;10416&3758|100087|conditiontext_100087|17|conditiontips_17;10416&3756|100085|conditiontext_100085|17|conditiontips_17;10416&3755|100084|conditiontext_100084|13|conditiontips_13;10416&3754|100083|conditiontext_100083|1|conditiontips_1;10416&3753|100082|conditiontext_100082|0|conditiontips_0	repute_jianghu|60418383
