STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Plot	Title	Step	SearchID	Line	AcceptNpc	SubmitNpc	SceneID	AcceptSceneID	SubmitSceneID	AutoAcceptID	AutoSubmit	PreTaskLimit	NextTaskLimit	NotShowMenu	Relation	LuckValue	AcceptLimit	SubmitLimit	AcceptDecMoney	SubFunction	TaskItemList	RefreshMonster	TimeLimitLength	SubmitNpcEx	TaskScript	TitleId	ContextId	AcceptDialogId	CompleteDialogId	UnCompleteDialogId	TaskTargetId	TrackInfoID	LineNextInfo	CanAcceptMenu	UncompleteMenu	CompleteMenu	AcceptMovie	SubmitMovie	DramaAccept	DramaSubmit	CanGiveup	ShareType	RepeatType	RepeatPeriod	CountDayLimit	DifficultCoefficient	DifficultLevel	ConditionPrize
5101		溺水被救	【1/4】	s180101	8		WorldNpc08132	25	25	25				5102											SubmitNpcEx_5101		title_5101	context_5101	context_5101;menu_5101|target_5101;task_menu_accept_5101	complete_5101	uncom_5101	target_5101	task_TrackInfo_5101	next_5101	CanAcceptMenu_5101	UncompleteMenu_5101	CompleteMenu_5101	5115				1	0	1	1	1			
5102		边关作乱	【2/4】	s180101	8	WorldNpc08132	WorldNpc08132	25	25	25			5101	5103											submitnpcex_5102		title_5102	context_5102	context_5102;menu_5102|target_5102;task_menu_accept_5102	complete_5102	uncom_5102	target_5102	task_TrackInfo_5102	next_5102	CanAcceptMenu_5102	UncompleteMenu_5102	CompleteMenu_5102					1	0	1	1	1			
5103		晋身之道	【3/4】	s180101	8	WorldNpc08132	bossclone002003	25	25	28			5102	5104								17301			submitnpcex_5103		title_5103	context_5103	context_5103;menu_5103|target_5103;task_menu_accept_5103	complete_5103	uncom_5103	target_5103	task_TrackInfo_5103	next_5103	CanAcceptMenu_5103	UncompleteMenu_5103	CompleteMenu_5103					1	0	1	1	1			
5104		投身军旅	【4/4】	s180101	8	bossclone002003	funnpcclone002071	28	28	28			5103												submitnpcex_5104		title_5104	context_5104	context_5104;menu_5104|target_5104;task_menu_accept_5104	complete_5104	uncom_5104	target_5104	task_TrackInfo_5104	next_5104	CanAcceptMenu_5104	UncompleteMenu_5104	CompleteMenu_5104					1	0	1	1	1			834|100229|complete_5104|0|conditiontips_0;888|100230|ccomplete_5104|14|conditiontips_14;933|100231|complete_5104|17|conditiontips_17;1271|100232|complete_5104|17|conditiontips_17;1272|100233|complete_5104|13|conditiontips_13;1271|100234|complete_5104|1|conditiontips_1;1273|100235|complete_5104|0|conditiontips_0;1274|100236|complete_5104|0|conditiontips_0
5105		野性难驯	【1/4】	s180101	8		WorldNpc07012	26	26	26	5106			5106											SubmitNpcEx_5105		title_5105	context_5105	context_5105;menu_5105|target_5105;task_menu_accept_5105	complete_5105	uncom_5105	target_5105	task_TrackInfo_5105	next_5105	CanAcceptMenu_5105	UncompleteMenu_5105	CompleteMenu_5105		5121			1	0	0					
5106		意外军情	【2/4】	s180101	8		funnpcclone002071	26		28			5105	5107											submitnpcex_5106		title_5106	context_5106	context_5106;menu_5106|target_5106;task_menu_accept_5106	complete_5106	uncom_5106	target_5106	task_TrackInfo_5106	next_5106	CanAcceptMenu_5106	UncompleteMenu_5106	CompleteMenu_5106					1	0	0					
5107		探查敌后	【3/4】	s180101	8	funnpcclone002071	funnpcclone002071	28	28	28			5106	5108											SubmitNpcEx_5107		title_5107	context_5107	context_5107;menu_5107|target_5107;task_menu_accept_5107	complete_5107	uncom_5107	target_5107	task_TrackInfo_5107	next_5107	CanAcceptMenu_5107	UncompleteMenu_5107	CompleteMenu_5107					1	0	0					
5108		禀报千户	【4/4】	s180101	8	funnpcclone002071	bossclone002003	28	28	28			5107												submitnpcex_5108		title_5108	context_5108	context_5108;menu_5108|target_5108;task_menu_accept_5108	complete_5108	uncom_5108	target_5108	task_TrackInfo_5108	next_5108	CanAcceptMenu_5108	UncompleteMenu_5108	CompleteMenu_5108					1	0	0					834|100237|complete_5108|0|conditiontips_0;888|100238|complete_5108|14|conditiontips_14;933|100239|complete_5108|17|conditiontips_17;1271|100240|complete_5108|17|conditiontips_17;1272|100241|complete_5108|13|conditiontips_13;1271|100242|complete_5108|1|conditiontips_1;1273|100243|complete_5108|0|conditiontips_0;1274|100244|complete_5108|0|conditiontips_0
5109		问候千户	【1/3】	s180101	8		bossclone002003	25	28	28				5110											submitnpcex_5109		title_5109	context_5109	context_5109;menu_5109|target_5109;task_menu_accept_5109	complete_5109	uncom_5109	target_5109	task_TrackInfo_5109	next_5109	CanAcceptMenu_5109	UncompleteMenu_5109	CompleteMenu_5109					1	0	0					
