STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	RoundID	AcceptBuffer	Plot	Title	Step	SearchID	Line	AcceptNpc	SubmitNpc	SceneID	AcceptSceneID	SubmitSceneID	AutoAcceptID	AutoSubmit	PreTaskLimit	NextTaskLimit	NotShowMenu	Relation	LuckValue	AcceptLimit	SubmitLimit	AcceptDecMoney	SubFunction	TaskItemList	RefreshMonster	TimeLimitLength	SubmitNpcEx	TaskScript	TitleId	ContextId	AcceptDialogId	CompleteDialogId	UnCompleteDialogId	TaskTargetId	TrackInfoID	LineNextInfo	CanAcceptMenu	UncompleteMenu	CompleteMenu	AcceptMovie	SubmitMovie	DramaAccept	DramaSubmit	CanGiveup	ShareType	RepeatType	RepeatPeriod	CountDayLimit	DifficultCoefficient	DifficultLevel	ConditionPrize	FastCompleteMoney	FastCompletePrize
39601						s1390301	12	thd_018	thd_018		14	14				39602											SubmitNpcEx_39601		title_39601	context_39601	accept_39601_1;menu_39601_1	complete_39601;submit_39601		target_39601		next_39601	CanAcceptMenu_39601		CompleteMenu_39601					1	1	0	0	0					
39602						s1390301	12	thd_018	thd_010		14	14			39601	39603											SubmitNpcEx_39602		title_39602	context_39602	accept_39602_1;menu_39602_1	complete_39602;submit_39602		target_39602		next_39602	CanAcceptMenu_39602		CompleteMenu_39602					1	1	0	0	0					
39603						s1390301	12	thd_010	thd_010		14	14			39602	39604											SubmitNpcEx_39603		title_39603	context_39603	accept_39603_1;menu_39603_1	complete_39603;submit_39603		target_39603		next_39603	CanAcceptMenu_39603		CompleteMenu_39603					1	1	0	1	0					
39604						s1390301	12	thd_010	thd_011		14	14			39603	39605											SubmitNpcEx_39604		title_39604	context_39604	accept_39604_1;menu_39604_1	complete_39604;submit_39604		target_39604		next_39604	CanAcceptMenu_39604		CompleteMenu_39604					1	1	0	0	0					
39605						s1390301	12	thd_011	thd_011		14	14			39604	39606											SubmitNpcEx_39605		title_39605	context_39605	accept_39605_1;menu_39605_1	complete_39605;submit_39605		target_39605		next_39605	CanAcceptMenu_39605		CompleteMenu_39605					1	1	0	1	0					
39606						s1390301	12	thd_011	thd_011		14	14			39605	39607											SubmitNpcEx_39606		title_39606	context_39606	accept_39606_1;menu_39606_1	complete_39606;submit_39606		target_39606		next_39606	CanAcceptMenu_39606		CompleteMenu_39606					1	1	0	0	0					
39607						s1390301	12	thd_011	Transcity02P		14	14			39606	39608											SubmitNpcEx_39607		title_39607	context_39607	accept_39607_1;menu_39607_1	complete_39607;submit_39607		target_39607		next_39607	CanAcceptMenu_39607		CompleteMenu_39607					1	1	0	0	0					
39608						s1390301	12	Transcity02P	Transcity02P		14	14			39607	39609											SubmitNpcEx_39608		title_39608	context_39608	accept_39608_1;menu_39608_1	complete_39608;submit_39608		target_39608		next_39608	CanAcceptMenu_39608		CompleteMenu_39608					1	1	0	0	0					
39609						s1390301	12	Transcity02P	thd_014		14	14			39608	39610											SubmitNpcEx_39609		title_39609	context_39609	accept_39609_1;menu_39609_1	complete_39609;submit_39609		target_39609		next_39609	CanAcceptMenu_39609		CompleteMenu_39609					1	1	0	0	0					
39610						s1390301	12	thd_014	Transcity02P		14	14			39609	39611											SubmitNpcEx_39610		title_39610	context_39610	accept_39610_1;menu_39610_1	complete_39610;submit_39610		target_39610		next_39610	CanAcceptMenu_39610		CompleteMenu_39610					1	1	0	0	0					
39611						s1390301	12	Transcity02P	Transcity02P		14	14			39610	39612											SubmitNpcEx_39611		title_39611	context_39611	accept_39611_1;menu_39611_1	complete_39611;submit_39611		target_39611		next_39611	CanAcceptMenu_39611		CompleteMenu_39611					1	1	0	0	0					
39612						s1390301	12	Transcity02P	thd_036		14	286			39611												SubmitNpcEx_39612		title_39612	context_39612	accept_39612_1;menu_39612_1	complete_39612;submit_39612		target_39612		next_39612	CanAcceptMenu_39612		CompleteMenu_39612					1	1	0	0	0					
39616	7	buf_thdtask_01				s1390101	12	thd_001	thd_005		286	286		1						101992									title_39616	context_39616	accept_39616_1;menu_39616_1	complete_39616;submit_39616		target_39616			CanAcceptMenu_39616		CompleteMenu_39616					1	0	0							
