STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	RoundID	Plot	Title	Step	SearchID	Line	AcceptNpc	SubmitNpc	SceneID	AcceptSceneID	SubmitSceneID	AutoAcceptID	AutoSubmit	PreTaskLimit	NextTaskLimit	NotShowMenu	Relation	LuckValue	AcceptLimit	SubmitLimit	AcceptDecMoney	SubFunction	TaskItemList	RefreshMonster	TimeLimitLength	SubmitNpcEx	TaskScript	TitleId	ContextId	AcceptDialogId	CompleteDialogId	UnCompleteDialogId	TaskTargetId	TrackInfoID	LineNextInfo	CanAcceptMenu	UncompleteMenu	CompleteMenu	AcceptMovie	SubmitMovie	DramaAccept	DramaSubmit	CanGiveup	ShareType	RepeatType	RepeatPeriod	CountDayLimit	DifficultCoefficient	DifficultLevel	ConditionPrize	AcceptBuffer	FastCompleteMoney	FastCompletePrize
30351					s1520101	13	npc_hsp_019	npc_hsp_019		571	571								110003;							SubmitNpcEx_30351		title_30351	context_30351	accept_30351_1;menu_30351_1	complete_30351;submit_30351		target_30351		next_30351	CanAcceptMenu_30351		CompleteMenu_30351					1	0	1	1	1					10000	box_hsp_dailyprize_08
30341					s1520101	13	npc_hsp_016	npc_hsp_016		571	571								110003							SubmitNpcEx_30341		title_30341	context_30341	accept_30341_1;menu_30341_1	complete_30341;submit_30341		target_30341		next_30341	CanAcceptMenu_30341		CompleteMenu_30341					1	0	1	1	1					10000	box_hsp_dailyprize_04
30342					s1520101	13	npc_hsp_020	npc_hsp_020		571	571								110003							SubmitNpcEx_30342		title_30342	context_30342	accept_30342_1;menu_30342_1	complete_30342;submit_30342		target_30342		next_30342	CanAcceptMenu_30342		CompleteMenu_30342					1	0	1	1	1						
30343					s1520101	13	npc_hsp_020	npc_hsp_020		571	571								110003				14750			SubmitNpcEx_30343		title_30343	context_30343	accept_30343_1;menu_30343_1	complete_30343;submit_30343		target_30343		next_30343	CanAcceptMenu_30343		CompleteMenu_30343					1	0	1	1	1					5000	box_hsp_dailyprize_01
30344					s1520101	13	npc_hsp_017	npc_hsp_017		571	571								110003							SubmitNpcEx_30344		title_30344	context_30344	accept_30344_1;menu_30344_1	complete_30344;submit_30344		target_30344		next_30344	CanAcceptMenu_30344		CompleteMenu_30344					1	0	1	1	1						
30345					s1520101	13	Npc_yxy_hs_019	Npc_yxy_hs_019		571	571								110003							SubmitNpcEx_30345		title_30345	context_30345	accept_30345_1;menu_30345_1	complete_30345;submit_30345		target_30345		next_30345	CanAcceptMenu_30345		CompleteMenu_30345					1	0	1	1	1					5000	box_hsp_dailyprize_06
30346					s1520101	13	npc_hsp_005	npc_hsp_005		571	571								110003							SubmitNpcEx_30346		title_30346	context_30346	accept_30346_1;menu_30346_1	complete_30346;submit_30346		target_30346		next_30346	CanAcceptMenu_30346		CompleteMenu_30346					1	0	1	1	1					5000	box_hsp_dailyprize_02
30347					s1520101	13	NPC_hs_dy_09	NPC_hs_dy_09		571	571								110003;							SubmitNpcEx_30347		title_30347	context_30347	accept_30347_1;menu_30347_1	complete_30347;submit_30347		target_30347		next_30347	CanAcceptMenu_30347		CompleteMenu_30347					1	0	1	1	1					10000	box_hsp_dailyprize_07
30350					s1520101	13	Npc_yxy_hs_001	Npc_yxy_hs_001		571	571		1						659;111134;110003;							SubmitNpcEx_30350		title_30350	context_30350	accept_30350_1;menu_30350_1	complete_30350;submit_30350		target_30350		next_30350	CanAcceptMenu_30350		CompleteMenu_30350					1	0	2	1	999						
