STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Plot	Title	Step	SearchID	Line	AcceptNpc	SubmitNpc	SceneID	AcceptSceneID	SubmitSceneID	AutoAcceptID	AutoSubmit	PreTaskLimit	NextTaskLimit	NotShowMenu	Relation	LuckValue	AcceptLimit	SubmitLimit	AcceptDecMoney	SubFunction	TaskItemList	RefreshMonster	TimeLimitLength	SubmitNpcEx	TaskScript	TitleId	ContextId	AcceptDialogId	CompleteDialogId	UnCompleteDialogId	TaskTargetId	TrackInfoID	LineNextInfo	CanAcceptMenu	UncompleteMenu	CompleteMenu	AcceptMovie	SubmitMovie	DramaAccept	DramaSubmit	CanGiveup	ShareType	RepeatType	RepeatPeriod	CountDayLimit	DifficultCoefficient	DifficultLevel	NeedVip
56501				s1270101																																													
56502	62			s1270101	2	gb161			6	6	56503	1		56503				25293									title_56502	context_56502	accept_56502_1;menu_56502_1	complete_56502;submit_56502		target_56502			CanAcceptMenu_56502		CompleteMenu_56502					0	0	0					
56503	62			s1270101	2				6	6	56504	1	56502	56504				1271									title_56503	context_56503				target_56503										0	0	0					
56504	62			s1270101	2				6	6	56505	1	56503	56505				1271									title_56504	context_56504				target_56504										0	0	0					
56505	62			s1270101	2				6	6	56506	1	56504	56506				1271									title_56505	context_56505				target_56505										0	0	0					
56506	62			s1270101	2				6	6	56507	1	56505	56507				1271									title_56506	context_56506				target_56506										0	0	0					
56507	62			s1270101	2				6	6	56508	1	56506	56508				1271									title_56507	context_56507				target_56507										0	0	0					
56508	62			s1270101	2				6	6	56509	1	56507	56509				1271									title_56508	context_56508				target_56508										0	0	0					
56509	62			s1270101	2				6	6	56510	1	56508	56510				1271									title_56509	context_56509				target_56509										0	0	0					
56510	62			s1270101	2		gb161		6	6			56509					1271									title_56510	context_56510		complete_56510;submit_56510		target_56510					CompleteMenu_56510					0	0	0					
56511	64			s1270101	2	gb161			6	6	56512	1		56512				25295									title_56511	context_56511	accept_56511_1;menu_56511_1			target_56511			CanAcceptMenu_56511							0	0	0					
56512	64			s1270101	2				4	4	56513	1	56511	56513				1271									title_56512	context_56512				target_56512										0	0	0					
56513	64			s1270101	2				4	4	56514	1	56512	56514				1271									title_56513	context_56513				target_56513										0							
56514	64			s1270101	2				4	4	56515	1	56513	56515				1271									title_56514	context_56514				target_56514										0	0	0					
56515	64			s1270101	2				4	4	56516	1	56514	56516				1271									title_56515	context_56515				target_56515										0	0	0					
56516	64			s1270101	2				4	4	56517	1	56515	56517				1271									title_56516	context_56516				target_56516							5656			0	0	0					
56517	64			s1270101	2				6	6	56518	1	56516	56518				1271									title_56517	context_56517				target_56517										0	0	0					
56518	64			s1270101	2				219	219	56519	1	56517	56519				1271									title_56518	context_56518				target_56518										0	0	0					
56530	65			s1270101	2	WorldNpc03003			6	6	56531	1		56531				25392;1271									title_56530	context_56530	accept_56530_1;menu_56530_1			target_56530			CanAcceptMenu_56530							0	0	0					
56531	65			s1270101	2				6	6		1	56530	56532				1271									title_56531	context_56531		complete_56531;submit_56531		target_56531					CompleteMenu_56531					0	0	0					
56532	65			s1270101	2	WorldNpc03003	npc_4neidh_gb		6	6			56531	56534				1271				57500			SubmitNpcEx_56532		title_56532	context_56532	accept_56532_1;menu_56532_1	complete_56532;submit_56532		target_56532			CanAcceptMenu_56532		CompleteMenu_56532					0	0	0					
56534	65			s1270101	2	npc_4neidh_gb			6	6	56535	1	56532	56535				1271				57501					title_56534	context_56534	accept_56534_1;menu_56534_1			target_56534			CanAcceptMenu_56534							0	0	0					
56535	65			s1270101	2				6	6	56536	1	56534	56536				1271									title_56535	context_56535				target_56535							5655			0	0	0					
56536	65			s1270101	2		WorldNpc03003		6	6	56537		56535	56537				1271									title_56536	context_56536		complete_56536;submit_56536		target_56536					CompleteMenu_56536					0	0	0					
56537	65			s1270101	2		WorldNpc03003		6	6			56536					1271							SubmitNpcEx_56537		title_56537	context_56537		complete_56537;submit_56537		target_56537					CompleteMenu_56537					0	0	0					
56519	64			s1270101	2		gb161		6	6			56518					1271									title_56519	context_56519		complete_56519;submit_56519		target_56519					CompleteMenu_56519					0	0	0					
56541				s1270101	2				6	6								1271									title_56541	context_56541				target_56541										1	0	1	1	9999			
56542				s1270101	2	WorldNpc03003	WorldNpc03003		6	6				56543				25294									title_56542	context_56542	accept_56542_1;menu_56542_1	complete_56542;submit_56542		target_56542			CanAcceptMenu_56542		CompleteMenu_56542					0	0	0	0	0			
56543				s1270101	2	WorldNpc03003	NPCxszhh_4nei_yuming		6	15			56542	57532				1271									title_56543	context_56543	accept_56543_1;menu_56543_1	complete_56543;submit_56543		target_56543			CanAcceptMenu_56543		CompleteMenu_56543					0	0	0	0	0			
56544				s1270101	2	WorldNpc03003	WorldNpc03003		6	6								1271;106236							SubmitNpcEx_56544		title_56544	context_56544	accept_56544_1;menu_56544_1	complete_56544;submit_56544		target_56544			CanAcceptMenu_56544		CompleteMenu_56544					0	0	0	0	0			
