STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	RoundID	Plot	Title	Step	SearchID	Line	AcceptNpc	SubmitNpc	SceneID	AcceptSceneID	SubmitSceneID	AutoAcceptID	AutoSubmit	PreTaskLimit	NextTaskLimit	NotShowMenu	Relation	LuckValue	AcceptLimit	SubmitLimit	AcceptDecMoney	SubFunction	TaskItemList	RefreshMonster	TimeLimitLength	SubmitNpcEx	TaskScript	TitleId	ContextId	AcceptDialogId	CompleteDialogId	UnCompleteDialogId	TaskTargetId	TrackInfoID	LineNextInfo	CanAcceptMenu	UncompleteMenu	CompleteMenu	AcceptMovie	SubmitMovie	DramaAccept	DramaSubmit	CanGiveup	ShareType	RepeatType	RepeatPeriod	CountDayLimit	DifficultCoefficient	DifficultLevel	ConditionPrize
41501	16				s1400101	12	WorldNpc09964	WorldNpc09964		17	17								103558				10500					title_41501	context_41501	accept_41501_1;menu_41501_1	complete_41501;submit_41501		target_41501		next_41501	CanAcceptMenu_41501		CompleteMenu_41501					1	0	0	0	0			
41503	16				s1400101	12	WorldNpc09928	WorldNpc09928		17	17								103558									title_41503	context_41503	accept_41503_1;menu_41503_1	complete_41503;submit_41503		target_41503		next_41503	CanAcceptMenu_41503		CompleteMenu_41503					1	0	0	0	0			
41504	16				s1400101	12	WorldNpc09964	WorldNpc09964		17	17								103558									title_41504	context_41504	accept_41504_1;menu_41504_1	complete_41504;submit_41504		target_41504		next_41504	CanAcceptMenu_41504		CompleteMenu_41504					1	0	0	0	0			
41505	19				s1400101	12	WorldNpc09969	WorldNpc09969		17	17								103558						5			title_41505	context_41505	accept_41505_1;menu_41505_1	complete_41505;submit_41505		target_41505		next_41505	CanAcceptMenu_41505		CompleteMenu_41505					1	0	0	0	0			
41507	19				s1400101	12	WorldNpc09969	WorldNpc09969		17	17								103558				10505		5			title_41507	context_41507	accept_41507_1;menu_41507_1	complete_41507;submit_41507		target_41507		next_41507	CanAcceptMenu_41507		CompleteMenu_41507					1	0	0	0	0			
41511	18				s1400101	12	WorldNpc09963	WorldNpc09963		17	17								103558									title_41511	context_41511	accept_41511_1;menu_41511_1	complete_41511;submit_41511		target_41511			CanAcceptMenu_41511		CompleteMenu_41511					1	0	0	0	0			
41512					s1400101	12													103558									title_41512	context_41512	accept_41512_1;menu_41512_1	complete_41512;submit_41512		target_41512		next_41512	CanAcceptMenu_41512		CompleteMenu_41512					1	0	0	0	0			
41514	18				s1400101	12	WorldNpc09963	WorldNpc09963		17	17								103558				10820		5			title_41514	context_41514	accept_41514_1;menu_41514_1	complete_41514;submit_41514		target_41514		next_41514	CanAcceptMenu_41514		CompleteMenu_41514					1	0	0	0	0			
41517	18				s1400101	12	WorldNpc09963	WorldNpc09963		17	17								103558									title_41517	context_41517	accept_41517_1;menu_41517_1	complete_41517;submit_41517		target_41517		next_41517	CanAcceptMenu_41517		CompleteMenu_41517					1	0	0	0	0			
