STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	RoundID	AcceptBuffer	Plot	Title	Step	SearchID	Line	AcceptNpc	SubmitNpc	SceneID	AcceptSceneID	SubmitSceneID	AutoAcceptID	AutoSubmit	PreTaskLimit	NextTaskLimit	NotShowMenu	Relation	LuckValue	AcceptLimit	SubmitLimit	AcceptDecMoney	SubFunction	TaskItemList	RefreshMonster	TimeLimitLength	SubmitNpcEx	TaskScript	TitleId	ContextId	AcceptDialogId	CompleteDialogId	UnCompleteDialogId	TaskTargetId	TrackInfoID	LineNextInfo	CanAcceptMenu	UncompleteMenu	CompleteMenu	AcceptMovie	SubmitMovie	DramaAccept	DramaSubmit	CanGiveup	ShareType	RepeatType	RepeatPeriod	CountDayLimit	DifficultCoefficient	DifficultLevel	ConditionPrize	FastCompleteMoney	FastCompletePrize
20001						s1450201	13	newmp_changfeng_018	newmp_changfeng_018		14	14								110134;109593							SubmitNpcEx_20001		title_20001	context_20001	accept_20001_1;menu_20001_1	complete_20001;submit_20001		target_20001		next_20001	CanAcceptMenu_20001		CompleteMenu_20001					0	0	3	1	1				20000	item_prize_cfbj_009
20002						s1450201	13		newschool_changfeng_zy_3											110134;109593							SubmitNpcEx_20002		title_20002	context_20002	accept_20002_1;menu_20002_1	complete_20002;submit_20002		target_20002		next_20002	CanAcceptMenu_20002		CompleteMenu_20002					0	0	1	1	1					
20003						s1450201	13		newschool_changfeng_zy_6											110134;109593							SubmitNpcEx_20003		title_20003	context_20003	accept_20003_1;menu_20003_1	complete_20003;submit_20003		target_20003		next_20003	CanAcceptMenu_20003		CompleteMenu_20003					0	0	1	1	1					
20004						s1450201	13		newschool_changfeng_zy_9											110134;109593							SubmitNpcEx_20004		title_20004	context_20004	accept_20004_1;menu_20004_1	complete_20004;submit_20004		target_20004		next_20004	CanAcceptMenu_20004		CompleteMenu_20004					0	0	1	1	1					
20005						s1450201	13		newschool_changfeng_zy_13											110134;109593							SubmitNpcEx_20005		title_20005	context_20005	accept_20005_1;menu_20005_1	complete_20005;submit_20005		target_20005		next_20005	CanAcceptMenu_20005		CompleteMenu_20005					0	0	1	1	1					
20006						s1450201	12																				SubmitNpcEx_20006		title_20006	context_20006	accept_20006_1;menu_20006_1	complete_20006;submit_20006		target_20006		next_20006	CanAcceptMenu_20006		CompleteMenu_20006					0	0	3	0	0					
20007						s1450201	12																																					0	0	3	0	0					
20008						s1450201	12																																					0	0	3	0	0					
20009						s1450201	12																																					0	0	3	0	0					
20010						s1450201	12																																					0	0	3	0	0					
20011						s1450201	13	newmp_changfeng_009	newmp_changfeng_009		15	15								27414									title_20011	context_20011	accept_20011_1;menu_20011_1	complete_20011;submit_20011		target_20011		next_20011	CanAcceptMenu_20011		CompleteMenu_20011					0	0	3	1	1				20000	item_prize_cfbj_008_c
20013						s1450201	13		lmbj_djzd_jybs_002		13	13															SubmitNpcEx_20013		title_20013	context_20013	accept_20013_1;menu_20013_1	complete_20013;submit_20013		target_20013		next_20013	CanAcceptMenu_20013		CompleteMenu_20013					0	0	3	1	1					
20014						s1450201	13		lmbj_djzd_jybs_002		13	13															SubmitNpcEx_20014		title_20014	context_20014	accept_20014_1;menu_20014_1	complete_20014;submit_20014		target_20014		next_20014	CanAcceptMenu_20014		CompleteMenu_20014					0	0	3	1	1					
20015						s1450201	13		lmbj_djzd_jybs_002		13	13															SubmitNpcEx_20015		title_20015	context_20015	accept_20015_1;menu_20015_1	complete_20015;submit_20015		target_20015		next_20015	CanAcceptMenu_20015		CompleteMenu_20015					0	0	3	1	1					
20016						s1450201	13	newmp_changfeng_003	newmp_changfeng_003		13	13								27437;17545							SubmitNpcEx_20016		title_20016	context_20016	accept_20016_1;menu_20016_1	complete_20016;submit_20016		target_20016		next_20016	CanAcceptMenu_20016		CompleteMenu_20016					1	1	3	1	1					
