STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Title	Step	SearchID	Line	AcceptNpc	SubmitNpc	AcceptSceneID	SubmitSceneID	AutoAcceptID	AutoSubmit	PreTaskLimit	NextTaskLimit	AcceptLimit	SubmitLimit	SubFunction	TaskItemList	RefreshMonster	TimeLimitLength	SubmitNpcEx	TaskScript	TitleId	ContextId	AcceptDialogId	CompleteDialogId	UnCompleteDialogId	TaskTargetId	TrackInfoID	LineNextInfo	CanAcceptMenu	UncompleteMenu	CompleteMenu	AcceptMovie	SubmitMovie	DramaAccept	DramaSubmit	CanGiveup	ShareType	RepeatType	RepeatPeriod	CountDayLimit	DifficultCoefficient	DifficultLevel	ReputationLimit	AcceptArea	AcceptRepLimit	ConditionPrize	AcceptReputationLimit
83250	ƒÓ¬ﬁ∞”ŒÂœ…π»		s820303	5	WorldNpc06270	WorldNpc06270	22	22					3174;3167								title_83250	context_83250	accept_83250_1;menu_83250_1	complete_83250		target_83250		next_83250	CanAcceptMenu_83250		CompleteMenu_83250					1	1	1	1	1				132			repute_jianghu|60418383
83251	ƒÓ¬ﬁ∞”ŒÂœ…π»		s820303	5	WorldNpc06271	WorldNpc06271	22	22					3174;3167								title_83251	context_83251	accept_83251_1;menu_83251_1	complete_83251		target_83251		next_83251	CanAcceptMenu_83251		CompleteMenu_83251					1	1	1	1	1				132			repute_jianghu|60418383
83252	ƒÓ¬ﬁ∞”ŒÂœ…π»		s820303	5	WorldNpc06272	WorldNpc06286	22	22					3174;3167								title_83252	context_83252	accept_83252_1;menu_83252_1	complete_83252		target_83252		next_83252	CanAcceptMenu_83252		CompleteMenu_83252					1	1	1	1	1				132			repute_jianghu|60418383
83253	ƒÓ¬ﬁ∞”ŒÂœ…π»		s820303	5	WorldNpc06273	WorldNpc06273	22	22					3174;3167								title_83253	context_83253	accept_83253_1;menu_83253_1	complete_83253		target_83253		next_83253	CanAcceptMenu_83253		CompleteMenu_83253					1	1	1	1	1				132			repute_jianghu|60418383
83254	ƒÓ¬ﬁ∞”ŒÂœ…π»		s820303	5	WorldNpc06274	WorldNpc06274	22	22					3174;3167								title_83254	context_83254	accept_83254_1;menu_83254_1	complete_83254		target_83254		next_83254	CanAcceptMenu_83254		CompleteMenu_83254					1	1	1	1	1				132			repute_jianghu|60418383
83255	ƒÓ¬ﬁ∞”ŒÂœ…π»		s820303	5	WorldNpc06275	WorldNpc06275	22	22					3174;3167								title_83255	context_83255	accept_83255_1;menu_83255_1	complete_83255		target_83255		next_83255	CanAcceptMenu_83255		CompleteMenu_83255					1	0	1	1	1				132		10416&3724|100053|conditiontext_100053|0|conditiontips_0;10416&3723|100052|conditiontext_100052|14|conditiontips_14;10416&3722|100051|conditiontext_100051|17|conditiontips_17;10416&3721|100050|conditiontext_100050|13|conditiontips_13;10416&3720|100049|conditiontext_100049|17|conditiontips_17;10416&3719|100048|conditiontext_100048|13|conditiontips_13;10416&3718|100047|conditiontext_100047|1|conditiontips_1;10416&3717|100046|conditiontext_100046|0|conditiontips_0	repute_jianghu|60418383
83256	ƒÓ¬ﬁ∞”ŒÂœ…π»		s820303	5	WorldNpc06276	WorldNpc06276	22	22					3174;3167			34804					title_83256	context_83256	accept_83256_1;menu_83256_1	complete_83256		target_83256		next_83256	CanAcceptMenu_83256		CompleteMenu_83256					1	0	1	1	1				132		10416&3724|100053|conditiontext_100053|0|conditiontips_0;10416&3723|100052|conditiontext_100052|14|conditiontips_14;10416&3722|100051|conditiontext_100051|17|conditiontips_17;10416&3721|100050|conditiontext_100050|13|conditiontips_13;10416&3720|100049|conditiontext_100049|17|conditiontips_17;10416&3719|100048|conditiontext_100048|13|conditiontips_13;10416&3718|100047|conditiontext_100047|1|conditiontips_1;10416&3717|100046|conditiontext_100046|0|conditiontips_0	repute_jianghu|60418383
83257	ƒÓ¬ﬁ∞”ŒÂœ…π»		s820303	5	WorldNpc06277	WorldNpc06291	22	22					3174;3167								title_83257	context_83257	accept_83257_1;menu_83257_1	complete_83257		target_83257		next_83257	CanAcceptMenu_83257		CompleteMenu_83257					1	0	1	1	1				132		10416&3724|100053|conditiontext_100053|0|conditiontips_0;10416&3723|100052|conditiontext_100052|14|conditiontips_14;10416&3722|100051|conditiontext_100051|17|conditiontips_17;10416&3721|100050|conditiontext_100050|13|conditiontips_13;10416&3720|100049|conditiontext_100049|17|conditiontips_17;10416&3719|100048|conditiontext_100048|13|conditiontips_13;10416&3718|100047|conditiontext_100047|1|conditiontips_1;10416&3717|100046|conditiontext_100046|0|conditiontips_0	repute_jianghu|60418383
83258	ƒÓ¬ﬁ∞”ŒÂœ…π»		s820303	5	WorldNpc06277	WorldNpc06277	22	22					3174;3167								title_83258	context_83258	accept_83258_1;menu_83258_1	complete_83258		target_83258		next_83258	CanAcceptMenu_83258		CompleteMenu_83258					1	0	1	1	1				132		10416&3724|100053|conditiontext_100053|0|conditiontips_0;10416&3723|100052|conditiontext_100052|14|conditiontips_14;10416&3722|100051|conditiontext_100051|17|conditiontips_17;10416&3721|100050|conditiontext_100050|13|conditiontips_13;10416&3720|100049|conditiontext_100049|17|conditiontips_17;10416&3719|100048|conditiontext_100048|13|conditiontips_13;10416&3718|100047|conditiontext_100047|1|conditiontips_1;10416&3717|100046|conditiontext_100046|0|conditiontips_0	repute_jianghu|60418383
