STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Plot	Title	Step	SearchID	Line	AcceptNpc	SubmitNpc	SceneID	AcceptSceneID	SubmitSceneID	AutoAcceptID	AutoSubmit	PreTaskLimit	NextTaskLimit	NotShowMenu	Relation	LuckValue	AcceptLimit	AcceptReputationLimit	ReputationLimit	SubmitLimit	AcceptDecMoney	SubFunction	TaskItemList	RefreshMonster	TimeLimitLength	SubmitNpcEx	TaskScript	TitleId	ContextId	AcceptDialogId	CompleteDialogId	UnCompleteDialogId	TaskTargetId	TrackInfoID	LineNextInfo	CanAcceptMenu	UncompleteMenu	CompleteMenu	AcceptMovie	SubmitMovie	DramaAccept	DramaSubmit	CanGiveup	ShareType	RepeatType	RepeatPeriod	CountDayLimit	NeedVip	TimeLimitLenghtEx	AcceptArea	AcceptRepLimit	ConditionPrize
80750		ÑÌÓê×¯ÑÎ°ï		s710404	5	WorldNpc00809	WorldNpc00809		3	3								3164;25665	repute_jianghu|32683										title_80750	context_80750	accept_80750_1;menu_80750_1	complete_80750		target_80750		next_80750	CanAcceptMenu_80750		CompleteMenu_80750					1	1	1	1	1			25		10416&3688|100017|conditiontext_100017|0|conditiontips_0;10416&3687|100016|conditiontext_100016|14|conditiontips_14;10416&3686|100015|conditiontext_100015|17|conditiontips_17;10416&3684|100013|conditiontext_100013|17|conditiontips_17;10416&3683|100012|conditiontext_100012|13|conditiontips_13;10416&3682|100011|conditiontext_100011|1|conditiontips_1;10416&3681|100010|conditiontext_100010|0|conditiontips_0
80751		ÑÌÓê×¯ÑÎ°ï		s710404	7		WorldNpc00578		3	3								3164;10416;3681;25665	repute_jianghu|32683										title_80751	context_80751	accept_80751_1;menu_80751_1	complete_80751		target_80751		next_80751	CanAcceptMenu_80751		CompleteMenu_80751					1	1	1	1	1			25		
80752		ÑÌÓê×¯ÑÎ°ï		s710404	5	WorldNpc00578	WorldNpc00578		3	3								3165;25665	repute_jianghu|128783										title_80752	context_80752	accept_80752_1;menu_80752_1	complete_80752		target_80752		next_80752	CanAcceptMenu_80752		CompleteMenu_80752					1	1	1	1	1			25		
80753		ÑÌÓê×¯ÑÎ°ï		s710404	5	WorldNpc00580	WorldNpc00580		3	3								3165;25665	repute_jianghu|128783										title_80753	context_80753	accept_80753_1;menu_80753_1	complete_80753		target_80753		next_80753	CanAcceptMenu_80753		CompleteMenu_80753					1	1	1	1	1			25		10416&3688|100017|conditiontext_100017|0|conditiontips_0;10416&3687|100016|conditiontext_100016|14|conditiontips_14;10416&3686|100015|conditiontext_100015|17|conditiontips_17;10416&3684|100013|conditiontext_100013|17|conditiontips_17;10416&3683|100012|conditiontext_100012|13|conditiontips_13;10416&3682|100011|conditiontext_100011|1|conditiontips_1;10416&3681|100010|conditiontext_100010|0|conditiontips_0
80754		ÑÌÓê×¯ÑÎ°ï		s710404	5	WorldNpc00581	WorldNpc00581		3	3								3165;25665	repute_jianghu|128783										title_80754	context_80754	accept_80754_1;menu_80754_1	complete_80754		target_80754		next_80754	CanAcceptMenu_80754		CompleteMenu_80754					1	1	1	1	1			25		
80755		ÑÌÓê×¯ÑÎ°ï		s710404	7	WorldNpc00579	WorldNpc00579		3	3								3174;3165;10416;3683;25665	repute_jianghu|60418383										title_80755	context_80755	accept_80755_1;menu_80755_1	complete_80755		target_80755		next_80755	CanAcceptMenu_80755		CompleteMenu_80755					1	1	1	1	1			25		
80756		ÑÌÓê×¯ÑÎ°ï		s710404	5				3	3								3162;25665	repute_jianghu|5483										title_80756	context_80756	accept_80756_1;menu_80756_1	complete_80756		target_80756		next_80756	CanAcceptMenu_80756		CompleteMenu_80756					1	1	1	1	1			25		
80757		ÑÌÓê×¯ÑÎ°ï		s710404	5	WorldNpc00706	WorldNpc00706		3	3								3162;25665	repute_jianghu|5483					17780					title_80757	context_80757	accept_80757_1;menu_80757_1	complete_80757		target_80757		next_80757	CanAcceptMenu_80757		CompleteMenu_80757					1	1	1	1	1			25		10416&3688|100017|conditiontext_100017|0|conditiontips_0;10416&3687|100016|conditiontext_100016|14|conditiontips_14;10416&3686|100015|conditiontext_100015|17|conditiontips_17;10416&3684|100013|conditiontext_100013|17|conditiontips_17;10416&3683|100012|conditiontext_100012|13|conditiontips_13;10416&3682|100011|conditiontext_100011|1|conditiontips_1;10416&3681|100010|conditiontext_100010|0|conditiontips_0
80758		ÑÌÓê×¯ÑÎ°ï		s710404	5	WorldNpc00708	WorldNpc00708		3	3								3164;25665	repute_jianghu|32683										title_80758	context_80758	accept_80758_1;menu_80758_1	complete_80758		target_80758		next_80758	CanAcceptMenu_80758		CompleteMenu_80758					1	1	1	1	1			25		
