STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Title	Step	SearchID	Line	AcceptNpc	SubmitNpc	AcceptSceneID	SubmitSceneID	AutoAcceptID	AutoSubmit	PreTaskLimit	NextTaskLimit	AcceptLimit	SubmitLimit	SubFunction	TaskItemList	RefreshMonster	TimeLimitLength	SubmitNpcEx	TaskScript	TitleId	ContextId	AcceptDialogId	CompleteDialogId	UnCompleteDialogId	TaskTargetId	TrackInfoID	LineNextInfo	CanAcceptMenu	UncompleteMenu	CompleteMenu	AcceptMovie	SubmitMovie	DramaAccept	DramaSubmit	CanGiveup	ShareType	RepeatType	RepeatPeriod	CountDayLimit	DifficultCoefficient	DifficultLevel	ReputationLimit	AcceptArea	AcceptRepLimit	ConditionPrize	AcceptReputationLimit
83800	ÈûÍâ´óÄ®Â¥À¼ÒÅÖ·		s850404	5			25	25					3174								title_83800	context_83800	accept_83800_1;menu_83800_1	complete_83800		target_83800		next_83800	CanAcceptMenu_83800		CompleteMenu_83800					1	1	1	1	1						10416&3769|100098|conditiontext_100098|0|conditiontips_0;10416&3768|100097|conditiontext_100097|14|conditiontips_14;10416&3767|100096|conditiontext_100096|17|conditiontips_17;10416&3765|100094|conditiontext_100094|17|conditiontips_17;10416&3764|100093|conditiontext_100093|13|conditiontips_13;10416&3763|100092|conditiontext_100092|1|conditiontips_1;10416&3762|100091|conditiontext_100091|0|conditiontips_0	repute_jianghu|60418383
83801	ÈûÍâ´óÄ®Â¥À¼ÒÅÖ·		s850404	7			25	25					3174								title_83801	context_83801	accept_83801_1;menu_83801_1	complete_83801		target_83801		next_83801	CanAcceptMenu_83801		CompleteMenu_83801					1	1	1	1	1							repute_jianghu|60418383
83802	ÈûÍâ´óÄ®Â¥À¼ÒÅÖ·		s850404	7			25	25					3174								title_83802	context_83802	accept_83802_1;menu_83802_1	complete_83802		target_83802		next_83802	CanAcceptMenu_83802		CompleteMenu_83802					1	1	1	1	1							repute_jianghu|60418383
83803	ÈûÍâ´óÄ®Â¥À¼ÒÅÖ·		s850404	5			25	25					3174								title_83803	context_83803	accept_83803_1;menu_83803_1	complete_83803		target_83803		next_83803	CanAcceptMenu_83803		CompleteMenu_83803					1	1	1	1	1							repute_jianghu|60418383
83804	ÈûÍâ´óÄ®Â¥À¼ÒÅÖ·		s850404	5			25	25					3174								title_83804	context_83804	accept_83804_1;menu_83804_1	complete_83804		target_83804		next_83804	CanAcceptMenu_83804		CompleteMenu_83804					1	1	1	1	1						10416&3769|100098|conditiontext_100098|0|conditiontips_0;10416&3768|100097|conditiontext_100097|14|conditiontips_14;10416&3767|100096|conditiontext_100096|17|conditiontips_17;10416&3765|100094|conditiontext_100094|17|conditiontips_17;10416&3764|100093|conditiontext_100093|13|conditiontips_13;10416&3763|100092|conditiontext_100092|1|conditiontips_1;10416&3762|100091|conditiontext_100091|0|conditiontips_0	repute_jianghu|60418383
83805	ÈûÍâ´óÄ®Â¥À¼ÒÅÖ·		s850404	5			25	25					3174								title_83805	context_83805	accept_83805_1;menu_83805_1	complete_83805		target_83805		next_83805	CanAcceptMenu_83805		CompleteMenu_83805					1	1	1	1	1							repute_jianghu|60418383
83806	ÈûÍâ´óÄ®Â¥À¼ÒÅÖ·		s850404	5			25	25					3174								title_83806	context_83806	accept_83806_1;menu_83806_1	complete_83806		target_83806		next_83806	CanAcceptMenu_83806		CompleteMenu_83806					1	1	1	1	1						10416&3769|100098|conditiontext_100098|0|conditiontips_0;10416&3768|100097|conditiontext_100097|14|conditiontips_14;10416&3767|100096|conditiontext_100096|17|conditiontips_17;10416&3765|100094|conditiontext_100094|17|conditiontips_17;10416&3764|100093|conditiontext_100093|13|conditiontips_13;10416&3763|100092|conditiontext_100092|1|conditiontips_1;10416&3762|100091|conditiontext_100091|0|conditiontips_0	repute_jianghu|60418383
83807	ÈûÍâ´óÄ®Â¥À¼ÒÅÖ·		s850404	5			25	25					3174								title_83807	context_83807	accept_83807_1;menu_83807_1	complete_83807		target_83807		next_83807	CanAcceptMenu_83807		CompleteMenu_83807					1	1	1	1	1							repute_jianghu|60418383
83808	ÈûÍâ´óÄ®Â¥À¼ÒÅÖ·		s850404	5			25	25					3174								title_83808	context_83808	accept_83808_1;menu_83808_1	complete_83808		target_83808		next_83808	CanAcceptMenu_83808		CompleteMenu_83808					1	1	1	1	1						10416&3769|100098|conditiontext_100098|0|conditiontips_0;10416&3768|100097|conditiontext_100097|14|conditiontips_14;10416&3767|100096|conditiontext_100096|17|conditiontips_17;10416&3765|100094|conditiontext_100094|17|conditiontips_17;10416&3764|100093|conditiontext_100093|13|conditiontips_13;10416&3763|100092|conditiontext_100092|1|conditiontips_1;10416&3762|100091|conditiontext_100091|0|conditiontips_0	repute_jianghu|60418383
83809	ÈûÍâ´óÄ®Â¥À¼ÒÅÖ·		s850404	7			25	25					3174								title_83809	context_83809	accept_83809_1;menu_83809_1	complete_83809		target_83809		next_83809	CanAcceptMenu_83809		CompleteMenu_83809					1	1	1	1	1							repute_jianghu|60418383
