STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	RoundID	Plot	Title	Step	SearchID	Line	AcceptNpc	SubmitNpc	SceneID	AcceptSceneID	SubmitSceneID	AutoAcceptID	AutoSubmit	PreTaskLimit	NextTaskLimit	NotShowMenu	Relation	LuckValue	AcceptLimit	SubmitLimit	AcceptDecMoney	SubFunction	TaskItemList	RefreshMonster	TimeLimitLength	SubmitNpcEx	TaskScript	TitleId	ContextId	AcceptDialogId	CompleteDialogId	UnCompleteDialogId	TaskTargetId	TrackInfoID	LineNextInfo	CanAcceptMenu	UncompleteMenu	CompleteMenu	AcceptMovie	SubmitMovie	DramaAccept	DramaSubmit	CanGiveup	ShareType	RepeatType	RepeatPeriod	CountDayLimit	DifficultCoefficient	DifficultLevel	ConditionPrize	AcceptBuffer	FastCompleteMoney	FastCompletePrize
20801					s1470501	13	npc_xdm_mxm			14		20802	1		20802				109298;109545;109803;27298							SubmitNpcEx_20801		title_20801	context_20801	accept_20801_1;menu_20801_1			target_20801		next_20801	CanAcceptMenu_20801							1	0	0								
20802					s1470501	13	npc_xdm_mxm			14		20803	1	20801	20803				109298;109545;109803;27298							SubmitNpcEx_20802		title_20802	context_20802	accept_20802_1;menu_20802_1			target_20802		next_20802								1	0	0								
20803					s1470501	13	npc_xdm_mxm			14		20804	1	20802	20804				109298;109545;109803;27298							SubmitNpcEx_20803		title_20803	context_20803	accept_20803_1;menu_20803_1			target_20803		next_20803								1	0	0								
20804					s1470501	13	npc_xdm_mxm			14		20805	1	20803	20805				109298;109545;109803;27298							SubmitNpcEx_20804		title_20804	context_20804	accept_20804_1;menu_20804_1			target_20804		next_20804								1	0	0								
20805					s1470501	13	npc_xdm_mxm			14	15	20806	1	20804	20806				109298;109545;109803;27298									title_20805	context_20805	accept_20805_1;menu_20805_1			target_20805		next_20805								1	0	0								
20806					s1470501	13	npc_xdm_mxm			14	13	20807	1	20805	20807				109298;109545;109803;27298									title_20806	context_20806	accept_20806_1;menu_20806_1			target_20806		next_20806								1	0	0								
20807					s1470501	13	npc_xdm_mxm			14		20808	1	20806	20808				109298;109545;109803;27298									title_20807	context_20807	accept_20807_1;menu_20807_1			target_20807										1	0	0								
20808					s1470501	13	npc_xdm_mxm			14		20809	1	20807	20809				109298;109545;109803;27298				2511;2512					title_20808	context_20808	accept_20808_1;menu_20808_1			target_20808										1	0	0								
20809					s1470501	13	npc_xdm_mxm			14		20810	1	20808	20810				109298;109545;109803;27298									title_20809	context_20809	accept_20809_1;menu_20809_1			target_20809							6655			1	0	0								
20810					s1470501	13	npc_xdm_mxm			14		20811	1	20809	20811				109298;109545;109803;27298							SubmitNpcEx_20810		title_20810	context_20810	accept_20810_1;menu_20810_1			target_20810		next_20810								1	0	0								
20811					s1470501	13	npc_xdm_mxm			14		20812	1	20810	20812				109298;109545;109803;27298							SubmitNpcEx_20811		title_20811	context_20811	accept_20811_1;menu_20811_1			target_20811		next_20811								1	0	0								
20812					s1470501	13	npc_xdm_mxm			14		20815	1	20811	20815				109298;109545;109803;27298									title_20812	context_20812	accept_20812_1;menu_20812_1			target_20812		next_20812								1	0	0								
20813					s1470501	13	worldnpc04101 			5		20814	1		20814				17052;109490;109803;27297;114342									title_20813	context_20813	accept_20813_1;menu_20813_1			target_20813		next_20813								0	0	0								
20814					s1470501	13	worldnpc04101 	npc_xdm_143		5	5	20819		20813	20819				17052;109490;109803;27297							SubmitNpcEx_20814		title_20814	context_20814	accept_20814_1;menu_20814_1	complete_20814;submit_20814		target_20814		next_20814			CompleteMenu_20814					1	0	0								
20815					s1470501	13	npc_xdm_mxm	npc_xdm_143		14	5	20819		20812	20819				109298;109545;109803;27298							SubmitNpcEx_20815		title_20815	context_20815	accept_20815_1;menu_20815_1	complete_20815;submit_20815		target_20815		next_20815			CompleteMenu_20815					1	0	0								
20816					s1470501	13	npc_xdm_ww06						1															title_20816	context_20816	accept_20816_1;menu_20816_1			target_20816			CanAcceptMenu_20816		CompleteMenu_20816					1	0	0								
20817					s1470501	13	npc_xdm_ww09	npc_xdm_ww09		552	552								109547							SubmitNpcEx_20817		title_20817	context_20817	accept_20817_1;menu_20817_1	complete_20817;submit_20817		target_20817			CanAcceptMenu_20817		CompleteMenu_20817					1	0	1	1	1						
20820					s1470501	13	npc_xdm_cc_027	npc_xdm_cc_027		2	2	20819			20819				109595;17048							SubmitNpcEx_20820		title_20820	context_20820	accept_20820_1;menu_20820_1	complete_20820;submit_20820		target_20820			CanAcceptMenu_20820		CompleteMenu_20820					1	0	0								
20819					s1470501	13		npc_xdm_031			552															SubmitNpcEx_20819		title_20819	context_20819		complete_20819;submit_20819		target_20819					CompleteMenu_20819					1	0	0								
20831					s1470401	13	npc_xdm_031	npc_xdm_031		552	552	20832			20832				109547							SubmitNpcEx_20831		title_20831	context_20831	accept_20831_1;menu_20831_1	complete_20831;submit_20831		target_20831		next_20831	CanAcceptMenu_20831		CompleteMenu_20831					0	0	0								
20832					s1470401	13				552	552	20833	1	20831	20833											SubmitNpcEx_20832		title_20832	context_20832				target_20832		next_20832								0	0	0								
20833					s1470401	13				552	552	20834	1	20832	20834											SubmitNpcEx_20833		title_20833	context_20833		complete_20833;submit_20833		target_20833		next_20833			CompleteMenu_20833					0	0	0								
20834					s1470401	13				552	552	20835	1	20833	20835											SubmitNpcEx_20834		title_20834	context_20834				target_20834		next_20834								0	0	0								
20835					s1470401	13	NPC_xdm_dy_ars	npc_xdm_031		552	552			20834	20836											SubmitNpcEx_20835		title_20835	context_20835	accept_20835_1;menu_20835_1	complete_20835;submit_20835		target_20835		next_20835	CanAcceptMenu_20835		CompleteMenu_20835					0	0	0								
20836					s1470401	13	npc_xdm_031	NPC_xdm_dy_slr		552	552	20837		20835	20837											SubmitNpcEx_20836		title_20836	context_20836	accept_20836_1;menu_20836_1	complete_20836;submit_20836		target_20836		next_20836	CanAcceptMenu_20836		CompleteMenu_20836					0	0	0								
20837					s1470401	13				552	552		1	20836	20838											SubmitNpcEx_20837		title_20837	context_20837				target_20837		next_20837								0	0	0								
20838					s1470401	13	NPC_xdm_dy_slr	npc_xdm_031		552	552	20851		20837	20851											SubmitNpcEx_20838		title_20838	context_20838	accept_20838_1;menu_20838_1	complete_20838;submit_20838		target_20838		next_20838	CanAcceptMenu_20838		CompleteMenu_20838					0	0	0								
20839					s1470401	13	npc_xdm_031	npc_xdm_031		552	552	20840	1	20854	20840											SubmitNpcEx_20839		title_20839	context_20839	accept_20839_1;menu_20839_1	complete_20839;submit_20839		target_20839		next_20839	CanAcceptMenu_20839		CompleteMenu_20839					0	0	0								
20840					s1470401	13	npc_xdm_030			552	552	20841	1	20839	20841											SubmitNpcEx_20840		title_20840	context_20840	accept_20840_1;menu_20840_1	complete_20840;submit_20840		target_20840		next_20840	CanAcceptMenu_20840		CompleteMenu_20840					0	0	0								
20841					s1470401	13				552	552	20842	1	20840	20842											SubmitNpcEx_20841		title_20841	context_20841				target_20841		next_20841								0	0	0								
20842					s1470401	13				552	552	20843	1	20841	20843											SubmitNpcEx_20842		title_20842	context_20842				target_20842		next_20842								0	0	0								
