STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	RoundID	Plot	Title	Step	SearchID	Line	AcceptNpc	SubmitNpc	SceneID	AcceptSceneID	SubmitSceneID	AutoAcceptID	AutoSubmit	PreTaskLimit	NextTaskLimit	NotShowMenu	Relation	LuckValue	AcceptLimit	SubmitLimit	AcceptDecMoney	SubFunction	TaskItemList	RefreshMonster	TimeLimitLength	SubmitNpcEx	TaskScript	TitleId	ContextId	AcceptDialogId	CompleteDialogId	UnCompleteDialogId	TaskTargetId	TrackInfoID	LineNextInfo	CanAcceptMenu	UncompleteMenu	CompleteMenu	AcceptMovie	SubmitMovie	DramaAccept	DramaSubmit	CanGiveup	ShareType	RepeatType	RepeatPeriod	CountDayLimit	DifficultCoefficient	DifficultLevel	NeedVip	NotReputeDouble	FastCompleteMoney	FastCompletePrize
49201	12				s1350101	12	wssz_038	wssz_038		6	6								101994									title_49201	context_49201	accept_49201_1;menu_49201_1	complete_49201;submit_49201		target_49201			CanAcceptMenu_49201		CompleteMenu_49201					0	0	0								
49202	12				s1350101	12	wssz_038	wssz_038		6	6								101994									title_49202	context_49202	accept_49202_1;menu_49202_1	complete_49202;submit_49202		target_49202			CanAcceptMenu_49202		CompleteMenu_49202					0	0	0								
49203	12				s1350101	12	wssz_038	wssz_038		6	6								101994									title_49203	context_49203	accept_49203_1;menu_49203_1	complete_49203;submit_49203		target_49203			CanAcceptMenu_49203		CompleteMenu_49203					0	0	0								
49204	11				s1350101	12	wssz_038	wssz_038		6	6								101994									title_49204	context_49204	accept_49204_1;menu_49204_1	complete_49204;submit_49204		target_49204			CanAcceptMenu_49204		CompleteMenu_49204					0	0	0								
49205	11				s1350101	12	wssz_038	wssz_038		6	6								101994									title_49205	context_49205	accept_49205_1;menu_49205_1	complete_49205;submit_49205		target_49205			CanAcceptMenu_49205		CompleteMenu_49205					0	0	0								
49206	11				s1350101	12	wssz_038	wssz_038		6	6								101994									title_49206	context_49206	accept_49206_1;menu_49206_1	complete_49206;submit_49206		target_49206			CanAcceptMenu_49206		CompleteMenu_49206					0	0	0								
49207	10				s1350101	12	wssz_038	wssz_038		6	6								101994									title_49207	context_49207	accept_49207_1;menu_49207_1	complete_49207;submit_49207		target_49207			CanAcceptMenu_49207		CompleteMenu_49207					0	0	0								
49208	10				s1350101	12	wssz_038	wssz_038		6	6								101994									title_49208	context_49208	accept_49208_1;menu_49208_1	complete_49208;submit_49208		target_49208			CanAcceptMenu_49208		CompleteMenu_49208					0	0	0								
49209	10				s1350101	12	wssz_038	wssz_038		6	6								101994									title_49209	context_49209	accept_49209_1;menu_49209_1	complete_49209;submit_49209		target_49209			CanAcceptMenu_49209		CompleteMenu_49209					0	0	0								
49210	13				s1350101	12	wssz_038	wssz_038		6	6								101994									title_49210	context_49210	accept_49210_1;menu_49210_1	complete_49210;submit_49210		target_49210			CanAcceptMenu_49210		CompleteMenu_49210					0	0	0								
