STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Plot	Title	Step	SearchID	Line	AcceptNpc	SubmitNpc	SceneID	AcceptSceneID	SubmitSceneID	AutoAcceptID	AutoSubmit	PreTaskLimit	NextTaskLimit	NotShowMenu	Relation	LuckValue	AcceptLimit	SubmitLimit	AcceptDecMoney	SubFunction	TaskItemList	RefreshMonster	TimeLimitLength	SubmitNpcEx	TaskScript	TitleId	ContextId	AcceptDialogId	CompleteDialogId	UnCompleteDialogId	TaskTargetId	TrackInfoID	LineNextInfo	CanAcceptMenu	UncompleteMenu	CompleteMenu	AcceptMovie	SubmitMovie	DramaAccept	DramaSubmit	CanGiveup	ShareType	RepeatType	RepeatPeriod	CountDayLimit	DifficultCoefficient	DifficultLevel	NeedVip
18601	39	惩奸除恶		s670101	8	WorldNpc04575	WorldNpc04581		11	11		1		18603				10596									title_18601	context_18601	context_18601;menu_18601|target_18601;task_menu_accept_18601	complete_18601	uncom_18601	target_18601	task_TrackInfo_18601	next_18601	CanAcceptMenu_18601		CompleteMenu_18601					1	0	0					1
18603	39	走失孩童		s670101	8	WorldNpc04581	WorldNpc04581		11	11			18601	18604				10596									title_18603	context_18603	context_18603;menu_18603|target_18603;task_menu_accept_18603	complete_18603	uncom_18603	target_18603	task_TrackInfo_18603	next_18603	CanAcceptMenu_18603		CompleteMenu_18603					1	0	0					1
18604	39	侠道热肠		s670101	8	WorldNpc04581	WorldNpc04582		11	11			18603	18605				10596									title_18604	context_18604	context_18604;menu_18604|target_18604;task_menu_accept_18604	complete_18604	uncom_18604	target_18604	task_TrackInfo_18604	next_18604	CanAcceptMenu_18604		CompleteMenu_18604					1	0	0					1
18605	39	热心相助		s670101	8	WorldNpc04582	WorldNpc04582		11	11			18604	18606				10596									title_18605	context_18605	context_18605;menu_18605|target_18605;task_menu_accept_18605	complete_18605	uncom_18605	target_18605	task_TrackInfo_18605	next_18605	CanAcceptMenu_18605		CompleteMenu_18605					1	0	0					1
18606	39	助人为乐		s670101	8	WorldNpc04582	WorldNpc04851		11	11			18605	18607				10596				28000					title_18606	context_18606	context_18606;menu_18606|target_18606;task_menu_accept_18606	complete_18606	uncom_18606	target_18606	task_TrackInfo_18606	next_18606	CanAcceptMenu_18606		CompleteMenu_18606					1	0	0					1
18607	39	行侠仗义		s670101	8	WorldNpc04851	WorldNpc04851		11	11			18606	18608				10596									title_18607	context_18607	context_18607;menu_18607|target_18607;task_menu_accept_18607	complete_18607	uncom_18607	target_18607	task_TrackInfo_18607	next_18607	CanAcceptMenu_18607		CompleteMenu_18607					1	0	0					1
18608	39	寻觅踪迹		s670101	8	WorldNpc04851	WorldNpc04851		11	11			18607	18609				10596									title_18608	context_18608	context_18608;menu_18608|target_18608;task_menu_accept_18608	complete_18608	uncom_18608	target_18608	task_TrackInfo_18608	next_18608	CanAcceptMenu_18608		CompleteMenu_18608					1	0	0					1
18609	39	千钧一发		s670101	8	WorldNpc04851	WorldNpc04583		11	11			18608	18611				10596				28001					title_18609	context_18609	context_18609;menu_18609|target_18609;task_menu_accept_18609	complete_18609	uncom_18609	target_18609	task_TrackInfo_18609	next_18609	CanAcceptMenu_18609		CompleteMenu_18609					1	0	0					1
18611	39	黑衣人		s670101	8	WorldNpc04583	WorldNpc04584		11	11		1	18609	18612				10596									title_18611	context_18611	context_18611;menu_18611|target_18611;task_menu_accept_18611	complete_18611	uncom_18611	target_18611	task_TrackInfo_18611	next_18611	CanAcceptMenu_18611		CompleteMenu_18611					1	0	0					1
18612	39	难解真象		s670101	8	WorldNpc04583	WorldNpc04401		11	11			18611					10596				28002					title_18612	context_18612	context_18612;menu_18612|target_18612;task_menu_accept_18612	complete_18612	uncom_18612	target_18612	task_TrackInfo_18612	next_18612	CanAcceptMenu_18612		CompleteMenu_18612					1	0	0					1
18613	40	借酒浇愁		s670101	8	WorldNpc04585	WorldNpc04585		11	11		1		18614				10596									title_18613	context_18613	context_18613;menu_18613|target_18613;task_menu_accept_18613	complete_18613	uncom_18613	target_18613	task_TrackInfo_18613	next_18613	CanAcceptMenu_18613		CompleteMenu_18613					1	0	0					1
18614	40	受人之托		s670101	8	WorldNpc04585	WorldNpc04586		11	11			18613	18615				10596									title_18614	context_18614	context_18614;menu_18614|target_18614;task_menu_accept_18614	complete_18614	uncom_18614	target_18614	task_TrackInfo_18614	next_18614	CanAcceptMenu_18614		CompleteMenu_18614					1	0	0					1
18615	40	助人为乐		s670101	8	WorldNpc04586	WorldNpc04573		11	11			18614	18616				10596									title_18615	context_18615	context_18615;menu_18615|target_18615;task_menu_accept_18615	complete_18615	uncom_18615	target_18615	task_TrackInfo_18615	next_18615	CanAcceptMenu_18615		CompleteMenu_18615					1	0	0					1
18616	40	就诊		s670101	8	WorldNpc04573	WorldNpc04573		11	11			18615	18618				10596									title_18616	context_18616	context_18616;menu_18616|target_18616;task_menu_accept_18616	complete_18616	uncom_18616	target_18616	task_TrackInfo_18616	next_18616	CanAcceptMenu_18616		CompleteMenu_18616					1	0	0					1
18618	40	线索		s670101	8	WorldNpc04573	WorldNpc04573		11	11		1	18616	18619				10596									title_18618	context_18618	context_18618;menu_18618|target_18618;task_menu_accept_18618	complete_18618	uncom_18618	target_18618	task_TrackInfo_18618	next_18618	CanAcceptMenu_18618		CompleteMenu_18618					1	0	0					1
