STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Plot	Title	Step	SearchID	Line	AcceptNpc	SubmitNpc	SceneID	AcceptSceneID	SubmitSceneID	AutoAcceptID	AutoSubmit	PreTaskLimit	NextTaskLimit	NotShowMenu	Relation	LuckValue	AcceptLimit	SubmitLimit	AcceptDecMoney	SubFunction	TaskItemList	RefreshMonster	TimeLimitLength	SubmitNpcEx	TaskScript	TitleId	ContextId	AcceptDialogId	CompleteDialogId	UnCompleteDialogId	TaskTargetId	TrackInfoID	LineNextInfo	CanAcceptMenu	UncompleteMenu	CompleteMenu	AcceptMovie	SubmitMovie	DramaAccept	DramaSubmit	CanGiveup	ShareType	RepeatType	RepeatPeriod	CountDayLimit	DifficultCoefficient	DifficultLevel	NeedVip
18801	44	通知比试		s680101	8	WorldNpc00224	WorldNpc00212		12	12				18802		9		10596									title_18801	context_18801	context_18801;menu_18801|target_18801;task_menu_accept_18801	complete_18801	uncom_18801	target_18801	task_TrackInfo_18801	next_18801	CanAcceptMenu_18801		CompleteMenu_18801					1	0						1
18802	44	全寺比试		s680101	8	WorldNpc00212	WorldNpc00212		12	12			18801	18803		10		10596				26001;26002;26003;26004;26005					title_18802	context_18802	context_18802;menu_18802|target_18802;task_menu_accept_18802	complete_18802	uncom_18802	target_18802	task_TrackInfo_18802	next_18802	CanAcceptMenu_18802		CompleteMenu_18802					1	0						1
18803	44	后院参与		s680101	8	WorldNpc00212	WorldNpc00224		12	12			18802	18804		9		10596									title_18803	context_18803	context_18803;menu_18803|target_18803;task_menu_accept_18803	complete_18803	uncom_18803	target_18803	task_TrackInfo_18803	next_18803	CanAcceptMenu_18803		CompleteMenu_18803					1	0						1
18804	44	帮忙制作		s680101	8	WorldNpc00224	WorldNpc00285		12	12			18803	18805		9		10596									title_18804	context_18804	context_18804;menu_18804|target_18804;task_menu_accept_18804	complete_18804	uncom_18804	target_18804	task_TrackInfo_18804	next_18804	CanAcceptMenu_18804		CompleteMenu_18804					1	0						1
18805	44	采集食材		s680101	8	WorldNpc00285	WorldNpc00285		12	12			18804	18806		11		10596									title_18805	context_18805	context_18805;menu_18805|target_18805;task_menu_accept_18805	complete_18805	uncom_18805	target_18805	task_TrackInfo_18805	next_18805	CanAcceptMenu_18805		CompleteMenu_18805					1	0						1
18806	44	揉制面团		s680101	8	WorldNpc00285	WorldNpc00285		12	12			18805	18807		9		10596				26006;26007					title_18806	context_18806	context_18806;menu_18806|target_18806;task_menu_accept_18806	complete_18806	uncom_18806	target_18806	task_TrackInfo_18806	next_18806	CanAcceptMenu_18806		CompleteMenu_18806					1	0						1
18807	44	包制酥饼		s680101	8	WorldNpc00285	WorldNpc00285		12	12			18806	18808		9		10596				26008;26009					title_18807	context_18807	context_18807;menu_18807|target_18807;task_menu_accept_18807	complete_18807	uncom_18807	target_18807	task_TrackInfo_18807	next_18807	CanAcceptMenu_18807		CompleteMenu_18807					1	0						1
18808	44	河边取水		s680101	8	WorldNpc00285	WorldNpc00285		12	12			18807	18809		10		10596				26010;26033					title_18808	context_18808	context_18808;menu_18808|target_18808;task_menu_accept_18808	complete_18808	uncom_18808	target_18808	task_TrackInfo_18808	next_18808	CanAcceptMenu_18808		CompleteMenu_18808					1	0						1
18809	44	品尝酥饼		s680101	8	WorldNpc00285	WorldNpc00212		12	12			18808	18810		10		10596				26030					title_18809	context_18809	context_18809;menu_18809|target_18809;task_menu_accept_18809	complete_18809	uncom_18809	target_18809	task_TrackInfo_18809	next_18809	CanAcceptMenu_18809		CompleteMenu_18809					1	0						1
