STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Plot	Title	Step	SearchID	Line	AcceptNpc	SubmitNpc	SceneID	AcceptSceneID	SubmitSceneID	AutoAcceptID	AutoSubmit	PreTaskLimit	NextTaskLimit	NotShowMenu	Relation	LuckValue	AcceptLimit	SubmitLimit	AcceptDecMoney	SubFunction	TaskItemList	RefreshMonster	TimeLimitLength	SubmitNpcEx	TaskScript	TitleId	ContextId	AcceptDialogId	CompleteDialogId	UnCompleteDialogId	TaskTargetId	TrackInfoID	LineNextInfo	CanAcceptMenu	UncompleteMenu	CompleteMenu	AcceptMovie	SubmitMovie	DramaAccept	DramaSubmit	CanGiveup	ShareType	RepeatType	RepeatPeriod	CountDayLimit	DifficultCoefficient	DifficultLevel	NeedVip
58501	58			s1310101	2	worldnpc04101	npc_4neidh_jy		5	5	58502			58502				25403							SubmitNpcEx_58501		title_58501	context_58501	accept_58501_1;menu_58501_1	complete_58501;submit_58501		target_58501		next_58501	CanAcceptMenu_58501		CompleteMenu_58501					0	0	0					
58502	58			s1310101	2		WorldNpc08768			13	58504		58501	58504				1273							SubmitNpcEx_58502		title_58502	context_58502		complete_58502;submit_58502		target_58502		next_58502			CompleteMenu_58502					0	0	0					
58503	58			s1310101	2		npc_4nei_jy_gdd1			13	58505		58504	58505				1273							SubmitNpcEx_58503		title_58503	context_58503		complete_58503;submit_58503		target_58503		next_58503			CompleteMenu_58503					0	0	0					
58504	58			s1310101	2		WorldNpc08850			13	58503		58502	58503				1273							SubmitNpcEx_58504		title_58504	context_58504		complete_58504;submit_58504		target_58504		next_58504			CompleteMenu_58504					0	0	0					
58505	58			s1310101	2		npc_4neidh_jy			5	58506		58503	58506				1273							SubmitNpcEx_58505		title_58505	context_58505		complete_58505;submit_58505		target_58505		next_58505			CompleteMenu_58505					0	0	0					
58506	58			s1310101	2		WorldNpc09039			13	58507		58505	58507				1273							SubmitNpcEx_58506		title_58506	context_58506		complete_58506;submit_58506		target_58506		next_58506			CompleteMenu_58506					0	0	0					
58507	58			s1310101	2		WorldNpc09039			13	58508		58506	58508				1273							SubmitNpcEx_58507		title_58507	context_58507		complete_58507;submit_58507		target_58507					CompleteMenu_58507					0	0	0					
58508	58			s1310101	2		WorldNpc09039			13	58509		58507	58509				1273							SubmitNpcEx_58508		title_58508	context_58508		complete_58508;submit_58508		target_58508		next_58508			CompleteMenu_58508					0	0	0					
58509	58			s1310101	2		npc_4nei_jy_gdd2			13	58510		58508	58510				1273							SubmitNpcEx_58509		title_58509	context_58509		complete_58509;submit_58509		target_58509		next_58509			CompleteMenu_58509					0	0	0					
58510	58			s1310101	2						58515	1	58509	58515				1273							SubmitNpcEx_58510		title_58510	context_58510		complete_58510;submit_58510		target_58510		next_58510			CompleteMenu_58510					0	0	0					
