STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Title	Step	SearchID	Line	AcceptNpc	SubmitNpc	AcceptSceneID	SubmitSceneID	AutoAcceptID	AutoSubmit	PreTaskLimit	NextTaskLimit	AcceptLimit	SubmitLimit	SubFunction	TaskItemList	RefreshMonster	TimeLimitLength	SubmitNpcEx	TaskScript	TitleId	ContextId	AcceptDialogId	CompleteDialogId	UnCompleteDialogId	TaskTargetId	TrackInfoID	LineNextInfo	CanAcceptMenu	UncompleteMenu	CompleteMenu	AcceptMovie	SubmitMovie	DramaAccept	DramaSubmit	CanGiveup	ShareType	RepeatType	RepeatPeriod	CountDayLimit	DifficultCoefficient	DifficultLevel	ReputationLimit	AcceptArea	AcceptRepLimit	ConditionPrize	AcceptReputationLimit
82100	成都浣花溪		s770202	5			17	17					3174								title_82100	context_82100	accept_82100_1;menu_82100_1	complete_82100		target_82100		next_82100	CanAcceptMenu_82100		CompleteMenu_82100					1	0	1	1	1				81		10416&3706|100035|conditiontext_100035|0|conditiontips_0;10416&3705|100034|conditiontext_100034|14|conditiontips_14;10416&3704|100033|conditiontext_100033|17|conditiontips_17;10416&3702|100031|conditiontext_100031|17|conditiontips_17;10416&3701|100030|conditiontext_100030|13|conditiontips_13;10416&3700|100029|conditiontext_100029|1|conditiontips_1;10416&3699|100028|conditiontext_100028|0|conditiontips_0	repute_jianghu|60418383
82101	成都浣花溪		s770202	5			17	17					3174								title_82101	context_82101	accept_82101_1;menu_82101_1	complete_82101		target_82101		next_82101	CanAcceptMenu_82101		CompleteMenu_82101					1	0	1	1	1				81		10416&3706|100035|conditiontext_100035|0|conditiontips_0;10416&3705|100034|conditiontext_100034|14|conditiontips_14;10416&3704|100033|conditiontext_100033|17|conditiontips_17;10416&3702|100031|conditiontext_100031|17|conditiontips_17;10416&3701|100030|conditiontext_100030|13|conditiontips_13;10416&3700|100029|conditiontext_100029|1|conditiontips_1;10416&3699|100028|conditiontext_100028|0|conditiontips_0	repute_jianghu|60418383
82102	成都浣花溪		s770202	5			17	17					3174								title_82102	context_82102	accept_82102_1;menu_82102_1	complete_82102		target_82102		next_82102	CanAcceptMenu_82102		CompleteMenu_82102					1	0	1	1	1				81		10416&3706|100035|conditiontext_100035|0|conditiontips_0;10416&3705|100034|conditiontext_100034|14|conditiontips_14;10416&3704|100033|conditiontext_100033|17|conditiontips_17;10416&3702|100031|conditiontext_100031|17|conditiontips_17;10416&3701|100030|conditiontext_100030|13|conditiontips_13;10416&3700|100029|conditiontext_100029|1|conditiontips_1;10416&3699|100028|conditiontext_100028|0|conditiontips_0	repute_jianghu|60418383
82103	成都浣花溪		s770202	7			17	17					3174								title_82103	context_82103	accept_82103_1;menu_82103_1	complete_82103		target_82103		next_82103	CanAcceptMenu_82103		CompleteMenu_82103					1	0	1	1	1				81			repute_jianghu|60418383
82104	成都浣花溪		s770202	7			17	17					3174								title_82104	context_82104	accept_82104_1;menu_82104_1	complete_82104		target_82104		next_82104	CanAcceptMenu_82104		CompleteMenu_82104					1	0	1	1	1				81			repute_jianghu|60418383
82105	成都浣花溪		s770202	7			17	17					3174								title_82105	context_82105	accept_82105_1;menu_82105_1	complete_82105		target_82105		next_82105	CanAcceptMenu_82105		CompleteMenu_82105					1	0	1	1	1				81			repute_jianghu|60418383
82106	成都浣花溪		s770202	7			17	17					3174								title_82106	context_82106	accept_82106_1;menu_82106_1	complete_82106		target_82106		next_82106	CanAcceptMenu_82106		CompleteMenu_82106					1	0	1	1	1				81			repute_jianghu|60418383
82107	成都浣花溪		s770202	7			17	17					3174								title_82107	context_82107	accept_82107_1;menu_82107_1	complete_82107		target_82107		next_82107	CanAcceptMenu_82107		CompleteMenu_82107					1	0	1	1	1				81			repute_jianghu|60418383
82108	成都浣花溪		s770202	5			17	17					3174								title_82108	context_82108	accept_82108_1;menu_82108_1	complete_82108		target_82108		next_82108	CanAcceptMenu_82108		CompleteMenu_82108					1	0	1	1	1				81		10416&3706|100035|conditiontext_100035|0|conditiontips_0;10416&3705|100034|conditiontext_100034|14|conditiontips_14;10416&3704|100033|conditiontext_100033|17|conditiontips_17;10416&3702|100031|conditiontext_100031|17|conditiontips_17;10416&3701|100030|conditiontext_100030|13|conditiontips_13;10416&3700|100029|conditiontext_100029|1|conditiontips_1;10416&3699|100028|conditiontext_100028|0|conditiontips_0	repute_jianghu|60418383
82109	成都浣花溪		s770202	5			17	17					3174								title_82109	context_82109	accept_82109_1;menu_82109_1	complete_82109		target_82109		next_82109	CanAcceptMenu_82109		CompleteMenu_82109					1	0	1	1	1				81		10416&3706|100035|conditiontext_100035|0|conditiontips_0;10416&3705|100034|conditiontext_100034|14|conditiontips_14;10416&3704|100033|conditiontext_100033|17|conditiontips_17;10416&3702|100031|conditiontext_100031|17|conditiontips_17;10416&3701|100030|conditiontext_100030|13|conditiontips_13;10416&3700|100029|conditiontext_100029|1|conditiontips_1;10416&3699|100028|conditiontext_100028|0|conditiontips_0	repute_jianghu|60418383
82110	成都浣花溪		s770202	5			17	17					3174								title_82110	context_82110	accept_82110_1;menu_82110_1	complete_82110		target_82110		next_82110	CanAcceptMenu_82110		CompleteMenu_82110					1	0	1	1	1				81		10416&3706|100035|conditiontext_100035|0|conditiontips_0;10416&3705|100034|conditiontext_100034|14|conditiontips_14;10416&3704|100033|conditiontext_100033|17|conditiontips_17;10416&3702|100031|conditiontext_100031|17|conditiontips_17;10416&3701|100030|conditiontext_100030|13|conditiontips_13;10416&3700|100029|conditiontext_100029|1|conditiontips_1;10416&3699|100028|conditiontext_100028|0|conditiontips_0	repute_jianghu|60418383
82111	成都浣花溪	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             	s770202	5			17	17					3174								title_82111	context_82111	accept_82111_1;menu_82111_1	complete_82111		target_82111		next_82111	CanAcceptMenu_82111		CompleteMenu_82111					1	0	1	1	1				81			repute_jianghu|60418383
