STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	RoundID	Plot	Title	Step	SearchID	Line	AcceptNpc	SubmitNpc	SceneID	AcceptSceneID	SubmitSceneID	AutoAcceptID	AutoSubmit	PreTaskLimit	NextTaskLimit	NotShowMenu	Relation	LuckValue	AcceptLimit	SubmitLimit	AcceptDecMoney	SubFunction	TaskItemList	RefreshMonster	TimeLimitLength	SubmitNpcEx	TaskScript	TitleId	ContextId	AcceptDialogId	CompleteDialogId	UnCompleteDialogId	TaskTargetId	TrackInfoID	LineNextInfo	CanAcceptMenu	UncompleteMenu	CompleteMenu	AcceptMovie	SubmitMovie	DramaAccept	DramaSubmit	CanGiveup	ShareType	RepeatType	RepeatPeriod	CountDayLimit	DifficultCoefficient	DifficultLevel	ConditionPrize	FastCompleteMoney	FastCompletePrize
21402					s1490101	13	newmp_shenshui_002	newmp_shenshui_002		573	573								110005									title_21402	context_21402	accept_21402_1;menu_21402_1	complete_21402;submit_21402		target_21402		next_21402	CanAcceptMenu_21402		CompleteMenu_21402					1	0	1	1	1				10000	item_prize_ssg_003
21403					s1490101	13	newmp_shenshui_008	newmp_shenshui_008		573	573								110005									title_21403	context_21403	accept_21403_1;menu_21403_1	complete_21403;submit_21403		target_21403		next_21403	CanAcceptMenu_21403		CompleteMenu_21403					1	0	1	1	1				10000	item_prize_ssg_004
21404					s1490101	13	newmp_shenshui_004	newmp_shenshui_004		573	573								110005;109593									title_21404	context_21404	accept_21404_1;menu_21404_1	complete_21404;submit_21404		target_21404		next_21404	CanAcceptMenu_21404		CompleteMenu_21404					1	0	3	1	1				20000	item_prize_ssg_006
21405					s1490101	13	newmp_shenshui_008	newmp_shenshui_008		573	573								110005;109593				14001					title_21405	context_21405	accept_21405_1;menu_21405_1	complete_21405;submit_21405		target_21405		next_21405	CanAcceptMenu_21405		CompleteMenu_21405					1	0	3	1	1				20000	item_prize_ssg_001
21406					s1490101	13	newmp_shenshui_004	newmp_shenshui_004		573	573								110005									title_21406	context_21406	accept_21406_1;menu_21406_1	complete_21406;submit_21406		target_21406		next_21406	CanAcceptMenu_21406		CompleteMenu_21406					1	0	1	1	1				10000	item_prize_ssg_005
21407					s1490101	13	newmp_shenshui_004	newmp_shenshui_004		573	573								110005;109593				14002					title_21407	context_21407	accept_21407_1;menu_21407_1	complete_21407;submit_21407		target_21407		next_21407	CanAcceptMenu_21407		CompleteMenu_21407					1	0	3	1	1				20000	item_prize_ssg_010
21401					s1490101	13	newmp_shenshui_002	newmp_shenshui_002		573	573								110005				14003					title_21401	context_21401	accept_21401_1;menu_21401_1	complete_21401;submit_21401		target_21401		next_21401	CanAcceptMenu_21401		CompleteMenu_21401					1	0	1	1	1				10000	item_prize_ssg_002
21500					s1490401	13	newmp_shenshui_001			573	573	21501	1		21501				111303;110005									title_21500	context_21500	accept_21500_1;menu_21500_1			target_21500		next_21500	CanAcceptMenu_21500							0	0	0	0	0					
21501					s1490401	13	ssg_zyb_001	ssg_zyb_001		573	573	21502		21500	21502													title_21501	context_21501	accept_21501_1;menu_21501_1	complete_21501;submit_21501		target_21501		next_21501	CanAcceptMenu_21501		CompleteMenu_21501	9702				0	0	0	0	0					
