STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Plot	Title	Step	SearchID	Line	AcceptNpc	SubmitNpc	SceneID	AcceptSceneID	SubmitSceneID	AutoAcceptID	AutoSubmit	PreTaskLimit	NextTaskLimit	NotShowMenu	Relation	LuckValue	AcceptLimit	SubmitLimit	AcceptDecMoney	SubFunction	TaskItemList	RefreshMonster	TimeLimitLength	SubmitNpcEx	TaskScript	TitleId	ContextId	AcceptDialogId	CompleteDialogId	UnCompleteDialogId	TaskTargetId	TrackInfoID	LineNextInfo	CanAcceptMenu	UncompleteMenu	CompleteMenu	AcceptMovie	SubmitMovie	DramaAccept	DramaSubmit	CanGiveup	ShareType	RepeatType	RepeatPeriod	CountDayLimit	DifficultCoefficient	DifficultLevel	NeedVip	AcceptBuffer
61001				s1540101	2	npc_6n_em01			17	17	61002	1		61002				111404;111578							SubmitNpcEx_61001		title_61001	context_61001	accept_61001_1;menu_61001_1			target_61001		next_61001	CanAcceptMenu_61001							1	0	0						
61002				s1540101	2					15	61003	1	61001	61003													title_61002	context_61002	accept_61002_1;menu_61002_1	complete_61002;submit_61002		target_61002		next_61002	CanAcceptMenu_61002							0	0	0						
61003				s1540101	2					15	61009	1	61002	61009													title_61003	context_61003				target_61003										0	0	0						
61009				s1540101	2					15	61010	1	61003	61010													title_61009	context_61009				target_61009										0	0	0						
61010				s1540101	2	WorldNpc11046			15	15	61011	1	61009	61011											SubmitNpcEx_61010		title_61010	context_61010				target_61010		next_61010					5465			0	0	0						
61011				s1540101	2					15	61012	1	61010	61012													title_61011	context_61011				target_61011										0	0	0						
61012				s1540101	2	npc_6n_mxm06	npc_6n_mxm08		16	16			61011												SubmitNpcEx_61012		title_61012	context_61012		complete_61012;submit_61012		target_61012		next_61012			CompleteMenu_61012					0	0	0						
61026				s1540101	2	npc_6n_mxm08			16	16	61027	1	61012	61027				111575									title_61026	context_61026	accept_61026_1;menu_61026_1			target_61026		next_61026	CanAcceptMenu_61026							0	0	0						
61027				s1540101	2					16	61035	1	61026	61035													title_61027	context_61027				target_61027		next_61027								0	0	0						
