STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	RoundID	Plot	Title	Step	SearchID	Line	AcceptNpc	SubmitNpc	AcceptSceneID	SubmitSceneID	AutoAcceptID	AutoSubmit	PreTaskLimit	NextTaskLimit	AcceptLimit	SubmitLimit	SubFunction	TaskItemList	RefreshMonster	TimeLimitLength	SubmitNpcEx	TaskScript	TitleId	ContextId	AcceptDialogId	CompleteDialogId	UnCompleteDialogId	TaskTargetId	TrackInfoID	LineNextInfo	CanAcceptMenu	UncompleteMenu	CompleteMenu	AcceptMovie	SubmitMovie	DramaAccept	DramaSubmit	CanGiveup	ShareType	RepeatType	RepeatPeriod	CountDayLimit	DifficultCoefficient	DifficultLevel	ReputationLimit	AcceptReputationLimit	TiaozhanTime
73801					s1640101	17	npc_xjqrw_008			827	73802	1	73708	73802	117144;115861;101380						SubmitNpcEx_73801		title_73801	context_73801	accept_73801_1;menu_73801_1	complete_73801;submit_73801		target_73801		next_73801	CanAcceptMenu_73801							0	0	0	0	0					
73802					s1640101	17					73803	1	73801	73803									title_73802	context_73802	accept_73802_1;menu_73802_1	complete_73802;submit_73802		target_73802										0	0	0	0	0					
73803					s1640101	17					73804	1	73802	73804									title_73803	context_73803	accept_73803_1;menu_73803_1	complete_73803;submit_73803		target_73803		next_73803	CanAcceptMenu_73803		CompleteMenu_73803					0	0	0	0	0					
73804					s1640101	17					73805	1	73803	73805							SubmitNpcEx_73804		title_73804	context_73804	accept_73804_1;menu_73804_1	complete_73804;submit_73804		target_73804			CanAcceptMenu_73804							0	0	0	0	0					
73805					s1640101	17					73806	1	73804	73806									title_73805	context_73805	accept_73805_1;menu_73805_1	complete_73805;submit_73805		target_73805		next_73805								0	0	0	0	0					
73806					s1640101	17					73807	1	73805	73807									title_73806	context_73806	accept_73806_1;menu_73806_1	complete_73806;submit_73806		target_73806		next_73806	CanAcceptMenu_73806		CompleteMenu_73806					0	0	0	0	0					
73807					s1640101	17					73808	1	73806	73808							SubmitNpcEx_73807		title_73807	context_73807	accept_73807_1;menu_73807_1	complete_73807;submit_73807		target_73807		next_73807								0	0	0	0	0					
73808					s1640101	17					73809	1	73807	73809									title_73808	context_73808	accept_73808_1;menu_73808_1	complete_73808;submit_73808		target_73808										0	0	0	0	0					
73809					s1640101	17		WorldNpc01194		14			73808	73901							SubmitNpcEx_73809		title_73809	context_73809	accept_73809_1;menu_73809_1	complete_73809;submit_73809		target_73809		next_73809	CanAcceptMenu_73809		CompleteMenu_73809					0	0	0	0	0					
73810					s1640102	18		syjqmp_guj_001	899	899	73811		73718	73811							SubmitNpcEx_73810		title_73810	context_73810	accept_73810_1;menu_73810_1	complete_73810;submit_73810		target_73810		next_73810	CanAcceptMenu_73810		CompleteMenu_73810		2018			0	0	0	0	0					
73811					s1640102	18		syjqmp_guj_009	899	899	73812	1	73810	73812							SubmitNpcEx_73811		title_73811	context_73811	accept_73811_1;menu_73811_1	complete_73811;submit_73811		target_73811			CanAcceptMenu_73811		CompleteMenu_73811					0	0	0	0	0					
73812					s1640102	18	syjqmp_guj_009	syjqmp_guj_009	899	899	73813		73811	73813							SubmitNpcEx_73812		title_73812	context_73812	accept_73812_1;menu_73812_1	complete_73812;submit_73812		target_73812			CanAcceptMenu_73812		CompleteMenu_73812	1071				0	0	0	0	0					
73813					s1640102	18	syjqmp_guj_009	syjqmp_guj_008	899	899	73814		73812	73814							SubmitNpcEx_73813		title_73813	context_73813	accept_73813_1;menu_73813_1	complete_73813;submit_73813		target_73813			CanAcceptMenu_73813		CompleteMenu_73813					0	0	0	0	0					
73814					s1640102	18	syjqmp_guj_008	syjqmp_guj_009	899	899	73815		73813	73815							SubmitNpcEx_73814		title_73814	context_73814	accept_73814_1;menu_73814_1	complete_73814;submit_73814		target_73814			CanAcceptMenu_73814		CompleteMenu_73814					0	0	0	0	0					
73815					s1640102	18	syjqmp_guj_009		899	899	73816	1	73814	73816									title_73815	context_73815	accept_73815_1;menu_73815_1	complete_73815;submit_73815		target_73815			CanAcceptMenu_73815		CompleteMenu_73815		2019			0	0	0	0	0					
73816					s1640102	18		syjqmp_guj_012	899	899	73820	1	73815	73820							SubmitNpcEx_73816		title_73816	context_73816	accept_73816_1;menu_73816_1	complete_73816;submit_73816		target_73816			CanAcceptMenu_73816		CompleteMenu_73816					0	0	0	0	0					
73820					s1640102	18	syjqmp_guj_012	syjqmp_guj_027	899	899	73821	1	73816	73821									title_73820	context_73820				target_73820										0	0	0	0	0					
73821					s1640102	18		syjqmp_guj_012	899	899	73822	1	73820	73822									title_73821	context_73821				target_73821										0	0	0	0	0					
73817					s1640102	18	syjqmp_guj_012	syjqmp_guj_012	899	899											SubmitNpcEx_73817		title_73817	context_73817	accept_73817_1;menu_73817_1	complete_73817;submit_73817		target_73817			CanAcceptMenu_73817		CompleteMenu_73817					0	0	0	0	0					
73818					s1640102	18	syjqmp_guj_012		899	899		1											title_73818	context_73818	accept_73818_1;menu_73818_1			target_73818			CanAcceptMenu_73818				2020			0	0	0	0	0					
73819					s1640102	18		syjqmp_guj_015	899	899											SubmitNpcEx_73819		title_73819	context_73819	accept_73819_1;menu_73819_1	complete_73819;submit_73819		target_73819			CanAcceptMenu_73819		CompleteMenu_73819					0	0	0	0	0					
73822					s1640102	18	syjqmp_guj_012	syjqmp_guj_012	899	899	73823		73821	73823							SubmitNpcEx_73822		title_73822	context_73822	accept_73822_1;menu_73822_1	complete_73822;submit_73822		target_73822		next_73822	CanAcceptMenu_73822		CompleteMenu_73822					0	0	0	0	0					
73823					s1640102	18	syjqmp_guj_012		899	899	73824	1	73822	73824									title_73823	context_73823	accept_73823_1;menu_73823_1	complete_73823;submit_73823		target_73823			CanAcceptMenu_73823		CompleteMenu_73823		2020			0	0	0	0	0					
73824					s1640102	18		syjqmp_guj_015	899	899			73823	73911							SubmitNpcEx_73824		title_73824	context_73824	accept_73824_1;menu_73824_1	complete_73824;submit_73824		target_73824			CanAcceptMenu_73824		CompleteMenu_73824					0	0	0	0	0					
