STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Title	Step	SearchID	Line	AcceptNpc	SubmitNpc	AcceptSceneID	SubmitSceneID	AutoAcceptID	AutoSubmit	PreTaskLimit	NextTaskLimit	AcceptLimit	SubmitLimit	SubFunction	TaskItemList	RefreshMonster	TimeLimitLength	SubmitNpcEx	TaskScript	TitleId	ContextId	AcceptDialogId	CompleteDialogId	UnCompleteDialogId	TaskTargetId	TrackInfoID	LineNextInfo	CanAcceptMenu	UncompleteMenu	CompleteMenu	AcceptMovie	SubmitMovie	DramaAccept	DramaSubmit	CanGiveup	ShareType	RepeatType	RepeatPeriod	CountDayLimit	DifficultCoefficient	DifficultLevel	ReputationLimit	AcceptReputationLimit	TiaozhanTime
42001	请降疑云		s090101	4	worldnpc04101	WorldNpc04126	5	5			1559	42002	11578;1273						SubmitNpcEx_42001		title_42001	context_42001	accept_42001_1;menu_42001_1	complete_42001;submit_42001	uncom_42001	target_42001	task_TrackInfo_42001	next_42001	CanAcceptMenu_42001	UncompleteMenu_42001	CompleteMenu_42001	156		jyw01_1		0	1	0	0	0					
42002			s090101	4	WorldNpc04126	WorldNpc04131	5	5			42001	42003	1273						SubmitNpcEx_42002		title_42002	context_42002	accept_42002_1;menu_42002_1	complete_42002;submit_42002		target_42002			CanAcceptMenu_42002		CompleteMenu_42002					0	1	0	0	0					
42003			s090101	4	WorldNpc04131	WorldNpc04275	5	5			42002	42008	1273						SubmitNpcEx_42003		title_42003	context_42003	accept_42003_1;menu_42003_1	complete_42003;submit_42003		target_42003			CanAcceptMenu_42003		CompleteMenu_42003					0	1	0	0	0					
42008			s090101	4	WorldNpc04275	WorldNpc04278	5	5			42003	42004	1273			8634			SubmitNpcEx_42008		title_42008	context_42008	accept_42008_1;menu_42008_1	complete_42008;submit_42008		target_42008		next_42008	CanAcceptMenu_42008		CompleteMenu_42008					0	1	0	0	0					
42004			s090101	4	WorldNpc04278	WorldNpc04278	5	5			42008	42005	1273			8635			SubmitNpcEx_42004		title_42004	context_42004	accept_42004_1;menu_42004_1	complete_42004;submit_42004		target_42004		next_42004	CanAcceptMenu_42004		CompleteMenu_42004					0	1	0	0	0					
42005			s090101	4	WorldNpc04278	WorldNpc04278	5	5			42004	42006	1273						SubmitNpcEx_42005		title_42005	context_42005	accept_42005_1;menu_42005_1	complete_42005;submit_42005		target_42005		next_42005	CanAcceptMenu_42005		CompleteMenu_42005					0	1	0	0	0					
42006			s090101	4	WorldNpc04278	WorldNpc04278	5	5			42005	42007	1273						SubmitNpcEx_42006		title_42006	context_42006	accept_42006_1;menu_42006_1	complete_42006;submit_42006		target_42006		next_42006	CanAcceptMenu_42006		CompleteMenu_42006					0	1	0	0	0					
42007			s090101	4	WorldNpc04278	WorldNpc04279	5	5			42006	42013	1273						SubmitNpcEx_42007		title_42007	context_42007	accept_42007_1;menu_42007_1	complete_42007;submit_42007		target_42007		next_42007	CanAcceptMenu_42007		CompleteMenu_42007					0	1	0	0	0					
42013	疯癫王颠		s090102	4	WorldNpc04279	WorldNpc04279	5	5			42007	42014	1273						SubmitNpcEx_42013		title_42013	context_42013	accept_42013_1;menu_42013_1	complete_42013;submit_42013	uncom_42013	target_42013	task_TrackInfo_42013		CanAcceptMenu_42013	UncompleteMenu_42013	CompleteMenu_42013			jyw01_21		0	1	0	0	0					
42014			s090102	4	WorldNpc04279	WorldNpc04281	5	5			42013	42015	1273						SubmitNpcEx_42014		title_42014	context_42014	accept_42014_1;menu_42014_1	complete_42014;submit_42014		target_42014			CanAcceptMenu_42014		CompleteMenu_42014					0	1	0	0	0					
42015			s090102	4	WorldNpc04281	WorldNpc04279	5	5			42014	42016	1273			8001			SubmitNpcEx_42015		title_42015	context_42015	accept_42015_1;menu_42015_1	complete_42015;submit_42015		target_42015			CanAcceptMenu_42015		CompleteMenu_42015					0	1	0	0	0					
42016			s090102	4	WorldNpc04279	WorldNpc04278	5	5			42015	42017	1273						SubmitNpcEx_42016		title_42016	context_42016	accept_42016_1;menu_42016_1	complete_42016;submit_42016		target_42016			CanAcceptMenu_42016		CompleteMenu_42016					0	1	0	0	0					
42017			s090102	4	WorldNpc04278	WorldNpc04278	5	5			42016	42018	1273						SubmitNpcEx_42017		title_42017	context_42017	accept_42017_1;menu_42017_1	complete_42017;submit_42017		target_42017		next_42017	CanAcceptMenu_42017		CompleteMenu_42017					0	1	0	0	0					
42018			s090102	4	WorldNpc04278		5	5	42019	1	42017	42019	1273						SubmitNpcEx_42018		title_42018	context_42018	accept_42018_1;menu_42018_1	complete_42018;submit_42018		target_42018		next_42018	CanAcceptMenu_42018		CompleteMenu_42018					0	1	0	0	0					
42019			s090102	4			5	5	42020	1	42018	42020	1273						SubmitNpcEx_42019		title_42019	context_42019	accept_42019_1;menu_42019_1	complete_42019;submit_42019		target_42019			CanAcceptMenu_42019		CompleteMenu_42019					0	1	0	0	0					
42020			s090102	4			5	5	42021	1	42019	42021	1273						SubmitNpcEx_42020		title_42020	context_42020	accept_42020_1;menu_42020_1	complete_42020;submit_42020		target_42020			CanAcceptMenu_42020		CompleteMenu_42020		164			0	1	0	0	0					
42021			s090102	4		WorldNpc04277	5	5			42020	42022	1273						SubmitNpcEx_42021		title_42021	context_42021	accept_42021_1;menu_42021_1	complete_42021;submit_42021		target_42021			CanAcceptMenu_42021		CompleteMenu_42021					0	1	0	0	0					
42022			s090102	4	WorldNpc04277	WorldNpc04277	5	5			42021	42025	1273						SubmitNpcEx_42022		title_42022	context_42022	accept_42022_1;menu_42022_1	complete_42022;submit_42022		target_42022			CanAcceptMenu_42022		CompleteMenu_42022					0	1	0	0	0					
42025	再次归顺		s090103	4	WorldNpc04277	WorldNpc04284	5	5			42022	42026	1273						SubmitNpcEx_42025		title_42025	context_42025	accept_42025_1;menu_42025_1	complete_42025;submit_42025	uncom_42025	target_42025	task_TrackInfo_42025		CanAcceptMenu_42025	UncompleteMenu_42025	CompleteMenu_42025			jyw01_41		0	1	0	0	0					
42026			s090103	4	WorldNpc04284		5	5	42027	1	42025	42027	1273								title_42026	context_42026	accept_42026_1;menu_42026_1	complete_42026;submit_42026		target_42026		next_42026	CanAcceptMenu_42026		CompleteMenu_42026		155			0	1	0	0	0					
42027			s090103	4			5	5	42028	1	42026	42028	1273						SubmitNpcEx_42027		title_42027	context_42027	accept_42027_1;menu_42027_1	complete_42027;submit_42027		target_42027		next_42027	CanAcceptMenu_42027		CompleteMenu_42027					0	1	0	0	0					
42028			s090103	4		WorldNpc04285	5	5			42027	42029	1273						SubmitNpcEx_42028		title_42028	context_42028	accept_42028_1;menu_42028_1	complete_42028;submit_42028		target_42028		next_42028	CanAcceptMenu_42028		CompleteMenu_42028					0	1	0	0	0					
42029			s090103	4	WorldNpc04285	WorldNpc04277	5	5			42028	42037	1273						SubmitNpcEx_42029		title_42029	context_42029	accept_42029_1;menu_42029_1	complete_42029;submit_42029		target_42029			CanAcceptMenu_42029		CompleteMenu_42029					0	1	0	0	0					
42037	王颠后事		s090104	4	WorldNpc04277	WorldNpc04126	5	5			42029	42038	1273			8003			SubmitNpcEx_42037		title_42037	context_42037	accept_42037_1;menu_42037_1	complete_42037;submit_42037	uncom_42037	target_42037	task_TrackInfo_42037	next_42037	CanAcceptMenu_42037	UncompleteMenu_42037	CompleteMenu_42037			jyw01_61		0	1	0	0	0					
42038			s090104	4	WorldNpc04126	WorldNpc04126	5	5			42037	42039	1273						SubmitNpcEx_42038		title_42038	context_42038	accept_42038_1;menu_42038_1	complete_42038;submit_42038		target_42038			CanAcceptMenu_42038		CompleteMenu_42038					0	1	0	0	0					
42039			s090104	4	WorldNpc04126	WorldNpc04126	5	5			42038	42040	1273						SubmitNpcEx_42039		title_42039	context_42039	accept_42039_1;menu_42039_1	complete_42039;submit_42039		target_42039			CanAcceptMenu_42039		CompleteMenu_42039					0	1	0	0	0					
42040			s090104	4	WorldNpc04126	WorldNpc04126	5	5			42039	42041	1273						SubmitNpcEx_42040		title_42040	context_42040	accept_42040_1;menu_42040_1	complete_42040;submit_42040		target_42040			CanAcceptMenu_42040		CompleteMenu_42040					0	1	0	0	0					
42041			s090104	4	WorldNpc04126	WorldNpc04126	5	5			42040	42042	1273						SubmitNpcEx_42041		title_42041	context_42041	accept_42041_1;menu_42041_1	complete_42041;submit_42041		target_42041			CanAcceptMenu_42041		CompleteMenu_42041					0	1	0	0	0					
42042			s090104	4	WorldNpc04126	worldnpc04101	5	5	1492		42041		1273						SubmitNpcEx_42042		title_42042	context_42042	accept_42042_1;menu_42042_1	complete_42042;submit_42042		target_42042			CanAcceptMenu_42042		CompleteMenu_42042					0	1	0	0	0					
42049	朱林心事		s090201	4	worldnpc04101	WorldNpc04102	5	5			42042	42050	3174								title_42049	context_42049	context_42049;menu_42049	complete_42049	uncom_42049	target_42049	task_TrackInfo_42049	next_42049	CanAcceptMenu_42049	UncompleteMenu_42049	CompleteMenu_42049					0	1	0	0	0			repute_jianghu|1783	repute_jianghu|60418383	
42050	朱林心事		s090201	4	WorldNpc04102	WorldNpc04104	5	5			42049	42051	3174								title_42050	context_42050	context_42050;menu_42050	complete_42050	uncom_42050	target_42050	task_TrackInfo_42050	next_42050	CanAcceptMenu_42050	UncompleteMenu_42050	CompleteMenu_42050					0	1	0	0	0				repute_jianghu|60418383	
42051	朱林心事		s090201	4	WorldNpc04104	WorldNpc04104	5	5			42050	42052	3174								title_42051	context_42051	context_42051;menu_42051	complete_42051	uncom_42051	target_42051	task_TrackInfo_42051	next_42051	CanAcceptMenu_42051	UncompleteMenu_42051	CompleteMenu_42051					0	1	0	0	0				repute_jianghu|60418383	
42052	朱林心事		s090201	4	WorldNpc04104	WorldNpc04104	5	5			42051	42053	3174								title_42052	context_42052	context_42052;menu_42052	complete_42052	uncom_42052	target_42052	task_TrackInfo_42052	next_42052	CanAcceptMenu_42052	UncompleteMenu_42052	CompleteMenu_42052					0	1	0	0	0				repute_jianghu|60418383	
42053	朱林心事		s090201	4	WorldNpc04104	WorldNpc04102	5	5			42052	42054	3174								title_42053	context_42053	context_42053;menu_42053	complete_42053	uncom_42053	target_42053	task_TrackInfo_42053	next_42053	CanAcceptMenu_42053	UncompleteMenu_42053	CompleteMenu_42053					0	1	0	0	0				repute_jianghu|60418383	
42054	朱林心事		s090201	4	WorldNpc04102	WorldNpc04121	5	5			42053	42055	3174								title_42054	context_42054	context_42054;menu_42054	complete_42054	uncom_42054	target_42054	task_TrackInfo_42054	next_42054	CanAcceptMenu_42054	UncompleteMenu_42054	CompleteMenu_42054					0	1	0	0	0				repute_jianghu|60418383	
42055	朱林心事		s090201	4	WorldNpc04121	WorldNpc04121	5	5			42054	42056	3174								title_42055	context_42055	context_42055;menu_42055	complete_42055	uncom_42055	target_42055	task_TrackInfo_42055	next_42055	CanAcceptMenu_42055	UncompleteMenu_42055	CompleteMenu_42055					0	1	0	0	0				repute_jianghu|60418383	
42056	朱林心事		s090201	4	WorldNpc04121	WorldNpc04102	5	5			42055	42057	3174			8005					title_42056	context_42056	context_42056;menu_42056	complete_42056	uncom_42056	target_42056	task_TrackInfo_42056	next_42056	CanAcceptMenu_42056	UncompleteMenu_42056	CompleteMenu_42056					0	1	0	0	0				repute_jianghu|60418383	
42057	朱林心事		s090201	4	WorldNpc04102	WorldNpc04122	5	5			42056	42058	3174								title_42057	context_42057	context_42057;menu_42057	complete_42057	uncom_42057	target_42057	task_TrackInfo_42057	next_42057	CanAcceptMenu_42057	UncompleteMenu_42057	CompleteMenu_42057					0	1	0	0	0				repute_jianghu|60418383	
42058	朱林心事		s090201	4	WorldNpc04122	worldnpc04101	5	5			42057	42059	3174								title_42058	context_42058	context_42058;menu_42058	complete_42058	uncom_42058	target_42058	task_TrackInfo_42058	next_42058	CanAcceptMenu_42058	UncompleteMenu_42058	CompleteMenu_42058					0	1	0	0	0				repute_jianghu|60418383	
42059	朱林心事		s090201	4	worldnpc04101	WorldNpc04104	5	5			42058	42060	3174								title_42059	context_42059	context_42059;menu_42059	complete_42059	uncom_42059	target_42059	task_TrackInfo_42059	next_42059	CanAcceptMenu_42059	UncompleteMenu_42059	CompleteMenu_42059					0	1	0	0	0				repute_jianghu|60418383	
42060	朱林心事		s090201	4	WorldNpc04104	WorldNpc04102	5	5			42059	42061	3174								title_42060	context_42060	context_42060;menu_42060	complete_42060	uncom_42060	target_42060	task_TrackInfo_42060	next_42060	CanAcceptMenu_42060	UncompleteMenu_42060	CompleteMenu_42060					0	1	0	0	0				repute_jianghu|60418383	
42061	朱林抗命		s090202	4	WorldNpc04102	WorldNpc04123	5	5			42060	42063	3174								title_42061	context_42061	context_42061;menu_42061	complete_42061	uncom_42061	target_42061	task_TrackInfo_42061	next_42061	CanAcceptMenu_42061	UncompleteMenu_42061	CompleteMenu_42061					0	1	0	0	0				repute_jianghu|60418383	
42063	朱林抗命		s090202	4	WorldNpc04123	WorldNpc04123	5	5			42061	42064	3174								title_42063	context_42063	accept_42063_1;menu_42063_1	complete_42063;submit_42063	uncom_42063	target_42063	task_TrackInfo_42063	next_42063	CanAcceptMenu_42063	UncompleteMenu_42063	CompleteMenu_42063					0	1	0	0	0				repute_jianghu|60418383	
42064	朱林抗命		s090202	4	WorldNpc04123	worldnpc04101	5	5			42063	42065	3174								title_42064	context_42064	context_42064;menu_42064	complete_42064	uncom_42064	target_42064	task_TrackInfo_42064	next_42064	CanAcceptMenu_42064	UncompleteMenu_42064	CompleteMenu_42064					0	1	0	0	0				repute_jianghu|60418383	
42065	朱林抗命		s090202	4	worldnpc04101	WorldNpc04104	5	5			42064	42066	3174			8627					title_42065	context_42065	context_42065;menu_42065	complete_42065	uncom_42065	target_42065	task_TrackInfo_42065	next_42065	CanAcceptMenu_42065	UncompleteMenu_42065	CompleteMenu_42065					0	1	0	0	0				repute_jianghu|60418383	
42066	朱林抗命		s090202	4	WorldNpc04104	WorldNpc04124	5	5			42065	42067	3174								title_42066	context_42066	context_42066;menu_42066	complete_42066	uncom_42066	target_42066	task_TrackInfo_42066	next_42066	CanAcceptMenu_42066	UncompleteMenu_42066	CompleteMenu_42066					0	1	0	0	0				repute_jianghu|60418383	
42067	朱林抗命		s090202	4	WorldNpc04124	worldnpc04101	5	5			42066	42068	3174								title_42067	context_42067	context_42067;menu_42067	complete_42067	uncom_42067	target_42067	task_TrackInfo_42067	next_42067	CanAcceptMenu_42067	UncompleteMenu_42067	CompleteMenu_42067					0	1	0	0	0				repute_jianghu|60418383	
42068	朱林抗命		s090202	4	worldnpc04101	WorldNpc04102	5	5			42067	42069	3174								title_42068	context_42068	context_42068;menu_42068	complete_42068	uncom_42068	target_42068	task_TrackInfo_42068	next_42068	CanAcceptMenu_42068	UncompleteMenu_42068	CompleteMenu_42068					0	1	0	0	0				repute_jianghu|60418383	
42069	朱林抗命		s090202	4	WorldNpc04102	WorldNpc04104	5	5			42068	42070	3174								title_42069	context_42069	context_42069;menu_42069	complete_42069	uncom_42069	target_42069	task_TrackInfo_42069	next_42069	CanAcceptMenu_42069	UncompleteMenu_42069	CompleteMenu_42069					0	1	0	0	0				repute_jianghu|60418383	
42070	朱林抗命		s090202	4	WorldNpc04104	WorldNpc04126	5	5			42069	42071	3174								title_42070	context_42070	context_42070;menu_42070	complete_42070	uncom_42070	target_42070	task_TrackInfo_42070	next_42070	CanAcceptMenu_42070	UncompleteMenu_42070	CompleteMenu_42070					0	1	0	0	0				repute_jianghu|60418383	
42071	朱林抗命		s090202	4	WorldNpc04126	WorldNpc04126	5	5			42070	42072	3174			8006					title_42071	context_42071	context_42071;menu_42071	complete_42071	uncom_42071	target_42071	task_TrackInfo_42071	next_42071	CanAcceptMenu_42071	UncompleteMenu_42071	CompleteMenu_42071					0	1	0	0	0				repute_jianghu|60418383	
