STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Title	Step	SearchID	Line	AcceptNpc	SubmitNpc	AcceptSceneID	SubmitSceneID	AutoAcceptID	AutoSubmit	PreTaskLimit	NextTaskLimit	AcceptLimit	SubmitLimit	SubFunction	TaskItemList	RefreshMonster	TimeLimitLength	SubmitNpcEx	TaskScript	TitleId	ContextId	AcceptDialogId	CompleteDialogId	UnCompleteDialogId	TaskTargetId	TrackInfoID	LineNextInfo	CanAcceptMenu	UncompleteMenu	CompleteMenu	AcceptMovie	SubmitMovie	DramaAccept	DramaSubmit	CanGiveup	ShareType	RepeatType	RepeatPeriod	CountDayLimit	DifficultCoefficient	DifficultLevel	ReputationLimit	AcceptArea	AcceptRepLimit	ConditionPrize	AcceptReputationLimit
81500	苏州桃花岛		s740606	5			14	14					3174								title_81500	context_81500	accept_81500_1;menu_81500_1	complete_81500		target_81500		next_81500	CanAcceptMenu_81500		CompleteMenu_81500					1	1	1	1	1				53		10416&3724|100053|conditiontext_100053|0|conditiontips_0;10416&3723|100052|conditiontext_100052|14|conditiontips_14;10416&3722|100051|conditiontext_100051|17|conditiontips_17;10416&3721|100050|conditiontext_100050|13|conditiontips_13;10416&3720|100049|conditiontext_100049|17|conditiontips_17;10416&3719|100048|conditiontext_100048|13|conditiontips_13;10416&3718|100047|conditiontext_100047|1|conditiontips_1;10416&3717|100046|conditiontext_100046|0|conditiontips_0	repute_jianghu|60418383
81501	苏州桃花岛		s740606	5			14	14					3174								title_81501	context_81501	accept_81501_1;menu_81501_1	complete_81501		target_81501		next_81501	CanAcceptMenu_81501		CompleteMenu_81501					1	1	1	1	1				53			repute_jianghu|60418383
81502	苏州桃花岛		s740606	5			14	14					3174								title_81502	context_81502	accept_81502_1;menu_81502_1	complete_81502		target_81502		next_81502	CanAcceptMenu_81502		CompleteMenu_81502					1	1	1	1	1				53		10416&3724|100053|conditiontext_100053|0|conditiontips_0;10416&3723|100052|conditiontext_100052|14|conditiontips_14;10416&3722|100051|conditiontext_100051|17|conditiontips_17;10416&3721|100050|conditiontext_100050|13|conditiontips_13;10416&3720|100049|conditiontext_100049|17|conditiontips_17;10416&3719|100048|conditiontext_100048|13|conditiontips_13;10416&3718|100047|conditiontext_100047|1|conditiontips_1;10416&3717|100046|conditiontext_100046|0|conditiontips_0	repute_jianghu|60418383
81503	苏州桃花岛		s740606	5			14	14					3174								title_81503	context_81503	accept_81503_1;menu_81503_1	complete_81503		target_81503		next_81503	CanAcceptMenu_81503		CompleteMenu_81503					1	1	1	1	1				53		10416&3724|100053|conditiontext_100053|0|conditiontips_0;10416&3723|100052|conditiontext_100052|14|conditiontips_14;10416&3722|100051|conditiontext_100051|17|conditiontips_17;10416&3721|100050|conditiontext_100050|13|conditiontips_13;10416&3720|100049|conditiontext_100049|17|conditiontips_17;10416&3719|100048|conditiontext_100048|13|conditiontips_13;10416&3718|100047|conditiontext_100047|1|conditiontips_1;10416&3717|100046|conditiontext_100046|0|conditiontips_0	repute_jianghu|60418383
81504	苏州桃花岛		s740606	5			14	14					3174								title_81504	context_81504	accept_81504_1;menu_81504_1	complete_81504		target_81504		next_81504	CanAcceptMenu_81504		CompleteMenu_81504					1	1	1	1	1				53			repute_jianghu|60418383
81505	苏州桃花岛		s740606	5			14	14					3174								title_81505	context_81505	accept_81505_1;menu_81505_1	complete_81505		target_81505		next_81505	CanAcceptMenu_81505		CompleteMenu_81505					1	1	1	1	1				53			repute_jianghu|60418383
81506	苏州桃花岛		s740606	5			14	14					3174			19850					title_81506	context_81506	accept_81506_1;menu_81506_1	complete_81506		target_81506		next_81506	CanAcceptMenu_81506		CompleteMenu_81506					1	1	1	1	1				53		10416&3724|100053|conditiontext_100053|0|conditiontips_0;10416&3723|100052|conditiontext_100052|14|conditiontips_14;10416&3722|100051|conditiontext_100051|17|conditiontips_17;10416&3721|100050|conditiontext_100050|13|conditiontips_13;10416&3720|100049|conditiontext_100049|17|conditiontips_17;10416&3719|100048|conditiontext_100048|13|conditiontips_13;10416&3718|100047|conditiontext_100047|1|conditiontips_1;10416&3717|100046|conditiontext_100046|0|conditiontips_0	repute_jianghu|60418383
81507	苏州桃花岛		s740606	5			14	14					3174								title_81507	context_81507	accept_81507_1;menu_81507_1	complete_81507		target_81507		next_81507	CanAcceptMenu_81507		CompleteMenu_81507					1	1	1	1	1				53		10416&3724|100053|conditiontext_100053|0|conditiontips_0;10416&3723|100052|conditiontext_100052|14|conditiontips_14;10416&3722|100051|conditiontext_100051|17|conditiontips_17;10416&3721|100050|conditiontext_100050|13|conditiontips_13;10416&3720|100049|conditiontext_100049|17|conditiontips_17;10416&3719|100048|conditiontext_100048|13|conditiontips_13;10416&3718|100047|conditiontext_100047|1|conditiontips_1;10416&3717|100046|conditiontext_100046|0|conditiontips_0	repute_jianghu|60418383
81508	苏州桃花岛		s740606	7			14	14					3174								title_81508	context_81508	accept_81508_1;menu_81508_1	complete_81508		target_81508		next_81508	CanAcceptMenu_81508		CompleteMenu_81508					1	1	1	1	1				53			repute_jianghu|60418383
81509	苏州桃花岛		s740606	5			14	14					3174								title_81509	context_81509	accept_81509_1;menu_81509_1	complete_81509		target_81509		next_81509	CanAcceptMenu_81509		CompleteMenu_81509					1	1	1	1	1				53			repute_jianghu|60418383
81510	苏州桃花岛		s740606	5			14	14					3174								title_81510	context_81510	accept_81510_1;menu_81510_1	complete_81510		target_81510		next_81510	CanAcceptMenu_81510		CompleteMenu_81510					1	1	1	1	1				53		10416&3724|100053|conditiontext_100053|0|conditiontips_0;10416&3723|100052|conditiontext_100052|14|conditiontips_14;10416&3722|100051|conditiontext_100051|17|conditiontips_17;10416&3721|100050|conditiontext_100050|13|conditiontips_13;10416&3720|100049|conditiontext_100049|17|conditiontips_17;10416&3719|100048|conditiontext_100048|13|conditiontips_13;10416&3718|100047|conditiontext_100047|1|conditiontips_1;10416&3717|100046|conditiontext_100046|0|conditiontips_0	repute_jianghu|60418383
81511	苏州桃花岛		s740606	5			14	14					3174								title_81511	context_81511	accept_81511_1;menu_81511_1	complete_81511		target_81511		next_81511	CanAcceptMenu_81511		CompleteMenu_81511					1	1	1	1	1				53			repute_jianghu|60418383
81512	苏州桃花岛		s740606	5			14	14					3174								title_81512	context_81512	accept_81512_1;menu_81512_1	complete_81512		target_81512		next_81512	CanAcceptMenu_81512		CompleteMenu_81512					1	1	1	1	1				53		10416&3724|100053|conditiontext_100053|0|conditiontips_0;10416&3723|100052|conditiontext_100052|14|conditiontips_14;10416&3722|100051|conditiontext_100051|17|conditiontips_17;10416&3721|100050|conditiontext_100050|13|conditiontips_13;10416&3720|100049|conditiontext_100049|17|conditiontips_17;10416&3719|100048|conditiontext_100048|13|conditiontips_13;10416&3718|100047|conditiontext_100047|1|conditiontips_1;10416&3717|100046|conditiontext_100046|0|conditiontips_0	repute_jianghu|60418383
