STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Title	Step	SearchID	AcceptArea	Line	AcceptNpc	SubmitNpc	AcceptSceneID	SubmitSceneID	AutoAcceptID	AutoSubmit	PreTaskLimit	NextTaskLimit	AcceptLimit	SubmitLimit	SubFunction	TaskItemList	RefreshMonster	TimeLimitLength	SubmitNpcEx	TaskScript	TitleId	ContextId	AcceptDialogId	CompleteDialogId	UnCompleteDialogId	TaskTargetId	TrackInfoID	LineNextInfo	CanAcceptMenu	UncompleteMenu	CompleteMenu	AcceptMovie	SubmitMovie	DramaAccept	DramaSubmit	CanGiveup	ShareType	RepeatType	RepeatPeriod	CountDayLimit	DifficultCoefficient	DifficultLevel	ReputationLimit	AcceptRepLimit 	ConditionPrize	ReputationLimit	AcceptReputationLimit
80850	¼¦Ãùæä	story¼¦Ãùæä³¤ÇàÁë	s720101		5	JMYCYH008	JMYCYH008	4	4				80888	11078						SubmitNpcEx_80850		title_80850	context_80850	accept_80850_1;menu_80850_1	complete_80850;submit_80850	uncom_80850	target_80850	task_TrackInfo_80850	next_80850	CanAcceptMenu_80850	UncompleteMenu_80850	CompleteMenu_80850					1	1	1	1	1							
80867	¼¦Ãùæä	story¼¦Ãùæä³¤ÇàÁë	s720101	1	5	WorldNpc10959	WorldNpc10959	4	4					15539;25665								title_80867	context_80867	accept_80867_1;menu_80867_1	complete_80867	uncom_80867	target_80867	task_TrackInfo_80867	next_80867	CanAcceptMenu_80867	UncompleteMenu_80867	CompleteMenu_80867					1	1	1	1	1					10416&3679|100008|conditiontext_100008|0|conditiontips_0;10416&3678|100007|conditiontext_100007|14|conditiontips_14;10416&3677|100006|conditiontext_100006|17|conditiontips_17;10416&3676|100005|conditiontext_100005|13|conditiontips_13;10416&3675|100004|conditiontext_100004|17|conditiontips_17;10416&3674|100003|conditiontext_100003|13|conditiontips_13;10416&3673|100002|conditiontext_100002|1|conditiontips_1;10416&3672|100001|conditiontext_100001|0|conditiontips_0		repute_jianghu|700
80868	¼¦Ãùæä	story¼¦Ãùæä³¤ÇàÁë	s720101	1	7	WorldNpc10960	WorldNpc10960	4	4					3174;15539;10416;3672;25665								title_80868	context_80868	accept_80868_1;menu_80868_1	complete_80868	uncom_80868	target_80868	task_TrackInfo_80868	next_80868	CanAcceptMenu_80868	UncompleteMenu_80868	CompleteMenu_80868					1	1	1	1	1							repute_jianghu|60418383
80869	¼¦Ãùæä	story¼¦Ãùæä³¤ÇàÁë	s720101		5	JMYCYH009	JMYCYH009	4	4			80888								SubmitNpcEx_80869		title_80869	context_80869	accept_80869_1;menu_80869_1	complete_80869	uncom_80869	target_80869	task_TrackInfo_80869	next_80869	CanAcceptMenu_80869	UncompleteMenu_80869	CompleteMenu_80869					1	1	1	1	1							
80880	¼¦Ãùæä	hunter¼¦Ãùæä³¤ÇàÁë	s720101	1	5	WorldNpc10713	WorldNpc10713	4	4					15539;25665								title_80880	context_80880	accept_80880_1;menu_80880_1	complete_80880	uncom_80880	target_80880	task_TrackInfo_80880	next_80880	CanAcceptMenu_80880	UncompleteMenu_80880	CompleteMenu_80880					1	1	1	1	1					10416&3679|100008|conditiontext_100008|0|conditiontips_0;10416&3678|100007|conditiontext_100007|14|conditiontips_14;10416&3677|100006|conditiontext_100006|17|conditiontips_17;10416&3676|100005|conditiontext_100005|13|conditiontips_13;10416&3675|100004|conditiontext_100004|17|conditiontips_17;10416&3674|100003|conditiontext_100003|13|conditiontips_13;10416&3673|100002|conditiontext_100002|1|conditiontips_1;10416&3672|100001|conditiontext_100001|0|conditiontips_0		repute_jianghu|700
80883	¼¦Ãùæä	interact¼¦Ãùæä³¤ÇàÁëhunter¼¦Ãùæä³¤ÇàÁëhunter¼¦Ãùæä³¤ÇàÁëgather¼¦Ãùæä³¤ÇàÁë	s720101	1	7		WorldNpc10935	4	4					15539;10416;3676;25665								title_80883	context_80883	accept_80883_1;menu_80883_1	complete_80883	uncom_80883	target_80883	task_TrackInfo_80883	next_80883	CanAcceptMenu_80883	UncompleteMenu_80883	CompleteMenu_80883					1	1	1	1	1							repute_jianghu|700
80888	¼¦Ãùæä	hunter¼¦Ãùæä³¤ÇàÁëgather¼¦Ãùæä³¤ÇàÁë	s720101		5	JMYCYH008	JMYCYH008	4	4			80850	80869				16628			SubmitNpcEx_80888		title_80888	context_80888	accept_80888_1;menu_80888_1	complete_80888	uncom_80888	target_80888	task_TrackInfo_80888	next_80888	CanAcceptMenu_80888	UncompleteMenu_80888	CompleteMenu_80888					1	1	1	1	1							
80891	¼¦Ãùæä	interact¼¦Ãùæä³¤ÇàÁëinteract¼¦Ãùæä³¤ÇàÁë	s720101	1	7	WorldNpc10950	WorldNpc10950	4	4					3174;10416;3679;15539;25665								title_80891	context_80891	accept_80891_1;menu_80891_1	complete_80891	uncom_80891	target_80891	task_TrackInfo_80891	next_80891	CanAcceptMenu_80891	UncompleteMenu_80891	CompleteMenu_80891					1	1	1	1	1							repute_jianghu|60418383
80892	¼¦Ãùæä		s720101		5		WorldNpc10684	4	4			80934					16629;16630					title_80892	context_80892	accept_80892_1;menu_80892_1	complete_80892;submit_80892	uncom_80892	target_80892	task_TrackInfo_80892	next_80892	CanAcceptMenu_80892	UncompleteMenu_80892	CompleteMenu_80892					0	0	0	0	0							
80894	¼¦Ãùæä	interact¼¦Ãùæä³¤ÇàÁëinteract¼¦Ãùæä³¤ÇàÁë	s720101	1	5	WorldNpc10953	WorldNpc10953	4	4					15539;25665								title_80894	context_80894	accept_80894_1;menu_80894_1	complete_80894	uncom_80894	target_80894	task_TrackInfo_80894	next_80894	CanAcceptMenu_80894	UncompleteMenu_80894	CompleteMenu_80894					1	1	1	1	1					10416&3679|100008|conditiontext_100008|0|conditiontips_0;10416&3678|100007|conditiontext_100007|14|conditiontips_14;10416&3677|100006|conditiontext_100006|17|conditiontips_17;10416&3676|100005|conditiontext_100005|13|conditiontips_13;10416&3675|100004|conditiontext_100004|17|conditiontips_17;10416&3674|100003|conditiontext_100003|13|conditiontips_13;10416&3673|100002|conditiontext_100002|1|conditiontips_1;10416&3672|100001|conditiontext_100001|0|conditiontips_0		repute_jianghu|700
80895	¼¦Ãùæä	interact¼¦Ãùæä³¤ÇàÁëinteract¼¦Ãùæä³¤ÇàÁë	s720101	1	5	WorldNpc10954	WorldNpc10954	4	4					15539;25665								title_80895	context_80895	accept_80895_1;menu_80895_1	complete_80895	uncom_80895	target_80895	task_TrackInfo_80895	next_80895	CanAcceptMenu_80895	UncompleteMenu_80895	CompleteMenu_80895					1	1	1	1	1					10416&3679|100008|conditiontext_100008|0|conditiontips_0;10416&3678|100007|conditiontext_100007|14|conditiontips_14;10416&3677|100006|conditiontext_100006|17|conditiontips_17;10416&3676|100005|conditiontext_100005|13|conditiontips_13;10416&3675|100004|conditiontext_100004|17|conditiontips_17;10416&3674|100003|conditiontext_100003|13|conditiontips_13;10416&3673|100002|conditiontext_100002|1|conditiontips_1;10416&3672|100001|conditiontext_100001|0|conditiontips_0		repute_jianghu|700
80896	¼¦Ãùæä		s720101		5		WorldNpc10684	4	4			80934										title_80896	context_80896	accept_80896_1;menu_80896_1	complete_80896;submit_80896	uncom_80896	target_80896	task_TrackInfo_80896	next_80896	CanAcceptMenu_80896	UncompleteMenu_80896	CompleteMenu_80896					0	0	0	0	0							
80897	¼¦Ãùæä	hunter¼¦Ãùæä³¤ÇàÁëhunter¼¦Ãùæä³¤ÇàÁë	s720101	1	7		WorldNpc10956	4	4					10416;3674;15539;25665								title_80897	context_80897	accept_80897_1;menu_80897_1	complete_80897	uncom_80897	target_80897	task_TrackInfo_80897	next_80897	CanAcceptMenu_80897	UncompleteMenu_80897	CompleteMenu_80897					1	1	1	1	1							repute_jianghu|700
80901	¼¦Ãùæä		s720101		5		WorldNpc10684	4	4			80934										title_80901	context_80901	accept_80901_1;menu_80901_1	complete_80901;submit_80901	uncom_80901	target_80901	task_TrackInfo_80901	next_80901	CanAcceptMenu_80901	UncompleteMenu_80901	CompleteMenu_80901					0	0	0	0	0							
80904	¼¦Ãùæä	hunter¼¦Ãùæä³¤ÇàÁëgather¼¦Ãùæä³¤ÇàÁë	s720101	1	5	WorldNpc10983	WorldNpc10983	4	4					15539;25665								title_80904	context_80904	accept_80904_1;menu_80904_1	complete_80904	uncom_80904	target_80904	task_TrackInfo_80904	next_80904	CanAcceptMenu_80904	UncompleteMenu_80904	CompleteMenu_80904					1	1	1	1	1					10416&3679|100008|conditiontext_100008|0|conditiontips_0;10416&3678|100007|conditiontext_100007|14|conditiontips_14;10416&3677|100006|conditiontext_100006|17|conditiontips_17;10416&3676|100005|conditiontext_100005|13|conditiontips_13;10416&3675|100004|conditiontext_100004|17|conditiontips_17;10416&3674|100003|conditiontext_100003|13|conditiontips_13;10416&3673|100002|conditiontext_100002|1|conditiontips_1;10416&3672|100001|conditiontext_100001|0|conditiontips_0		repute_jianghu|700
80912	¼¦Ãùæä	hunter¼¦Ãùæä³¤ÇàÁëgather¼¦Ãùæä³¤ÇàÁë	s720101	1	7	WorldNpc10706	WorldNpc10706	4	4					3174;15539;10416;3677;25665								title_80912	context_80912	accept_80912_1;menu_80912_1	complete_80912	uncom_80912	target_80912	task_TrackInfo_80912	next_80912	CanAcceptMenu_80912	UncompleteMenu_80912	CompleteMenu_80912					1	1	1	1	1							repute_jianghu|60418383
80913	¼¦Ãùæä	hunter¼¦Ãùæä³¤ÇàÁëgather¼¦Ãùæä³¤ÇàÁë	s720101	1	5	WorldNpc10707	WorldNpc10707	4	4					15539;25665								title_80913	context_80913	accept_80913_1;menu_80913_1	complete_80913	uncom_80913	target_80913	task_TrackInfo_80913	next_80913	CanAcceptMenu_80913	UncompleteMenu_80913	CompleteMenu_80913					1	1	1	1	1					10416&3679|100008|conditiontext_100008|0|conditiontips_0;10416&3678|100007|conditiontext_100007|14|conditiontips_14;10416&3677|100006|conditiontext_100006|17|conditiontips_17;10416&3676|100005|conditiontext_100005|13|conditiontips_13;10416&3675|100004|conditiontext_100004|17|conditiontips_17;10416&3674|100003|conditiontext_100003|13|conditiontips_13;10416&3673|100002|conditiontext_100002|1|conditiontips_1;10416&3672|100001|conditiontext_100001|0|conditiontips_0		repute_jianghu|700
80931	¼¦Ãùæä	gather¼¦Ãùæä³¤ÇàÁë	s720101	1	5	WorldNpc10928	WorldNpc10928	4	4					15539;25665								title_80931	context_80931	accept_80931_1;menu_80931_1	complete_80931	uncom_80931	target_80931	task_TrackInfo_80931	next_80931	CanAcceptMenu_80931	UncompleteMenu_80931	CompleteMenu_80931					1	1	1	1	1					10416&3679|100008|conditiontext_100008|0|conditiontips_0;10416&3678|100007|conditiontext_100007|14|conditiontips_14;10416&3677|100006|conditiontext_100006|17|conditiontips_17;10416&3676|100005|conditiontext_100005|13|conditiontips_13;10416&3675|100004|conditiontext_100004|17|conditiontips_17;10416&3674|100003|conditiontext_100003|13|conditiontips_13;10416&3673|100002|conditiontext_100002|1|conditiontips_1;10416&3672|100001|conditiontext_100001|0|conditiontips_0		repute_jianghu|700
80934	¼¦Ãùæä	interact¼¦Ãùæä³¤ÇàÁë	s720101		5	WorldNpc10686		4	4				80892;80896;80901	11035								title_80934	context_80934	accept_80934_1;menu_80934_1	complete_80934	uncom_80934	target_80934	task_TrackInfo_80934	next_80934	CanAcceptMenu_80934	UncompleteMenu_80934	CompleteMenu_80934					0	0	0	0	0							
