STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Plot	Title	Step	SearchID	Line	AcceptNpc	SubmitNpc	SceneID	AcceptSceneID	SubmitSceneID	AutoAcceptID	AutoSubmit	PreTaskLimit	NextTaskLimit	NotShowMenu	Relation	LuckValue	AcceptLimit	SubmitLimit	AcceptDecMoney	SubFunction	TaskItemList	RefreshMonster	TimeLimitLength	SubmitNpcEx	TaskScript	TitleId	ContextId	AcceptDialogId	CompleteDialogId	UnCompleteDialogId	TaskTargetId	TrackInfoID	LineNextInfo	CanAcceptMenu	UncompleteMenu	CompleteMenu	AcceptMovie	SubmitMovie	DramaAccept	DramaSubmit	CanGiveup	ShareType	RepeatType	RepeatPeriod	CountDayLimit	DifficultCoefficient	DifficultLevel
86800				s1030101	10		worldnpc04101			5															SubmitNpcEx_86800		title_86800	context_86800	accept_86800_1;menu_86800_1	complete_86800;submit_86800		target_86800		next_86800	CanAcceptMenu_86800		CompleteMenu_86800					0	0	1	0	0		
86801				s1030101	10		worldnpc04101			5															SubmitNpcEx_86801		title_86801	context_86801	accept_86801_1;menu_86801_1	complete_86801;submit_86801		target_86801		next_86801	CanAcceptMenu_86801		CompleteMenu_86801					1	0	1	0	0		
86802				s1030101	10		worldnpc04101			5															SubmitNpcEx_86802		title_86802	context_86802	accept_86802_1;menu_86802_1	complete_86802;submit_86802		target_86802		next_86802	CanAcceptMenu_86802		CompleteMenu_86802					1	0	1	0	0		
86803				s1030101	10		worldnpc04101			5															SubmitNpcEx_86803		title_86803	context_86803	accept_86803_1;menu_86803_1	complete_86803;submit_86803		target_86803		next_86803	CanAcceptMenu_86803		CompleteMenu_86803					1	0	1	0	0		
86804				s1030101	10		worldnpc04101			5															SubmitNpcEx_86804		title_86804	context_86804	accept_86804_1;menu_86804_1	complete_86804;submit_86804		target_86804		next_86804	CanAcceptMenu_86804		CompleteMenu_86804					1	0	1	0	0		
86805				s1030101	10		worldnpc04101			5															SubmitNpcEx_86805		title_86805	context_86805	accept_86805_1;menu_86805_1	complete_86805;submit_86805		target_86805		next_86805	CanAcceptMenu_86805		CompleteMenu_86805					0	0	1	0	0		
86806				s1030101	10		worldnpc04101			5															SubmitNpcEx_86806		title_86806	context_86806	accept_86806_1;menu_86806_1	complete_86806;submit_86806		target_86806			CanAcceptMenu_86806		CompleteMenu_86806					0	0	1	0	0		
86807				s1030101	10		worldnpc04101			5															SubmitNpcEx_86807		title_86807	context_86807	accept_86807_1;menu_86807_1	complete_86807;submit_86807		target_86807			CanAcceptMenu_86807		CompleteMenu_86807					1	0	1	0	0		
86808				s1030101	10		worldnpc04101			5															SubmitNpcEx_86808		title_86808	context_86808	accept_86808_1;menu_86808_1	complete_86808;submit_86808		target_86808			CanAcceptMenu_86808		CompleteMenu_86808					1	0	1	0	0		
