STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Plot	Title	Step	SearchID	Line	AcceptNpc	SubmitNpc	SceneID	AcceptSceneID	SubmitSceneID	AutoAcceptID	AutoSubmit	PreTaskLimit	NextTaskLimit	NotShowMenu	Relation	LuckValue	AcceptLimit	SubmitLimit	AcceptDecMoney	SubFunction	TaskItemList	RefreshMonster	TimeLimitLength	SubmitNpcEx	TaskScript	TitleId	ContextId	AcceptDialogId	CompleteDialogId	UnCompleteDialogId	TaskTargetId	TrackInfoID	LineNextInfo	CanAcceptMenu	UncompleteMenu	CompleteMenu	AcceptMovie	SubmitMovie	DramaAccept	DramaSubmit	CanGiveup	ShareType	RepeatType	RepeatPeriod	CountDayLimit	DifficultCoefficient	DifficultLevel	NeedVip
55001	70			s1240101	2	sl158	sl158		12	12				55002				25359							SubmitNpcEx_55001		title_55001	context_55001	accept_55001_1;menu_55001_1	complete_55001;submit_55001		target_55001		next_55001	CanAcceptMenu_55001		CompleteMenu_55001					0	0	0					
55002	70			s1240101	2	sl158	WorldNpc00492		12	12			55001	55003				834							SubmitNpcEx_55002		title_55002	context_55002	accept_55002_1;menu_55002_1	complete_55002;submit_55002		target_55002		next_55002	CanAcceptMenu_55002		CompleteMenu_55002					0	0	0					
55003	70			s1240101	2	WorldNpc00492	sl074		12	12	55004		55002	55004				834							SubmitNpcEx_55003		title_55003	context_55003	accept_55003_1;menu_55003_1	complete_55003;submit_55003		target_55003		next_55003	CanAcceptMenu_55003		CompleteMenu_55003					0	0	0					
55004	70			s1240101	2	sl158	sl158		12	12			55003	55005				834							SubmitNpcEx_55004		title_55004	context_55004	accept_55004_1;menu_55004_1	complete_55004;submit_55004		target_55004		next_55004	CanAcceptMenu_55004		CompleteMenu_55004					0	0	0					
55005	70			s1240101	2	sl158	sz311		12	14			55004	55006				834							SubmitNpcEx_55005		title_55005	context_55005	accept_55005_1;menu_55005_1	complete_55005;submit_55005		target_55005		next_55005	CanAcceptMenu_55005		CompleteMenu_55005					0	0	0					
55006	70			s1240101	2	sz311	sl158		14	14			55005					834							SubmitNpcEx_55006		title_55006	context_55006	accept_55006_1;menu_55006_1	complete_55006;submit_55006		target_55006		next_55006	CanAcceptMenu_55006		CompleteMenu_55006					0	0	0					
55007	71			s1240101	2	hbyd002	hbyd002		14	14				55008				25360							SubmitNpcEx_55007		title_55007	context_55007	accept_55007_1;menu_55007_1	complete_55007;submit_55007		target_55007		next_55007	CanAcceptMenu_55007		CompleteMenu_55007					0	0	0					
55008	71			s1240101	2	hbyd002	sl158		14	14			55007	55009				834				56001			SubmitNpcEx_55008		title_55008	context_55008	accept_55008_1;menu_55008_1	complete_55008;submit_55008		target_55008		next_55008	CanAcceptMenu_55008		CompleteMenu_55008					0	0	0					
55009	71			s1240101	2	sl158	sl158		12	12			55008	55010				834							SubmitNpcEx_55009		title_55009	context_55009	accept_55009_1;menu_55009_1	complete_55009;submit_55009		target_55009		next_55009	CanAcceptMenu_55009		CompleteMenu_55009					0	0	0					
