STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Title	Step	SearchID	AcceptArea	Line	AcceptNpc	SubmitNpc	AcceptSceneID	SubmitSceneID	AutoAcceptID	AutoSubmit	PreTaskLimit	NextTaskLimit	AcceptLimit	SubmitLimit	SubFunction	TaskItemList	TimeLimitLength	SubmitNpcEx	TaskScript	TitleId	ContextId	AcceptDialogId	CompleteDialogId	UnCompleteDialogId	TaskTargetId	TrackInfoID	LineNextInfo	CanAcceptMenu	UncompleteMenu	CompleteMenu	AcceptMovie	SubmitMovie	DramaAccept	DramaSubmit	CanGiveup	ShareType	RepeatType	RepeatPeriod	CountDayLimit	NeedVip	TimeLimitLenghtEx	Plot	NotShowMenu	Relation	LuckValue	AcceptDecMoney	ReputationLimit	AcceptRepLimit 	ConditionPrize	ReputationLimit	AcceptReputationLimit
85500	少林主建筑群	interact少林寺	s940101	251	5	WorldNpc00201	WorldNpc00201	12	12					15539;25665			26603				title_85500	context_85500	accept_85500_1;menu_85500_1	complete_85500	uncom_85500	target_85500	task_TrackInfo_85500	next_85500	CanAcceptMenu_85500	UncompleteMenu_85500	CompleteMenu_85500					1	1	1	1	1												repute_jianghu|700
85501	少林主建筑群	interact少林寺	s940101	251	5	WorldNpc00202	WorldNpc00202	12	12					15539;25665			26607				title_85501	context_85501	accept_85501_1;menu_85501_1	complete_85501	uncom_85501	target_85501	task_TrackInfo_85501		CanAcceptMenu_85501	UncompleteMenu_85501	CompleteMenu_85501					1		1	1	1										10416&3688|100017|conditiontext_100017|0|conditiontips_0;10416&3687|100016|conditiontext_100016|14|conditiontips_14;10416&3686|100015|conditiontext_100015|17|conditiontips_17;10416&3684|100013|conditiontext_100013|17|conditiontips_17;10416&3683|100012|conditiontext_100012|13|conditiontips_13;10416&3682|100011|conditiontext_100011|1|conditiontips_1;10416&3681|100010|conditiontext_100010|0|conditiontips_0		repute_jianghu|700
85502	少林主建筑群	interact少林寺	s940101	251	5	WorldNpc00203	WorldNpc00203	12	12					15539;25665			26604				title_85502	context_85502	accept_85502_1;menu_85502_1	complete_85502	uncom_85502	target_85502	task_TrackInfo_85502		CanAcceptMenu_85502	UncompleteMenu_85502	CompleteMenu_85502					1	1	1	1	1												repute_jianghu|700
85503	少林主建筑群	interact少林寺	s940101	251	5	WorldNpc00204	WorldNpc00204	12	12					15539;25665			26605		SubmitNpcEx_85503		title_85503	context_85503	accept_85503_1;menu_85503_1	complete_85503	uncom_85503	target_85503	task_TrackInfo_85503	next_85503	CanAcceptMenu_85503	UncompleteMenu_85503	CompleteMenu_85503					1		1	1	1										10416&3688|100017|conditiontext_100017|0|conditiontips_0;10416&3687|100016|conditiontext_100016|14|conditiontips_14;10416&3686|100015|conditiontext_100015|17|conditiontips_17;10416&3684|100013|conditiontext_100013|17|conditiontips_17;10416&3683|100012|conditiontext_100012|13|conditiontips_13;10416&3682|100011|conditiontext_100011|1|conditiontips_1;10416&3681|100010|conditiontext_100010|0|conditiontips_0		repute_jianghu|700
85505	少林主建筑群	interact少林寺collect少林寺	s940101	251	7	WorldNpc00206	WorldNpc00206	12	12					3174;15539;10416;3685;25665			26609				title_85505	context_85505	accept_85505_1;menu_85505_1	complete_85505	uncom_85505	target_85505	task_TrackInfo_85505		CanAcceptMenu_85505	UncompleteMenu_85505	CompleteMenu_85505					1	1	1	1	1												repute_jianghu|60418383
85508	少林主建筑群	interact太平村hunter太平村	s940101	251	5	WorldNpc00209	WorldNpc00209	12	12					15539;25665							title_85508	context_85508	accept_85508_1;menu_85508_1	complete_85508	uncom_85508	target_85508	task_TrackInfo_85508		CanAcceptMenu_85508	UncompleteMenu_85508	CompleteMenu_85508					1	1	1	1	1												repute_jianghu|700
85515	少林主建筑群	interact少林寺	s940101	251	5	WorldNpc00216	WorldNpc00216	12	12					15539;25665							title_85515	context_85515	accept_85515_1;menu_85515_1	complete_85515	uncom_85515	target_85515	task_TrackInfo_85515		CanAcceptMenu_85515	UncompleteMenu_85515	CompleteMenu_85515					1		1	1	1										10416&3688|100017|conditiontext_100017|0|conditiontips_0;10416&3687|100016|conditiontext_100016|14|conditiontips_14;10416&3686|100015|conditiontext_100015|17|conditiontips_17;10416&3684|100013|conditiontext_100013|17|conditiontips_17;10416&3683|100012|conditiontext_100012|13|conditiontips_13;10416&3682|100011|conditiontext_100011|1|conditiontips_1;10416&3681|100010|conditiontext_100010|0|conditiontips_0		repute_jianghu|700
85517	少林主建筑群	interact少林寺	s940101	251	5	WorldNpc00218	WorldNpc00218	12	12					15539;25665			26615				title_85517	context_85517	accept_85517_1;menu_85517_1	complete_85517	uncom_85517	target_85517	task_TrackInfo_85517		CanAcceptMenu_85517	UncompleteMenu_85517	CompleteMenu_85517					1	1	1	1	1												repute_jianghu|700
85518	少林主建筑群	interact少林寺	s940101	251	7	WorldNpc00219	WorldNpc00219	12	12					3174;15539;10416;3682;25665							title_85518	context_85518	accept_85518_1;menu_85518_1	complete_85518	uncom_85518	target_85518	task_TrackInfo_85518		CanAcceptMenu_85518	UncompleteMenu_85518	CompleteMenu_85518					1	1	1	1	1												repute_jianghu|60418383
