STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Plot	Title	Step	SearchID	Line	AcceptNpc	SubmitNpc	SceneID	AcceptSceneID	SubmitSceneID	AutoAcceptID	AutoSubmit	PreTaskLimit	NextTaskLimit	NotShowMenu	Relation	LuckValue	AcceptLimit	AcceptReputationLimit	ReputationLimit	SubmitLimit	AcceptDecMoney	SubFunction	TaskItemList	RefreshMonster	TimeLimitLength	SubmitNpcEx	TaskScript	TitleId	ContextId	AcceptDialogId	CompleteDialogId	UnCompleteDialogId	TaskTargetId	TrackInfoID	LineNextInfo	CanAcceptMenu	UncompleteMenu	CompleteMenu	AcceptMovie	SubmitMovie	DramaAccept	DramaSubmit	CanGiveup	ShareType	RepeatType	RepeatPeriod	CountDayLimit	NeedVip	TimeLimitLenghtEx	AcceptArea	AcceptRepLimit	ConditionPrize
82450		≈Ó¿≥œ…æ≥≈Ó¿≥ÀÆ≥«		s790101	5	WorldNpc02087	WorldNpc02087		19	19								3174;3164	repute_jianghu|60418383					37600					title_82450	context_82450	accept_82450_1;menu_82450_1	complete_82450		target_82450		next_82450	CanAcceptMenu_82450		CompleteMenu_82450					1	1	1	1	1			103		
82451		≈Ó¿≥œ…æ≥≈Ó¿≥ÀÆ≥«		s790101	5	WorldNpc02088	WorldNpc02088		19	19								3174;3164	repute_jianghu|60418383					37612					title_82451	context_82451	accept_82451_1;menu_82451_1	complete_82451		target_82451		next_82451	CanAcceptMenu_82451		CompleteMenu_82451					1	1	1	1	1			103		10416&3697|100026|conditiontext_100026|0|conditiontips_0;10416&3696|100025|conditiontext_100025|14|conditiontips_14;10416&3695|100024|conditiontext_100024|17|conditiontips_17;10416&3694|100023|conditiontext_100023|13|conditiontips_13;10416&3693|100022|conditiontext_100022|17|conditiontips_17;10416&3692|100021|conditiontext_100021|13|conditiontips_13;10416&3691|100020|conditiontext_100020|1|conditiontips_1;10416&3690|100019|conditiontext_100019|0|conditiontips_0
82452		≈Ó¿≥œ…æ≥≈Ó¿≥ÀÆ≥«		s790101	7	WorldNpc02003	WorldNpc02003		19	19								3174;3164;10416;3692	repute_jianghu|60418383										title_82452	context_82452	accept_82452_1;menu_82452_1	complete_82452		target_82452		next_82452	CanAcceptMenu_82452		CompleteMenu_82452					1	1	1	1	1			103		
82453		≈Ó¿≥œ…æ≥≈Ó¿≥ÀÆ≥«		s790101	5	WorldNpc02087	WorldNpc02087		19	19								3174;3164	repute_jianghu|60418383										title_82453	context_82453	accept_82453_1;menu_82453_1	complete_82453		target_82453		next_82453	CanAcceptMenu_82453		CompleteMenu_82453					1	1	1	1	1			103		
82454		≈Ó¿≥œ…æ≥≈Ó¿≥ÀÆ≥«		s790101	5	WorldNpc02002	WorldNpc02002		19	19								3174;3164	repute_jianghu|60418383										title_82454	context_82454	accept_82454_1;menu_82454_1	complete_82454		target_82454		next_82454	CanAcceptMenu_82454		CompleteMenu_82454					1	1	1	1	1			103		10416&3697|100026|conditiontext_100026|0|conditiontips_0;10416&3696|100025|conditiontext_100025|14|conditiontips_14;10416&3695|100024|conditiontext_100024|17|conditiontips_17;10416&3694|100023|conditiontext_100023|13|conditiontips_13;10416&3693|100022|conditiontext_100022|17|conditiontips_17;10416&3692|100021|conditiontext_100021|13|conditiontips_13;10416&3691|100020|conditiontext_100020|1|conditiontips_1;10416&3690|100019|conditiontext_100019|0|conditiontips_0
82455		≈Ó¿≥œ…æ≥≈Ó¿≥ÀÆ≥«		s790101	5	WorldNpc02002	WorldNpc02002		19	19								3174;3164	repute_jianghu|60418383					37611					title_82455	context_82455	accept_82455_1;menu_82455_1	complete_82455		target_82455		next_82455	CanAcceptMenu_82455		CompleteMenu_82455					1	1	1	1	1			103		
82456		≈Ó¿≥œ…æ≥≈Ó¿≥ÀÆ≥«		s790101	5	WorldNpc02088	WorldNpc02088		19	19								3174;3164	repute_jianghu|60418383										title_82456	context_82456	accept_82456_1;menu_82456_1	complete_82456		target_82456		next_82456	CanAcceptMenu_82456		CompleteMenu_82456					1	1	1	1	1			103		10416&3697|100026|conditiontext_100026|0|conditiontips_0;10416&3696|100025|conditiontext_100025|14|conditiontips_14;10416&3695|100024|conditiontext_100024|17|conditiontips_17;10416&3694|100023|conditiontext_100023|13|conditiontips_13;10416&3693|100022|conditiontext_100022|17|conditiontips_17;10416&3692|100021|conditiontext_100021|13|conditiontips_13;10416&3691|100020|conditiontext_100020|1|conditiontips_1;10416&3690|100019|conditiontext_100019|0|conditiontips_0
82457		≈Ó¿≥œ…æ≥≈Ó¿≥ÀÆ≥«		s790101	7	WorldNpc02116	WorldNpc02116		19	19								3174;3164;10416;3693	repute_jianghu|60418383										title_82457	context_82457	accept_82457_1;menu_82457_1	complete_82457		target_82457		next_82457	CanAcceptMenu_82457		CompleteMenu_82457					1	1	1	1	1			103		
82458		≈Ó¿≥œ…æ≥≈Ó¿≥ÀÆ≥«		s790101	5	WorldNpc02127	WorldNpc02127		19	19								3174;3164	repute_jianghu|60418383										title_82458	context_82458	accept_82458_1;menu_82458_1	complete_82458		target_82458		next_82458	CanAcceptMenu_82458		CompleteMenu_82458					1	1	1	1	1			103		
