STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Title	Step	SearchID	Line	AcceptNpc	SubmitNpc	AcceptSceneID	SubmitSceneID	AutoAcceptID	AutoSubmit	PreTaskLimit	NextTaskLimit	AcceptLimit	SubmitLimit	SubFunction	TaskItemList	RefreshMonster	TimeLimitLength	SubmitNpcEx	TaskScript	TitleId	ContextId	AcceptDialogId	CompleteDialogId	UnCompleteDialogId	TaskTargetId	TrackInfoID	LineNextInfo	CanAcceptMenu	UncompleteMenu	CompleteMenu	AcceptMovie	SubmitMovie	DramaAccept	DramaSubmit	CanGiveup	ShareType	RepeatType	RepeatPeriod	CountDayLimit	DifficultCoefficient	DifficultLevel	ReputationLimit	AcceptArea	AcceptRepLimit	ConditionPrize	AcceptReputationLimit
85051	∂Î√º‘∆∂•		s920303	7			10	10					3174								title_85051	context_85051	accept_85051_1;menu_85051_1	complete_85051		target_85051		next_85051	CanAcceptMenu_85051		CompleteMenu_85051					1	0	1	1	1				232			repute_jianghu|60418383
85053	∂Î√º‘∆∂•		s920303	5			10	10					3174								title_85053	context_85053	accept_85053_1;menu_85053_1	complete_85053		target_85053		next_85053	CanAcceptMenu_85053		CompleteMenu_85053					1	0	1	1	1				232			repute_jianghu|60418383
85055	∂Î√º‘∆∂•		s920303	7			10	10					3174								title_85055	context_85055	accept_85055_1;menu_85055_1	complete_85055		target_85055		next_85055	CanAcceptMenu_85055		CompleteMenu_85055					1	0	1	1	1				232			repute_jianghu|60418383
85056	∂Î√º‘∆∂•		s920303	5			10	10					3174								title_85056	context_85056	accept_85056_1;menu_85056_1	complete_85056		target_85056		next_85056	CanAcceptMenu_85056		CompleteMenu_85056					1	0	1	1	1				232			repute_jianghu|60418383
85057	∂Î√º‘∆∂•		s920303	5			10	10					3174								title_85057	context_85057	accept_85057_1;menu_85057_1	complete_85057		target_85057		next_85057	CanAcceptMenu_85057		CompleteMenu_85057					1	0	1	1	1				232			repute_jianghu|60418383
85058	∂Î√º‘∆∂•		s920303	7			10	10					3174								title_85058	context_85058	accept_85058_1;menu_85058_1	complete_85058		target_85058		next_85058	CanAcceptMenu_85058		CompleteMenu_85058					1	0	1	1	1				232			repute_jianghu|60418383
85064	∂Î√º‘∆∂•		s920303	5			10	10					3174								title_85064	context_85064	accept_85064_1;menu_85064_1	complete_85064		target_85064		next_85064	CanAcceptMenu_85064		CompleteMenu_85064					1	0	1	1	1				232		10416&3751|100080|conditiontext_100080|0|conditiontips_0;10416&3750|100079|conditiontext_100079|14|conditiontips_14;10416&3749|100078|conditiontext_100078|17|conditiontips_17;10416&3747|100076|conditiontext_100076|17|conditiontips_17;10416&3746|100075|conditiontext_100075|13|conditiontips_13;10416&3745|100074|conditiontext_100074|1|conditiontips_1;10416&3744|100073|conditiontext_100073|0|conditiontips_0	repute_jianghu|60418383
85065	∂Î√º‘∆∂•		s920303	5			10	10					3174								title_85065	context_85065	accept_85065_1;menu_85065_1	complete_85065		target_85065		next_85065	CanAcceptMenu_85065		CompleteMenu_85065					1	0	1	1	1				232		10416&3751|100080|conditiontext_100080|0|conditiontips_0;10416&3750|100079|conditiontext_100079|14|conditiontips_14;10416&3749|100078|conditiontext_100078|17|conditiontips_17;10416&3747|100076|conditiontext_100076|17|conditiontips_17;10416&3746|100075|conditiontext_100075|13|conditiontips_13;10416&3745|100074|conditiontext_100074|1|conditiontips_1;10416&3744|100073|conditiontext_100073|0|conditiontips_0	repute_jianghu|60418383
85066	∂Î√º‘∆∂•		s920303	5			10	10					3174								title_85066	context_85066	accept_85066_1;menu_85066_1	complete_85066		target_85066		next_85066	CanAcceptMenu_85066		CompleteMenu_85066					1	0	1	1	1				232		10416&3751|100080|conditiontext_100080|0|conditiontips_0;10416&3750|100079|conditiontext_100079|14|conditiontips_14;10416&3749|100078|conditiontext_100078|17|conditiontips_17;10416&3747|100076|conditiontext_100076|17|conditiontips_17;10416&3746|100075|conditiontext_100075|13|conditiontips_13;10416&3745|100074|conditiontext_100074|1|conditiontips_1;10416&3744|100073|conditiontext_100073|0|conditiontips_0	repute_jianghu|60418383
