STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	RoundID	Plot	Title	Step	SearchID	Line	AcceptNpc	SubmitNpc	SceneID	AcceptSceneID	SubmitSceneID	AutoAcceptID	AutoSubmit	PreTaskLimit	NextTaskLimit	NotShowMenu	Relation	LuckValue	AcceptLimit	SubmitLimit	AcceptDecMoney	SubFunction	TaskItemList	RefreshMonster	TimeLimitLength	SubmitNpcEx	TaskScript	TitleId	ContextId	AcceptDialogId	CompleteDialogId	UnCompleteDialogId	TaskTargetId	TrackInfoID	LineNextInfo	CanAcceptMenu	UncompleteMenu	CompleteMenu	AcceptMovie	SubmitMovie	DramaAccept	DramaSubmit	CanGiveup	ShareType	RepeatType	RepeatPeriod	CountDayLimit	DifficultCoefficient	DifficultLevel	ConditionPrize	AcceptBuffer	FastCompleteMoney	FastCompletePrize
21201					s1480401	13	npc_nlb_001			565		21202	1		21202				110007									title_21201	context_21201	accept_21201_1;menu_21201_1			target_21201		next_21201	CanAcceptMenu_21201							0	0	0								
21202					s1480401	13				22		21203	1	21201	21203													title_21202	context_21202				target_21202										0	0	0								
21203					s1480401	13				22		21204	1	21202	21204													title_21203	context_21203				target_21203										0	0	0								
21204					s1480401	13						21205	1	21203	21205													title_21204	context_21204				target_21204										0	0	0								
21205					s1480401	13						21206	1	21204	21206													title_21205	context_21205				target_21205										0	0	0								
21206					s1480401	13						21207	1	21205	21207													title_21206	context_21206				target_21206		next_21206								0	0	0								
21207					s1480401	13						21208	1	21206	21208													title_21207	context_21207				target_21207										0	0	0								
21208					s1480401	13		npc_nlb_010			565	21211		21207	21211													title_21208	context_21208		complete_21208;submit_21208		target_21208		next_21208			CompleteMenu_21208					0	0	0								
21209					s1480401							21210	1		21210																												0	0	0								
21210					s1480401							21211	1	21209	21211																												0	0	0								
21261					s1480501	13	npc_nlb_mxm01			15		21262	1		21262				109298;660;11116;109803				2761					title_21261	context_21261	accept_21261_1;menu_21261_1			target_21261			CanAcceptMenu_21261							0	0	0								
21262					s1480501	13						21263	1	21261	21263								2762					title_21262	context_21262				target_21262		next_21262								0	0	0								
21263					s1480501	13						21264	1	21262	21264													title_21263	context_21263				target_21263										0	0	0								
21264					s1480501	13						21265	1	21263	21265													title_21264	context_21264				target_21264										0	0	0								
21265					s1480501	13						21266	1	21264	21266													title_21265	context_21265				target_21265										0	0	0								
21266					s1480501	13						21282	1	21265	21282													title_21266	context_21266				target_21266										0	0	0								
21267					s1480501																																																
21268					s1480501	13	npc_nlb_mxm15			9		21269	1		21269				17052;1001;109803;114338									title_21268	context_21268	accept_21268_1;menu_21268_1			target_21268			CanAcceptMenu_21268							0	0	0								
21269					s1480501	13						21270	1	21268														title_21269	context_21269				target_21269										0	0	0								
21270					s1480501	13						21280	1	21269	21280													title_21270	context_21270				target_21270							6677			0	0	0								
21271					s1480501	13		npc_nlb_ww05			9	21235		20022	21235											SubmitNpcEx_21271		title_21271	context_21271		complete_21271;submit_21271		target_21271		next_21271			CompleteMenu_21271					0	0	0								
21272					s1480501																							title_21272																									
21273					s1480501	13						21274	1		21274								2750;2763					title_21273	context_21273	accept_21273_1;menu_21273_1			target_21273			CanAcceptMenu_21273				6678			0	0	0								
21274					s1480501	13						21275	1	21273	21275													title_21274	context_21274	accept_21274_1;menu_21274_1			target_21274		next_21274								0	0	0								
21275					s1480501	13						21276	1	21274	21276													title_21275	context_21275				target_21275										0	0	0								
21276					s1480501	13						21277	1	21275	21277													title_21276	context_21276	accept_21276_1;menu_21276_1			target_21276										0	0	0								
21277					s1480501	13						21278	1	21276	21278													title_21277	context_21277	accept_21277_1;menu_21277_1			target_21277										0	0	0								
21278					s1480501	13						21279	1	21277	21279													title_21278	context_21278				target_21278										0	0	0								
21279					s1480501	13						21281	1	21278	21281													title_21279	context_21279				target_21279										0	0	0								
21280					s1480501	13		npc_nlb_ww03			9	21235		21270	21235											SubmitNpcEx_21280		title_21280	context_21280	accept_21280_1;menu_21280_1	complete_21280;submit_21280		target_21280		next_21280			CompleteMenu_21280					0	0	0								
21281					s1480501	13		npc_nlb_ww16			9	21235		21279	21235											SubmitNpcEx_21281		title_21281	context_21281		complete_21281;submit_21281		target_21281		next_21281			CompleteMenu_21281					0	0	0								
21282					s1480501	13		npc_nlb_ww03			9	21235		21266;71692	21235											SubmitNpcEx_21282		title_21282	context_21282		complete_21282;submit_21282		target_21282		next_21282			CompleteMenu_21282					0	0	0								
21292	32				s1480201	13	npc_nlb_ww57	npc_nlb_ww57		565	565								110007							SubmitNpcEx_21292		title_21292	context_21292	accept_21292_1;menu_21292_1	complete_21292;submit_21292		target_21292			CanAcceptMenu_21292		CompleteMenu_21292					1	0	0								
21293	32				s1480201	13	npc_nlb_ww57	npc_nlb_ww57		565	565								110007							SubmitNpcEx_21293		title_21293	context_21292	accept_21293_1;menu_21293_1	complete_21293;submit_21293		target_21293			CanAcceptMenu_21293		CompleteMenu_21293					1	0	0								
21294	32				s1480201	13	npc_nlb_ww57	npc_nlb_ww57		565	565								110007							SubmitNpcEx_21294		title_21294	context_21292	accept_21294_1;menu_21294_1	complete_21294;submit_21294		target_21294			CanAcceptMenu_21294		CompleteMenu_21294					1	0	0								
21295	32				s1480201	13	npc_nlb_ww57	npc_nlb_ww57		565	565								110007							SubmitNpcEx_21295		title_21295	context_21292	accept_21295_1;menu_21295_1	complete_21295;submit_21295		target_21295			CanAcceptMenu_21295		CompleteMenu_21295					1	0	0								
21296	32				s1480201	13	npc_nlb_ww57	npc_nlb_ww57		565	565								110007							SubmitNpcEx_21296		title_21296	context_21292	accept_21296_1;menu_21296_1	complete_21296;submit_21296		target_21296			CanAcceptMenu_21296		CompleteMenu_21296					1	0	0								
21297	32				s1480201	13	npc_nlb_ww57	npc_nlb_ww57		565	565								110007							SubmitNpcEx_21297		title_21297	context_21292	accept_21297_1;menu_21297_1	complete_21297;submit_21297		target_21297			CanAcceptMenu_21297		CompleteMenu_21297					1	0	0								
21298	32				s1480201	13	npc_nlb_ww57	npc_nlb_ww57		565	565								110007							SubmitNpcEx_21298		title_21298	context_21292	accept_21298_1;menu_21298_1	complete_21298;submit_21298		target_21298			CanAcceptMenu_21298		CompleteMenu_21298					1	0	0								
21299	33				s1480201	13	npc_nlb_ww57	npc_nlb_ww57		565	565								110007							SubmitNpcEx_21299		title_21299	context_21299	accept_21299_1;menu_21299_1	complete_21299;submit_21299		target_21299			CanAcceptMenu_21299		CompleteMenu_21299					1	0	0								
21300	33				s1480201	13	npc_nlb_ww57	npc_nlb_ww57		565	565								110007							SubmitNpcEx_21300		title_21300	context_21299	accept_21300_1;menu_21300_1	complete_21300;submit_21300		target_21300			CanAcceptMenu_21300		CompleteMenu_21300					1	0	0								
21301	33				s1480201	13	npc_nlb_ww57	npc_nlb_ww57		565	565								110007							SubmitNpcEx_21301		title_21301	context_21299	accept_21301_1;menu_21301_1	complete_21301;submit_21301		target_21301			CanAcceptMenu_21301		CompleteMenu_21301					1	0	0								
21302	33				s1480201	13	npc_nlb_ww57	npc_nlb_ww57		565	565								110007							SubmitNpcEx_21302		title_21302	context_21299	accept_21302_1;menu_21302_1	complete_21302;submit_21302		target_21302			CanAcceptMenu_21302		CompleteMenu_21302					1	0	0								
