STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	RoundID	Plot	Title	Step	SearchID	Line	AcceptNpc	SubmitNpc	SceneID	AcceptSceneID	SubmitSceneID	AutoAcceptID	AutoSubmit	PreTaskLimit	NextTaskLimit	NotShowMenu	Relation	LuckValue	AcceptLimit	SubmitLimit	AcceptDecMoney	SubFunction	TaskItemList	RefreshMonster	TimeLimitLength	SubmitNpcEx	TaskScript	TitleId	ContextId	AcceptDialogId	CompleteDialogId	UnCompleteDialogId	TaskTargetId	TrackInfoID	LineNextInfo	CanAcceptMenu	UncompleteMenu	CompleteMenu	AcceptMovie	SubmitMovie	DramaAccept	DramaSubmit	CanGiveup	ShareType	RepeatType	RepeatPeriod	CountDayLimit	DifficultCoefficient	DifficultLevel	ConditionPrize	AcceptBuffer	FastCompleteMoney	FastCompletePrize
20526					s1460501	13	newmp_gumu_011	newmp_gumu_011		541	541	20528		20524	20528											SubmitNpcEx_20526		title_20526	context_20526	accept_20526_1;menu_20526_1	complete_20526;submit_20526		target_20526			CanAcceptMenu_20526		CompleteMenu_20526					0	0	0								
20528					s1460501	13	newmp_gumu_011	newmp_gumu_011		541	541			20526	20510											SubmitNpcEx_20528		title_20528	context_20528	accept_20528_1;menu_20528_1	complete_20528;submit_20528		target_20528			CanAcceptMenu_20528		CompleteMenu_20528					0	0	0								
20529					s1460501	13	newmp_gumu_001	newmp_gumu_001		541	541			20510	20532;20508											SubmitNpcEx_20529		title_20529	context_20529	accept_20529_1;menu_20529_1	complete_20529;submit_20529		target_20529			CanAcceptMenu_20529		CompleteMenu_20529					0	0	0								
20530					s1460501	13	newmp_gumu_016	newmp_gumu_016		541	541	20509		20532	20509				660							SubmitNpcEx_20530		title_20530	context_20530	accept_20530_1;menu_20530_1	complete_20530;submit_20530		target_20530			CanAcceptMenu_20530		CompleteMenu_20530		9637			0	0	0								
20524					s1460501	13	newmp_gumu_001	newmp_gumu_011		541	541			20535	20526											SubmitNpcEx_20524		title_20524	context_20524	accept_20524_1;menu_20524_1	complete_20524;submit_20524		target_20524			CanAcceptMenu_20524		CompleteMenu_20524					0	0	0								
20532					s1460501	13	newmp_gumu_001	newmp_gumu_016		541	541	20530		20529	20530				660							SubmitNpcEx_20532		title_20532	context_20532	accept_20532_1;menu_20532_1	complete_20532;submit_20532		target_20532			CanAcceptMenu_20532		CompleteMenu_20532					0	0	0								
20525					s1460501	13	newmp_gumu_001	newmp_gumu_001		541	541			20534;20505	20535											SubmitNpcEx_20525		title_20525	context_20525	accept_20525_1;menu_20525_1	complete_20525;submit_20525		target_20525		next_20525	CanAcceptMenu_20525		CompleteMenu_20525					0	0	0								
20523					s1460501	13	newmp_gumu_029	newmp_gumu_028		541	541			20515;20649	20527											SubmitNpcEx_20523		title_20523	context_20523	accept_20523_1;menu_20523_1	complete_20523;submit_20523		target_20523		next_20523	CanAcceptMenu_20523		CompleteMenu_20523					0	0	0								
20527					s1460501	13	newmp_gumu_028	newmp_gumu_027		541	541	20533		20523	20533											SubmitNpcEx_20527		title_20527	context_20527	accept_20527_1;menu_20527_1	complete_20527;submit_20527		target_20527		next_20527	CanAcceptMenu_20527		CompleteMenu_20527					0	0	0								
20533					s1460501	13	newmp_gumu_027	newmp_gumu_027		541	541	20534	1	20527	20534													title_20533	context_20533	accept_20533_1;menu_20533_1	complete_20533;submit_20533		target_20533			CanAcceptMenu_20533		CompleteMenu_20533					0	0	0								
20534					s1460501	13	newmp_gumu_027	newmp_gumu_001		541	541			20533	20525											SubmitNpcEx_20534		title_20534	context_20534	accept_20534_1;menu_20534_1	complete_20534;submit_20534		target_20534		next_20534	CanAcceptMenu_20534		CompleteMenu_20534					0	0	0								
20535					s1460501	13	newmp_gumu_001	newmp_gumu_001		541	541			20525	20524											SubmitNpcEx_20535		title_20535	context_20535	accept_20535_1;menu_20535_1	complete_20535;submit_20535		target_20535		next_20535	CanAcceptMenu_20535		CompleteMenu_20535					0	0	0								
