STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	RoundID	Plot	Title	Step	SearchID	Line	AcceptNpc	SubmitNpc	AcceptSceneID	SubmitSceneID	AutoAcceptID	AutoSubmit	PreTaskLimit	NextTaskLimit	AcceptLimit	SubmitLimit	SubFunction	TaskItemList	RefreshMonster	TimeLimitLength	SubmitNpcEx	TaskScript	TitleId	ContextId	AcceptDialogId	CompleteDialogId	UnCompleteDialogId	TaskTargetId	TrackInfoID	LineNextInfo	CanAcceptMenu	UncompleteMenu	CompleteMenu	AcceptMovie	SubmitMovie	DramaAccept	DramaSubmit	CanGiveup	ShareType	RepeatType	RepeatPeriod	CountDayLimit	DifficultCoefficient	DifficultLevel	ReputationLimit	AcceptReputationLimit	TiaozhanTime
71151					s1550601	15	newworld_ymsj_003		16		71152	1		71152	114794;114866								title_71151	context_71151	accept_71151_1;menu_71151_1			target_71151		next_71151	CanAcceptMenu_71151							0	0	0	0	0					
71152					s1550601	15		newworld_ymsj_003	16	16			71151	71153									title_71152	context_71152		complete_71152;submit_71152		target_71152		next_71152			CompleteMenu_71152					0	0	0	0	0					
71153					s1550601	15	newworld_ymsj_003	newworld_ymsj_003	16	16			71152	71154				71155					title_71153	context_71153	accept_71153_1;menu_71153_1	complete_71153;submit_71153		target_71153		next_71153	CanAcceptMenu_71153		CompleteMenu_71153					0	0	0	0	0					
71154					s1550601	15	newworld_ymsj_003		16	16	71155	1	71153	71155									title_71154	context_71154	accept_71154_1;menu_71154_1			target_71154		next_71154	CanAcceptMenu_71154							0	0	0	0	0					
71155					s1550601	15	WorldNpc10591	newworld_ymsj_002	16	16			71154	71156									title_71155	context_71155	accept_71155_1;menu_71155_1	complete_71155;submit_71155		target_71155		next_71155	CanAcceptMenu_71155		CompleteMenu_71155					0	0	0	0	0					
71156					s1550601	15	newworld_ymsj_002	newworld_ymsj_002	16	16	71157	1	71155	71157									title_71156	context_71156	accept_71156_1;menu_71156_1			target_71156		next_71156	CanAcceptMenu_71156							0	0	0	0	0					
71157					s1550602	15			16	16	71158	1	71156	71158									title_71157	context_71157	accept_71157_1;menu_71157_1			target_71157		next_71157	CanAcceptMenu_71157							0	0	0	0	0					
71158					s1550602	15					71159	1	71157	71159									title_71158	context_71158				target_71158		next_71158					9801			0	0	0	0	0					
71159					s1550602	15					71160	1	71158	71160									title_71159	context_71159				target_71159		next_71159								0	0	0	0	0					
71160					s1550602	15					71161	1	71159	71161									title_71160	context_71160				target_71160		next_71160								0	0	0	0	0					
71161					s1550603	15		ym_zybnpc_026		16			71160	71162									title_71161	context_71161		complete_71161;submit_71161		target_71161		next_71161			CompleteMenu_71161					0	0	0	0	0					
71162					s1550603	15	ym_zybnpc_026	bosszyb002	16	2			71161	71163									title_71162	context_71162	accept_71162_1;menu_71162_1	complete_71162;submit_71162		target_71162		next_71162	CanAcceptMenu_71162		CompleteMenu_71162					0	0	0	0	0					
71163					s1550603	15	bosszyb002	bosszyb002	2	2			71162	71164									title_71163	context_71163	accept_71163_1;menu_71163_1	complete_71163;submit_71163		target_71163		next_71163	CanAcceptMenu_71163		CompleteMenu_71163					0	0	0	0	0					
71164					s1550603	15	bosszyb002		2		71165	1	71163	71165									title_71164	context_71164	accept_71164_1;menu_71164_1			target_71164		next_71164	CanAcceptMenu_71164							0	0	0	0	0					
71165					s1550603	15		ym_zybnpc_021		2			71164	71166									title_71165	context_71165		complete_71165;submit_71165		target_71165		next_71165			CompleteMenu_71165					0	0	0	0	0					
71166					s1550604	15	ym_zybnpc_021		2		71167	1	71165	71167				71174;71175;71176					title_71166	context_71166	accept_71166_1;menu_71166_1			target_71166		next_71166	CanAcceptMenu_71166				9802			0	0	0	0	0					
71167					s1550604	15					71168	1	71166	71168									title_71167	context_71167				target_71167		next_71167								0	0	0	0	0					
