STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Title	Step	SearchID	Line	AcceptNpc	SubmitNpc	AcceptSceneID	SubmitSceneID	AutoAcceptID	AutoSubmit	PreTaskLimit	NextTaskLimit	AcceptLimit	SubmitLimit	SubFunction	TaskItemList	RefreshMonster	TimeLimitLength	SubmitNpcEx	TaskScript	TitleId	ContextId	AcceptDialogId	CompleteDialogId	UnCompleteDialogId	TaskTargetId	TrackInfoID	LineNextInfo	CanAcceptMenu	UncompleteMenu	CompleteMenu	AcceptMovie	SubmitMovie	DramaAccept	DramaSubmit	CanGiveup	ShareType	RepeatType	RepeatPeriod	CountDayLimit	DifficultCoefficient	DifficultLevel	ReputationLimit	AcceptArea	AcceptRepLimit	ConditionPrize	AcceptReputationLimit
84950	峨眉主建筑群		s920101	7		WorldNpc02921	10	10					15539;10416;3684;25665								title_84950	context_84950	accept_84950_1;menu_84950_1	complete_84950		target_84950		next_84950	CanAcceptMenu_84950		CompleteMenu_84950					1	1	1	1	1				231			repute_jianghu|700
84951	峨眉主建筑群		s920101	7		WorldNpc02612	10	10					15539;10416;3683;25665								title_84951	context_84951	accept_84951_1;menu_84951_1	complete_84951		target_84951		next_84951	CanAcceptMenu_84951		CompleteMenu_84951					1	1	1	1	1				231			repute_jianghu|700
84952	峨眉主建筑群		s920101	5	WorldNpc02608	WorldNpc02608	10	10					3174;25665			25615			SubmitNpcEx_84952		title_84952	context_84952	accept_84952_1;menu_84952_1	complete_84952;submit_84952		target_84952			CanAcceptMenu_84952		CompleteMenu_84952					1	1	1	1	1							repute_jianghu|60418383
84954	峨眉主建筑群		s920101	5	WorldNpc02929	WorldNpc02929	10	10					15539;25665								title_84954	context_84954	accept_84954_1;menu_84954_1	complete_84954		target_84954		next_84954	CanAcceptMenu_84954		CompleteMenu_84954					1	1	1	1	1				231			repute_jianghu|700
84955	峨眉主建筑群		s920101	5	WorldNpc02644	WorldNpc02644	10	10					15539;25665								title_84955	context_84955	accept_84955_1;menu_84955_1	complete_84955		target_84955		next_84955	CanAcceptMenu_84955		CompleteMenu_84955					1		1	1	1				231		10416&3688|100017|conditiontext_100017|0|conditiontips_0;10416&3687|100016|conditiontext_100016|14|conditiontips_14;10416&3686|100015|conditiontext_100015|17|conditiontips_17;10416&3684|100013|conditiontext_100013|17|conditiontips_17;10416&3683|100012|conditiontext_100012|13|conditiontips_13;10416&3682|100011|conditiontext_100011|1|conditiontips_1;10416&3681|100010|conditiontext_100010|0|conditiontips_0	repute_jianghu|700
84957	峨眉主建筑群		s920101	7		WorldNpc02609	10	10					15539;10416;3688;25665								title_84957	context_84957	accept_84957_1;menu_84957_1	complete_84957		target_84957		next_84957	CanAcceptMenu_84957		CompleteMenu_84957					1	1	1	1	1				231			repute_jianghu|60418383
84962	峨眉主建筑群		s920101	5	WorldNpc02636	WorldNpc02636	10	10					15539;25665								title_84962	context_84962	accept_84962_1;menu_84962_1	complete_84962		target_84962		next_84962	CanAcceptMenu_84962		CompleteMenu_84962					1	1	1	1	1				231			repute_jianghu|700
84963	峨眉主建筑群		s920101	7		WorldNpc02750	10	10					15539;10416;3686;25665								title_84963	context_84963	accept_84963_1;menu_84963_1	complete_84963		target_84963		next_84963	CanAcceptMenu_84963		CompleteMenu_84963					1	1	1	1	1				231			repute_jianghu|700
84964	峨眉主建筑群		s920101	5	WorldNpc02626	WorldNpc02626	10	10					15539;25665								title_84964	context_84964	accept_84964_1;menu_84964_1	complete_84964		target_84964		next_84964	CanAcceptMenu_84964		CompleteMenu_84964					1		1	1	1				231		10416&3688|100017|conditiontext_100017|0|conditiontips_0;10416&3687|100016|conditiontext_100016|14|conditiontips_14;10416&3686|100015|conditiontext_100015|17|conditiontips_17;10416&3684|100013|conditiontext_100013|17|conditiontips_17;10416&3683|100012|conditiontext_100012|13|conditiontips_13;10416&3682|100011|conditiontext_100011|1|conditiontips_1;10416&3681|100010|conditiontext_100010|0|conditiontips_0	repute_jianghu|700
84965	峨眉主建筑群		s920101	5	WorldNpc02906	WorldNpc02906	10	10					15539;25665								title_84965	context_84965	accept_84965_1;menu_84965_1	complete_84965		target_84965		next_84965	CanAcceptMenu_84965		CompleteMenu_84965					1	1	1	1	1				231			repute_jianghu|700
84968	峨眉主建筑群		s920101	5	WorldNpc02749	WorldNpc02749	10	10					15539;25665								title_84968	context_84968	accept_84968_1;menu_84968_1	complete_84968		target_84968		next_84968	CanAcceptMenu_84968		CompleteMenu_84968					1	1	1	1	1				231			repute_jianghu|700
84969	峨眉主建筑群		s920101	5	WorldNpc02688	WorldNpc02688	10	10					15539;25665								title_84969	context_84969	accept_84969_1;menu_84969_1	complete_84969		target_84969		next_84969	CanAcceptMenu_84969		CompleteMenu_84969					1	1	1	1	1				231			repute_jianghu|700
84970	峨眉主建筑群		s920101	5	WorldNpc02687	WorldNpc02687	10	10					15539;25665								title_84970	context_84970	accept_84970_1;menu_84970_1	complete_84970		target_84970		next_84970	CanAcceptMenu_84970		CompleteMenu_84970					1	1	1	1	1				231			repute_jianghu|700
84971	峨眉主建筑群		s920101	5	WorldNpc02628	WorldNpc02628	10	10					15539;25665								title_84971	context_84971	accept_84971_1;menu_84971_1	complete_84971		target_84971		next_84971	CanAcceptMenu_84971		CompleteMenu_84971					1	1	1	1	1				231			repute_jianghu|700
84972	峨眉主建筑群		s920101	5	FuncNpc01103	WorldNpc02608	10	10					15539;25665			25600					title_84972	context_84972	accept_84972_1;menu_84972_1	complete_84972		target_84972		next_84972	CanAcceptMenu_84972		CompleteMenu_84972					1	1	1	1	1				231			repute_jianghu|700
84973	峨眉主建筑群		s920101	5			10	10					3174;25665								title_84973	context_84973	accept_84973_1;menu_84973_1	complete_84973		target_84973		next_84973	CanAcceptMenu_84973		CompleteMenu_84973					1	1	1	1	1				231			repute_jianghu|60418383
84974	峨眉主建筑群		s920101	5			10	10					3174;25665								title_84974	context_84974	accept_84974_1;menu_84974_1	complete_84974		target_84974		next_84974	CanAcceptMenu_84974		CompleteMenu_84974					1	1	1	1	1				231			repute_jianghu|60418384
84975	峨眉主建筑群		s920101	5			10	10					3174;25665								title_84975	context_84975	accept_84975_1;menu_84975_1	complete_84975		target_84975		next_84975	CanAcceptMenu_84975		CompleteMenu_84975					1	1	1	1	1				231			repute_jianghu|60418385
84976	峨眉主建筑群		s920101	5			10	10					3174;25665								title_84976	context_84976	accept_84976_1;menu_84976_1	complete_84976		target_84976		next_84976	CanAcceptMenu_84976		CompleteMenu_84976					1	1	1	1	1				231			repute_jianghu|60418386
84977	峨眉主建筑群		s920101	5			10	10					3174;25665								title_84977	context_84977	accept_84977_1;menu_84977_1	complete_84977		target_84977		next_84977	CanAcceptMenu_84977		CompleteMenu_84977					1	1	1	1	1				231			repute_jianghu|60418387
84978	峨眉主建筑群		s920101	5			10	10					3174;25665								title_84978	context_84978	accept_84978_1;menu_84978_1	complete_84978		target_84978		next_84978	CanAcceptMenu_84978		CompleteMenu_84978					1	1	1	1	1				231			repute_jianghu|60418388
84979	峨眉主建筑群		s920101	5			10	10					3174;25665								title_84979	context_84979	accept_84979_1;menu_84979_1	complete_84979		target_84979		next_84979	CanAcceptMenu_84979		CompleteMenu_84979					1	1	1	1	1				231			repute_jianghu|60418389
84980	峨眉主建筑群		s920101	5			10	10					3174;25665								title_84980	context_84980	accept_84980_1;menu_84980_1	complete_84980		target_84980		next_84980	CanAcceptMenu_84980		CompleteMenu_84980					1	1	1	1	1				231			repute_jianghu|60418390
84981	峨眉主建筑群		s920101	5			10	10					3174;25665								title_84981	context_84981	accept_84981_1;menu_84981_1	complete_84981		target_84981		next_84981	CanAcceptMenu_84981		CompleteMenu_84981					1	1	1	1	1				231			repute_jianghu|60418391
