STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Plot	Title	Step	SearchID	Line	AcceptNpc	SubmitNpc	SceneID	AcceptSceneID	SubmitSceneID	AutoAcceptID	AutoSubmit	PreTaskLimit	NextTaskLimit	NotShowMenu	Relation	LuckValue	AcceptLimit	SubmitLimit	AcceptDecMoney	SubFunction	TaskItemList	RefreshMonster	TimeLimitLength	SubmitNpcEx	TaskScript	TitleId	ContextId	AcceptDialogId	CompleteDialogId	UnCompleteDialogId	TaskTargetId	TrackInfoID	LineNextInfo	CanAcceptMenu	UncompleteMenu	CompleteMenu	AcceptMovie	SubmitMovie	DramaAccept	DramaSubmit	CanGiveup	ShareType	RepeatType	RepeatPeriod	CountDayLimit	DifficultCoefficient	DifficultLevel
17801				s630101	8		WorldNpc03469		7	7																	title_17801	context_17801	accept_17801_1;menu_17801_1	complete_17801;submit_17801		target_17801		next_17801	CanAcceptMenu_17801		CompleteMenu_17801					1	0	1	1	999		
17802				s630101	8		WorldNpc03441		7	7																	title_17802	context_17802	accept_17802_1;menu_17802_1	complete_17802;submit_17802		target_17802		next_17802	CanAcceptMenu_17802		CompleteMenu_17802					1	0	1	2	999		
17803				s630101	8		WorldNpc03440		7	7																	title_17803	context_17803	accept_17803_1;menu_17803_1	complete_17803;submit_17803		target_17803		next_17803	CanAcceptMenu_17803		CompleteMenu_17803					1	0	1	117	999		
17804				s630101	8		WorldNpc03441		7	7																	title_17804	context_17804	accept_17804_1;menu_17804_1	complete_17804;submit_17804		target_17804		next_17804	CanAcceptMenu_17804		CompleteMenu_17804					1	0	1	2	999		
17805				s630101	8		FuncNpc01311		7	7															SubmitNpcEx_17805		title_17805	context_17805	accept_17805_1;menu_17805_1	complete_17805;submit_17805		target_17805		next_17805	CanAcceptMenu_17805		CompleteMenu_17805					1	0	2	1	999		
17806				s630101	8		WorldNpc03514		7	7																	title_17806	context_17806	accept_17806_1;menu_17806_1	complete_17806;submit_17806		target_17806		next_17806	CanAcceptMenu_17806		CompleteMenu_17806					1	0	1	2	999		
17807				s630101	8		FuncNpc01312						7	7													title_17807	context_17807	accept_17807_1;menu_17807_1	complete_17807;submit_17807		target_17807		next_17807	CanAcceptMenu_17807		CompleteMenu_17807					1	0	2	1	999		
17808				s630101	8		WorldNpc03502			7																	title_17808	context_17808	accept_17808_1;menu_17808_1	complete_17808;submit_17808		target_17808		next_17808	CanAcceptMenu_17808		CompleteMenu_17808					1	0	1	70	999		
17823				s630101	8		WorldNpc03320		7	7				17824													title_17823	context_17823	accept_17823_1;menu_17823_1	complete_17823;submit_17823		target_17823		next_17823	CanAcceptMenu_17823		CompleteMenu_17823					1	0	0				
