STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Plot	Title	Step	SearchID	Line	AcceptNpc	SubmitNpc	SceneID	AcceptSceneID	SubmitSceneID	AutoAcceptID	AutoSubmit	PreTaskLimit	NextTaskLimit	NotShowMenu	Relation	LuckValue	AcceptLimit	SubmitLimit	AcceptDecMoney	SubFunction	TaskItemList	RefreshMonster	TimeLimitLength	SubmitNpcEx	TaskScript	TitleId	ContextId	AcceptDialogId	CompleteDialogId	UnCompleteDialogId	TaskTargetId	TrackInfoID	LineNextInfo	CanAcceptMenu	UncompleteMenu	CompleteMenu	AcceptMovie	SubmitMovie	DramaAccept	DramaSubmit	CanGiveup	ShareType	RepeatType	RepeatPeriod	CountDayLimit	DifficultCoefficient	DifficultLevel	ConditionPrize	AcceptAniMovie	SubmitAniMovie	FastCompleteMoney	FastCompletePrize
49501				s1420301	12	wgm_009	wgm_009		13	13				49502													title_49501	context_49501	accept_49501_1;menu_49501_1	complete_49501;submit_49501		target_49501		next_49501	CanAcceptMenu_49501		CompleteMenu_49501					1	0	0									
49502				s1420301	12	wgm_009	wgm_009		13	13			49501	49503													title_49502	context_49502	accept_49502_1;menu_49502_1	complete_49502;submit_49502		target_49502		next_49502	CanAcceptMenu_49502		CompleteMenu_49502					1	0	0									
49503				s1420301	12	wgm_009	wgm_008		13	13			49502	49504													title_49503	context_49503	accept_49503_1;menu_49503_1	complete_49503;submit_49503		target_49503		next_49503	CanAcceptMenu_49503		CompleteMenu_49503					1	0	0									
49504				s1420301	12	wgm_008	wgm_008		13	13			49503	49505													title_49504	context_49504	accept_49504_1;menu_49504_1	complete_49504;submit_49504		target_49504		next_49504	CanAcceptMenu_49504		CompleteMenu_49504					1	0	0									
49505				s1420301	12	wgm_008	wgm_029		13	13			49504	49506													title_49505	context_49505	accept_49505_1;menu_49505_1	complete_49505;submit_49505		target_49505		next_49505	CanAcceptMenu_49505		CompleteMenu_49505					1	0	0									
49506				s1420301	12	wgm_029	wgm_029		13	13			49505	49507													title_49506	context_49506	accept_49506_1;menu_49506_1	complete_49506;submit_49506		target_49506		next_49506	CanAcceptMenu_49506		CompleteMenu_49506					1	0	0									
49507				s1420301	12	wgm_029	wgm_029		13	13			49506	49508													title_49507	context_49507	accept_49507_1;menu_49507_1	complete_49507;submit_49507		target_49507		next_49507	CanAcceptMenu_49507		CompleteMenu_49507					1	0	0									
49508				s1420301	12	wgm_029	wgm_029		13	13			49507	49509													title_49508	context_49508	accept_49508_1;menu_49508_1	complete_49508;submit_49508		target_49508		next_49508	CanAcceptMenu_49508		CompleteMenu_49508					1	0	0									
49509				s1420301	12	wgm_029	wgm_031		13	13			49508	49510													title_49509	context_49509	accept_49509_1;menu_49509_1	complete_49509;submit_49509		target_49509		next_49509	CanAcceptMenu_49509		CompleteMenu_49509					1	0	0									
49510				s1420301	12	wgm_031	wgm_031		13	13			49509	49511													title_49510	context_49510	accept_49510_1;menu_49510_1	complete_49510;submit_49510		target_49510		next_49510	CanAcceptMenu_49510		CompleteMenu_49510					1	0	0									
49511				s1420301	12	wgm_031	wgm_030		13	13			49510	49512													title_49511	context_49511	accept_49511_1;menu_49511_1	complete_49511;submit_49511		target_49511		next_49511	CanAcceptMenu_49511		CompleteMenu_49511					1	0	0									
49512				s1420301	12	wgm_030	wgm_030		13	13			49511	49513													title_49512	context_49512	accept_49512_1;menu_49512_1	complete_49512;submit_49512		target_49512		next_49512	CanAcceptMenu_49512		CompleteMenu_49512					1	0	0									
49513				s1420301	12	wgm_030	wgm_008		13	13			49512	49513													title_49513	context_49513	accept_49513_1;menu_49513_1	complete_49513;submit_49513		target_49513		next_49513	CanAcceptMenu_49513		CompleteMenu_49513					1	0	0									
49514				s1420301	12	wgm_008	funnpcclone003103		13	14			49513	49515													title_49514	context_49514	accept_49514_1;menu_49514_1	complete_49514;submit_49514		target_49514		next_49514	CanAcceptMenu_49514		CompleteMenu_49514					1	0	0									
