STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Plot	Title	Step	SearchID	Line	AcceptNpc	SubmitNpc	SceneID	AcceptSceneID	SubmitSceneID	AutoAcceptID	AutoSubmit	PreTaskLimit	NextTaskLimit	NotShowMenu	Relation	LuckValue	AcceptLimit	SubmitLimit	AcceptDecMoney	SubFunction	TaskItemList	RefreshMonster	TimeLimitLength	SubmitNpcEx	TaskScript	TitleId	ContextId	AcceptDialogId	CompleteDialogId	UnCompleteDialogId	TaskTargetId	TrackInfoID	LineNextInfo	CanAcceptMenu	UncompleteMenu	CompleteMenu	AcceptMovie	SubmitMovie	DramaAccept	DramaSubmit	CanGiveup	ShareType	RepeatType	RepeatPeriod	CountDayLimit	DifficultCoefficient	DifficultLevel	NeedVip
58001	4			s1300101	2	npc_4neidh_jlg	npc_4neidh_jlg		8	8				58002				1274;25309							SubmitNpcEx_58001		title_58001	context_58001	accept_58001_1;menu_58001_1	complete_58001;submit_58001		target_58001			CanAcceptMenu_58001		CompleteMenu_58001					0	0	0	0	0			
58002	4			s1300101	2	npc_4neidh_jlg	npc_4neidh_jlg		8	8			58001	58003				1274							SubmitNpcEx_58002		title_58002	context_58002	accept_58002_1;menu_58002_1	complete_58002;submit_58002		target_58002			CanAcceptMenu_58002		CompleteMenu_58002					0	0	0	0	0			
58003	4			s1300101	2	npc_4neidh_jlg	npc_4neidh_jlg		8	8			58002	58004				1274							SubmitNpcEx_58003		title_58003	context_58003	accept_58003_1;menu_58003_1	complete_58003;submit_58003		target_58003			CanAcceptMenu_58003		CompleteMenu_58003					0	0	0	0	0			
58004	4			s1300101	2	npc_4neidh_jlg	npc_4neidh_jlg		8	8			58003	58005				1274							SubmitNpcEx_58004		title_58004	context_58004	accept_58004_1;menu_58004_1	complete_58004;submit_58004		target_58004			CanAcceptMenu_58004		CompleteMenu_58004					0	0	0	0	0			
58005	4			s1300101	2	npc_4neidh_jlg	npc_4neidh_jlg		8	8			58004					1274							SubmitNpcEx_58005		title_58005	context_58005	accept_58005_1;menu_58005_1	complete_58005;submit_58005		target_58005			CanAcceptMenu_58005		CompleteMenu_58005		5757			0	0	0	0	0			
58011	2			s1300101	2	npc_4neidh_jlg			8		58012	1		58012				1274;25310									title_58011	context_58011	accept_58011_1;menu_58011_1	complete_58011;submit_58011		target_58011			CanAcceptMenu_58011		CompleteMenu_58011		5756			0	0	0	0	0			
58012	2			s1300101	2		npc_4neidh_jlg			8			58011	58013				1274							SubmitNpcEx_58012		title_58012	context_58012		complete_58012;submit_58012		target_58012			CanAcceptMenu_58012		CompleteMenu_58012					0	0	0	0	0			
58013	2			s1300101	2	npc_4neidh_jlg	npc_4neidh_jlg		8	8			58012	58014				1274							SubmitNpcEx_58013		title_58013	context_58013	accept_58013_1;menu_58013_1	complete_58013;submit_58013		target_58013			CanAcceptMenu_58013		CompleteMenu_58013					0	0	0	0	0			
58014	2			s1300101	2	npc_4neidh_jlg	npc_4neidh_jlg		8	8			58013	58015				1274							SubmitNpcEx_58014		title_58014	context_58014	accept_58014_1;menu_58014_1	complete_58014;submit_58014		target_58014			CanAcceptMenu_58014		CompleteMenu_58014					0	0	0	0	0			
