STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Title	Step	SearchID	Line	AcceptNpc	SubmitNpc	AcceptSceneID	SubmitSceneID	AutoAcceptID	AutoSubmit	PreTaskLimit	NextTaskLimit	AcceptLimit	SubmitLimit	SubFunction	TaskItemList	RefreshMonster	TimeLimitLength	SubmitNpcEx	TaskScript	TitleId	ContextId	AcceptDialogId	CompleteDialogId	UnCompleteDialogId	TaskTargetId	TrackInfoID	LineNextInfo	CanAcceptMenu	UncompleteMenu	CompleteMenu	AcceptMovie	SubmitMovie	DramaAccept	DramaSubmit	CanGiveup	ShareType	RepeatType	RepeatPeriod	CountDayLimit	NeedVip	TimeLimitLenghtEx	Plot	NotShowMenu	Relation	LuckValue	AcceptDecMoney	ReputationLimit	AcceptArea	AcceptRepLimit 	ConditionPrize	ReputationLimit	AcceptReputationLimit
80024			s690201	7	WorldNpc00060	WorldNpc00060	1	1					3174;10416;3672;15539								title_80000	context_80000	accept_80000_1;menu_80000_1|accept_80000_2;menu_80000_2	complete_80000;submit_80000		target_80000		next_80000	CanAcceptMenu_80000		CompleteMenu_80000					1	1	1	1	1	0								31				repute_jianghu|60418383
80001			s690201	5			1	1					3174								title_80001	context_80001	accept_80001_1;menu_80001_1|accept_80001_2;menu_80001_2	complete_80001;submit_80001		target_80001		next_80001	CanAcceptMenu_80001		CompleteMenu_80001					1	1	1	1	1	0								31		10416&3679|100008|conditiontext_100008|0|conditiontips_0;10416&3678|100007|conditiontext_100007|14|conditiontips_14;10416&3677|100006|conditiontext_100006|17|conditiontips_17;10416&3676|100005|conditiontext_100005|13|conditiontips_13;10416&3675|100004|conditiontext_100004|17|conditiontips_17;10416&3674|100003|conditiontext_100003|13|conditiontips_13;10416&3673|100002|conditiontext_100002|1|conditiontips_1;10416&3672|100001|conditiontext_100001|0|conditiontips_0		repute_jianghu|60418383
80002			s690201	5			1	1					3174								title_80002	context_80002	accept_80002_1;menu_80002_1|accept_80002_2;menu_80002_2	complete_80002;submit_80002		target_80002		next_80002	CanAcceptMenu_80002		CompleteMenu_80002					1	1	1	1	1	0								31				repute_jianghu|60418383
80003			s690201	5			1	1					3174			18601					title_80003	context_80003	accept_80003_1;menu_80003_1	complete_80003;submit_80003		target_80003		next_80003	CanAcceptMenu_80003		CompleteMenu_80003					1	1	1	1	1	0								31		10416&3679|100008|conditiontext_100008|0|conditiontips_0;10416&3678|100007|conditiontext_100007|14|conditiontips_14;10416&3677|100006|conditiontext_100006|17|conditiontips_17;10416&3676|100005|conditiontext_100005|13|conditiontips_13;10416&3675|100004|conditiontext_100004|17|conditiontips_17;10416&3674|100003|conditiontext_100003|13|conditiontips_13;10416&3673|100002|conditiontext_100002|1|conditiontips_1;10416&3672|100001|conditiontext_100001|0|conditiontips_0		repute_jianghu|60418383
80004			s690201	5			1	1					3174								title_80004	context_80004	accept_80004_1;menu_80004_1|accept_80004_2;menu_80004_2	complete_80004;submit_80004		target_80004		next_80004	CanAcceptMenu_80004		CompleteMenu_80004					1	1	1	1	1	0								31				repute_jianghu|60418383
80005			s690201	7	WorldNpc00030	WorldNpc00030	1	1					3174;10416;3673;15539								title_80005	context_80005	accept_80005_1;menu_80005_1|accept_80005_2;menu_80005_2	complete_80005;submit_80005		target_80005		next_80005	CanAcceptMenu_80005		CompleteMenu_80005					1	1	1	1	1	0								31				repute_jianghu|60418383
80006			s690201	5			1	1					3174								title_80006	context_80006	accept_80006_1;menu_80006_1|accept_80006_2;menu_80006_2	complete_80006;submit_80006		target_80006		next_80006	CanAcceptMenu_80006		CompleteMenu_80006					1	1	1	1	1	0								31				repute_jianghu|60418383
80007			s690201	5			1	1					3174								title_80007	context_80007	accept_80007_1;menu_80007_1|accept_80007_2;menu_80007_2	complete_80007;submit_80007		target_80007		next_80007	CanAcceptMenu_80007		CompleteMenu_80007					1	1	1	1	1	0								31		10416&3679|100008|conditiontext_100008|0|conditiontips_0;10416&3678|100007|conditiontext_100007|14|conditiontips_14;10416&3677|100006|conditiontext_100006|17|conditiontips_17;10416&3676|100005|conditiontext_100005|13|conditiontips_13;10416&3675|100004|conditiontext_100004|17|conditiontips_17;10416&3674|100003|conditiontext_100003|13|conditiontips_13;10416&3673|100002|conditiontext_100002|1|conditiontips_1;10416&3672|100001|conditiontext_100001|0|conditiontips_0		repute_jianghu|60418383
80008			s690201	5			1	1					3174								title_80008	context_80008	accept_80008_1;menu_80008_1|accept_80008_2;menu_80008_2	complete_80008;submit_80008		target_80008		next_80008	CanAcceptMenu_80008		CompleteMenu_80008					1	1	1	1	1	0								31				repute_jianghu|60418383
