STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Plot	Title	Step	SearchID	Line	AcceptNpc	SubmitNpc	SceneID	AcceptSceneID	SubmitSceneID	AutoAcceptID	AutoSubmit	PreTaskLimit	NextTaskLimit	NotShowMenu	Relation	LuckValue	AcceptLimit	SubmitLimit	AcceptDecMoney	SubFunction	TaskItemList	RefreshMonster	TimeLimitLength	SubmitNpcEx	TaskScript	TitleId	ContextId	AcceptDialogId	CompleteDialogId	UnCompleteDialogId	TaskTargetId	TrackInfoID	LineNextInfo	CanAcceptMenu	UncompleteMenu	CompleteMenu	AcceptMovie	SubmitMovie	DramaAccept	DramaSubmit	CanGiveup	ShareType	RepeatType	RepeatPeriod	CountDayLimit	DifficultCoefficient	DifficultLevel
87000				s1050101	10		WorldNpc03816			8															SubmitNpcEx_87000		title_87000	context_87000	accept_87000_1;menu_87000_1	complete_87000;submit_87000		target_87000		next_87000	CanAcceptMenu_87000		CompleteMenu_87000					0	0	1	0	0		
87001				s1050101	10		WorldNpc03816			8															SubmitNpcEx_87001		title_87001	context_87001	accept_87001_1;menu_87001_1	complete_87001;submit_87001		target_87001		next_87001	CanAcceptMenu_87001		CompleteMenu_87001					1	0	1	0	0		
87002				s1050101	10		WorldNpc03816			8															SubmitNpcEx_87002		title_87002	context_87002	accept_87002_1;menu_87002_1	complete_87002;submit_87002		target_87002		next_87002	CanAcceptMenu_87002		CompleteMenu_87002					1	0	1	0	0		
87003				s1050101	10		WorldNpc03816			8															SubmitNpcEx_87003		title_87003	context_87003		complete_87003;submit_87003		target_87003		next_87003			CompleteMenu_87003					1	0	1	0	0		
87004				s1050101	10		WorldNpc03816			8															SubmitNpcEx_87004		title_87004	context_87004		complete_87004;submit_87004		target_87004		next_87004			CompleteMenu_87004					1	0	1	0	0		
87005				s1050101	10		WorldNpc03816			8															SubmitNpcEx_87005		title_87005	context_87005	accept_87005_1;menu_87005_1	complete_87005;submit_87005		target_87005		next_87005	CanAcceptMenu_87005		CompleteMenu_87005					0	0	1	0	0		
87006				s1050101	10		WorldNpc03816			8															SubmitNpcEx_87006		title_87006	context_87006	accept_87006_1;menu_87006_1	complete_87006;submit_87006		target_87006		next_87006	CanAcceptMenu_87006		CompleteMenu_87006					0	0	1	0	0		
87007				s1050101	10		WorldNpc03816			8															SubmitNpcEx_87007		title_87007	context_87007	accept_87007_1;menu_87007_1	complete_87007;submit_87007		target_87007		next_87007	CanAcceptMenu_87007		CompleteMenu_87007					1	0	1	0	0		
87008				s1050101	10		WorldNpc03816			8															SubmitNpcEx_87008		title_87008	context_87008	accept_87008_1;menu_87008_1	complete_87008;submit_87008		target_87008		next_87008	CanAcceptMenu_87008		CompleteMenu_87008					1	0	1	0	0		
