STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Title	Step	SearchID	Line	AcceptNpc	SubmitNpc	AcceptSceneID	SubmitSceneID	AutoAcceptID	AutoSubmit	PreTaskLimit	NextTaskLimit	AcceptLimit	SubmitLimit	SubFunction	TaskItemList	RefreshMonster	TimeLimitLength	SubmitNpcEx	TaskScript	TitleId	ContextId	AcceptDialogId	CompleteDialogId	UnCompleteDialogId	TaskTargetId	TrackInfoID	LineNextInfo	CanAcceptMenu	UncompleteMenu	CompleteMenu	AcceptMovie	SubmitMovie	DramaAccept	DramaSubmit	CanGiveup	ShareType	RepeatType	RepeatPeriod	CountDayLimit	DifficultCoefficient	DifficultLevel	ReputationLimit	AcceptArea	AcceptRepLimit	ConditionPrize	AcceptReputationLimit
81450	À’÷›ª¢«		s740505	5			14	14					3174								title_81450	context_81450	accept_81450_1;menu_81450_1	complete_81450		target_81450		next_81450	CanAcceptMenu_81450		CompleteMenu_81450					1	1	1	1	1				52		10416&3706|100035|conditiontext_100035|0|conditiontips_0;10416&3705|100034|conditiontext_100034|14|conditiontips_14;10416&3704|100033|conditiontext_100033|17|conditiontips_17;10416&3702|100031|conditiontext_100031|17|conditiontips_17;10416&3701|100030|conditiontext_100030|13|conditiontips_13;10416&3700|100029|conditiontext_100029|1|conditiontips_1;10416&3699|100028|conditiontext_100028|0|conditiontips_0	repute_jianghu|60418383
81451	À’÷›ª¢«		s740505	5			14	14					3174								title_81451	context_81451	accept_81451_1;menu_81451_1	complete_81451		target_81451		next_81451	CanAcceptMenu_81451		CompleteMenu_81451					1	1	1	1	1				52			repute_jianghu|60418383
81452	À’÷›ª¢«		s740505	5			14	14					3174								title_81452	context_81452	accept_81452_1;menu_81452_1	complete_81452		target_81452		next_81452	CanAcceptMenu_81452		CompleteMenu_81452					1	1	1	1	1				52		10416&3706|100035|conditiontext_100035|0|conditiontips_0;10416&3705|100034|conditiontext_100034|14|conditiontips_14;10416&3704|100033|conditiontext_100033|17|conditiontips_17;10416&3702|100031|conditiontext_100031|17|conditiontips_17;10416&3701|100030|conditiontext_100030|13|conditiontips_13;10416&3700|100029|conditiontext_100029|1|conditiontips_1;10416&3699|100028|conditiontext_100028|0|conditiontips_0	repute_jianghu|60418383
81453	À’÷›ª¢«		s740505	5			14	14					3174								title_81453	context_81453	accept_81453_1;menu_81453_1	complete_81453		target_81453		next_81453	CanAcceptMenu_81453		CompleteMenu_81453					1	1	1	1	1				52			repute_jianghu|60418383
81454	À’÷›ª¢«		s740505	5			14	14					3174								title_81454	context_81454	accept_81454_1;menu_81454_1	complete_81454		target_81454		next_81454	CanAcceptMenu_81454		CompleteMenu_81454					1	1	1	1	1				52		10416&3706|100035|conditiontext_100035|0|conditiontips_0;10416&3705|100034|conditiontext_100034|14|conditiontips_14;10416&3704|100033|conditiontext_100033|17|conditiontips_17;10416&3702|100031|conditiontext_100031|17|conditiontips_17;10416&3701|100030|conditiontext_100030|13|conditiontips_13;10416&3700|100029|conditiontext_100029|1|conditiontips_1;10416&3699|100028|conditiontext_100028|0|conditiontips_0	repute_jianghu|60418383
81455	À’÷›ª¢«		s740505	5			14	14					3174			19801					title_81455	context_81455	accept_81455_1;menu_81455_1	complete_81455		target_81455		next_81455	CanAcceptMenu_81455		CompleteMenu_81455					1	1	1	1	1				52		10416&3706|100035|conditiontext_100035|0|conditiontips_0;10416&3705|100034|conditiontext_100034|14|conditiontips_14;10416&3704|100033|conditiontext_100033|17|conditiontips_17;10416&3702|100031|conditiontext_100031|17|conditiontips_17;10416&3701|100030|conditiontext_100030|13|conditiontips_13;10416&3700|100029|conditiontext_100029|1|conditiontips_1;10416&3699|100028|conditiontext_100028|0|conditiontips_0	repute_jianghu|60418383
81456	À’÷›ª¢«		s740505	5			14	14					3174								title_81456	context_81456	accept_81456_1;menu_81456_1	complete_81456		target_81456		next_81456	CanAcceptMenu_81456		CompleteMenu_81456					1	1	1	1	1				52			repute_jianghu|60418383
81457	À’÷›ª¢«		s740505	5			14	14					3174								title_81457	context_81457	accept_81457_1;menu_81457_1	complete_81457		target_81457		next_81457	CanAcceptMenu_81457		CompleteMenu_81457					1	1	1	1	1				52		10416&3706|100035|conditiontext_100035|0|conditiontips_0;10416&3705|100034|conditiontext_100034|14|conditiontips_14;10416&3704|100033|conditiontext_100033|17|conditiontips_17;10416&3702|100031|conditiontext_100031|17|conditiontips_17;10416&3701|100030|conditiontext_100030|13|conditiontips_13;10416&3700|100029|conditiontext_100029|1|conditiontips_1;10416&3699|100028|conditiontext_100028|0|conditiontips_0	repute_jianghu|60418383
81458	À’÷›ª¢«		s740505	5			14	14					3174								title_81458	context_81458	accept_81458_1;menu_81458_1	complete_81458		target_81458		next_81458	CanAcceptMenu_81458		CompleteMenu_81458					1	1	1	1	1				52			repute_jianghu|60418383
