STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Title	Step	SearchID	AcceptArea	Line	AcceptNpc	SubmitNpc	AcceptSceneID	SubmitSceneID	AutoAcceptID	AutoSubmit	PreTaskLimit	NextTaskLimit	AcceptLimit	SubmitLimit	SubFunction	TaskItemList	RefreshMonster	TimeLimitLength	SubmitNpcEx	TaskScript	TitleId	ContextId	AcceptDialogId	CompleteDialogId	UnCompleteDialogId	TaskTargetId	TrackInfoID	LineNextInfo	CanAcceptMenu	UncompleteMenu	CompleteMenu	AcceptMovie	SubmitMovie	DramaAccept	DramaSubmit	CanGiveup	ShareType	RepeatType	RepeatPeriod	CountDayLimit	NeedVip	TimeLimitLenghtEx	Plot	NotShowMenu	Relation	LuckValue	AcceptDecMoney	ReputationLimit	AcceptRepLimit 	ConditionPrize	ReputationLimite	AcceptReputationLimit
81050	燕京主城	story	s730101	42	5	WorldNpc08965	WorldNpc08965	13	13					15539;25665								title_81050	context_81050	accept_81050_1;menu_81050_1	complete_81050	uncom_81050	target_81050	task_TrackInfo_81050	next_81050	CanAcceptMenu_81050	UncompleteMenu_81050	CompleteMenu_81050					1	1	1	1	1												repute_jianghu|700
81051	燕京主城	story	s730101	42	5	WorldNpc08966	WorldNpc08966	13	13					15539;25665								title_81051	context_81051	accept_81051_1;menu_81051_1	complete_81051	uncom_81051	target_81051	task_TrackInfo_81051	next_81051	CanAcceptMenu_81051	UncompleteMenu_81051	CompleteMenu_81051					1	1	1	1	1										10416&3679|100008|conditiontext_100008|0|conditiontips_0;10416&3678|100007|conditiontext_100007|14|conditiontips_14;10416&3677|100006|conditiontext_100006|17|conditiontips_17;10416&3676|100005|conditiontext_100005|13|conditiontips_13;10416&3675|100004|conditiontext_100004|17|conditiontips_17;10416&3674|100003|conditiontext_100003|13|conditiontips_13;10416&3673|100002|conditiontext_100002|1|conditiontips_1;10416&3672|100001|conditiontext_100001|0|conditiontips_0		repute_jianghu|700
81060	燕京主城	story	s730101	42	5	WorldNpc08991	WorldNpc08991	13	13					15539;25665								title_81060	context_81060	accept_81060_1;menu_81060_1	complete_81060	uncom_81060	target_81060	task_TrackInfo_81060	next_81060	CanAcceptMenu_81060	UncompleteMenu_81060	CompleteMenu_81060					1	1	1	1	1												repute_jianghu|700
81064	燕京主城	story	s730101	42	5	WorldNpc08973	WorldNpc08973	13	13					15539;25665								title_81064	context_81064	accept_81064_1;menu_81064_1	complete_81064	uncom_81064	target_81064	task_TrackInfo_81064	next_81064	CanAcceptMenu_81064	UncompleteMenu_81064	CompleteMenu_81064					1	1	1	1	1										10416&3679|100008|conditiontext_100008|0|conditiontips_0;10416&3678|100007|conditiontext_100007|14|conditiontips_14;10416&3677|100006|conditiontext_100006|17|conditiontips_17;10416&3676|100005|conditiontext_100005|13|conditiontips_13;10416&3675|100004|conditiontext_100004|17|conditiontips_17;10416&3674|100003|conditiontext_100003|13|conditiontips_13;10416&3673|100002|conditiontext_100002|1|conditiontips_1;10416&3672|100001|conditiontext_100001|0|conditiontips_0		repute_jianghu|700
81070	燕京主城	question	s730101	42	5	WorldNpc08978	WorldNpc08978	13	13					15539;25665								title_81070	context_81070	accept_81070_1;menu_81070_1	complete_81070	uncom_81070	target_81070	task_TrackInfo_81070	next_81070	CanAcceptMenu_81070	UncompleteMenu_81070	CompleteMenu_81070					1	1	1	1	1												repute_jianghu|700
81078	燕京主城	interact燕京城；hunter燕京城	s730101	42	7	WorldNpc08965	WorldNpc08965	13	13					3174;10416;3672;15539;25665								title_81078	context_81078	accept_81078_1;menu_81078_1	complete_81078	uncom_81078	target_81078	task_TrackInfo_81078	next_81078	CanAcceptMenu_81078	UncompleteMenu_81078	CompleteMenu_81078					1	1	1	1	1												repute_jianghu|60418383
81080	燕京主城	interact燕京城；hunter燕京城	s730101	42	5	WorldNpc08967	WorldNpc08967	13	13					15539;25665								title_81080	context_81080	accept_81080_1;menu_81080_1	complete_81080	uncom_81080	target_81080	task_TrackInfo_81080	next_81080	CanAcceptMenu_81080	UncompleteMenu_81080	CompleteMenu_81080					1	1	1	1	1										10416&3679|100008|conditiontext_100008|0|conditiontips_0;10416&3678|100007|conditiontext_100007|14|conditiontips_14;10416&3677|100006|conditiontext_100006|17|conditiontips_17;10416&3676|100005|conditiontext_100005|13|conditiontips_13;10416&3675|100004|conditiontext_100004|17|conditiontips_17;10416&3674|100003|conditiontext_100003|13|conditiontips_13;10416&3673|100002|conditiontext_100002|1|conditiontips_1;10416&3672|100001|conditiontext_100001|0|conditiontips_0		repute_jianghu|700
81082	燕京主城	interact燕京城；hunter燕京城	s730101	42	5	WorldNpc08969	WorldNpc08969	13	13					15539;25665								title_81082	context_81082	accept_81082_1;menu_81082_1	complete_81082	uncom_81082	target_81082	task_TrackInfo_81082	next_81082	CanAcceptMenu_81082	UncompleteMenu_81082	CompleteMenu_81082					1	1	1	1	1												repute_jianghu|700
81089	燕京主城	interact燕京城；interact燕京城；collect燕京城	s730101	42	7	WorldNpc08976	WorldNpc08976	13	13					3174;10416;3673;15539;25665								title_81089	context_81089	accept_81089_1;menu_81089_1	complete_81089	uncom_81089	target_81089	task_TrackInfo_81089	next_81089	CanAcceptMenu_81089	UncompleteMenu_81089	CompleteMenu_81089					1	1	1	1	1												repute_jianghu|60418383
