STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Plot	Title	Step	SearchID	Line	AcceptNpc	SubmitNpc	SceneID	AcceptSceneID	SubmitSceneID	AutoAcceptID	AutoSubmit	PreTaskLimit	NextTaskLimit	NotShowMenu	Relation	LuckValue	AcceptLimit	SubmitLimit	AcceptDecMoney	SubFunction	TaskItemList	RefreshMonster	TimeLimitLength	SubmitNpcEx	TaskScript	TitleId	ContextId	AcceptDialogId	CompleteDialogId	UnCompleteDialogId	TaskTargetId	TrackInfoID	LineNextInfo	CanAcceptMenu	UncompleteMenu	CompleteMenu	AcceptMovie	SubmitMovie	DramaAccept	DramaSubmit	CanGiveup	ShareType	RepeatType	RepeatPeriod	CountDayLimit	DifficultCoefficient	DifficultLevel	ConditionPrize
5201				s190101	8		FunnpcClone003115	29	14	14				5202													title_5201	context_5201	context_5201;menu_5201|target_5201;task_menu_accept_5201	complete_5201;submit_5201		target_5201		next_5201	CanAcceptMenu_5201		CompleteMenu_5201					1	0	2	1	999			
5202				s190101	8	FunnpcClone003115	FunnpcClone003115	29	14	14			5201	5203													title_5202	context_5202	accept_5202_1;menu_5202_1	complete_5202;submit_5202		target_5202		next_5202	CanAcceptMenu_5202		CompleteMenu_5202					1	0	2	1	999			
5203				s190101	8	FunnpcClone003115	FunnpcClone003115	29	14	14			5202	5204													title_5203	context_5203	accept_5203_1;menu_5203_1	complete_5203;submit_5203		target_5203		next_5203	CanAcceptMenu_5203		CompleteMenu_5203					1	0	2	1	999			
5204				s190101	8	FuncNpc00112	FuncNpc00112	29	14	14			5203	5205													title_5204	context_5204	accept_5204_1;menu_5204_1	complete_5204;submit_5204		target_5204		next_5204	CanAcceptMenu_5204		CompleteMenu_5204					1	0	2	1	999			
5205				s190101	8	FuncNpc00112	FunnpcClone003116	29	14	14			5204	5206													title_5205	context_5205	accept_5205_1;menu_5205_1	complete_5205;submit_5205		target_5205		next_5205	CanAcceptMenu_5205		CompleteMenu_5205					1	0	2	1	999			
5206				s190101	8	FunnpcClone003116	FunnpcClone003116	29	14	14			5205	5207													title_5206	context_5206	accept_5206_1;menu_5206_1	complete_5206;submit_5206		target_5206		next_5206	CanAcceptMenu_5206		CompleteMenu_5206					1	0	2	1	999			
5207				s190101	8	FunnpcClone003116	FunnpcClone003116	29	14	14			5206	5214													title_5207	context_5207	accept_5207_1;menu_5207_1	complete_5207;submit_5207		target_5207		next_5207	CanAcceptMenu_5207		CompleteMenu_5207					1	0	2	1	999			
5214				s190101	8	FunnpcClone003116	FunnpcClone003116		14	14			5207	5208													title_5214	context_5214	accept_5214_1;menu_5214_1	complete_5214;submit_5214		target_5214		next_5214	CanAcceptMenu_5214		CompleteMenu_5214					1	0	2	1	999			
5208				s190101	8	sz354	sz354		14	14			5214	5209													title_5208	context_5208	accept_5208_1;menu_5208_1	complete_5208;submit_5208		target_5208		next_5208	CanAcceptMenu_5208		CompleteMenu_5208					1	0	2	1	999			
5209				s190101	8	sz354	sz354		14	14			5208														title_5209	context_5209	accept_5209_1;menu_5209_1	complete_5209;submit_5209		target_5209		next_5209	CanAcceptMenu_5209		CompleteMenu_5209					1	0	2	1	999			
5210				s190101	8		FunnpcClone003125	208						5211											SubmitNpcEx_5210		title_5210	context_5210	accept_5210_1;menu_5210_1	complete_5210;submit_5210		target_5210		next_5210	CanAcceptMenu_5210		CompleteMenu_5210					1	0	2	1	999			
5211				s190101	8	FunnpcClone003125	FunnpcClone003125	208					5210	5212											SubmitNpcEx_5211		title_5211	context_5211	accept_5211_1;menu_5211_1	complete_5211;submit_5211		target_5211		next_5211	CanAcceptMenu_5211		CompleteMenu_5211					1	0	2	1	999			
5212				s190101	8	FunnpcClone003125	sz354	208		14			5211														title_5212	context_5212	accept_5212_1;menu_5212_1	complete_5212;submit_5212		target_5212		next_5212	CanAcceptMenu_5212		CompleteMenu_5212					1	0	2	1	999			
5215				s190101	8		FunnpcClone003118		14	14				5216													title_5215	context_5215	accept_5215_1;menu_5215_1	complete_5215;submit_5215		target_5215		next_5215	CanAcceptMenu_5215		CompleteMenu_5215					1	0	2	1	999			
5216				s190101	8	FunnpcClone003118	FunnpcClone003118		14	14		1	5215	5217													title_5216	context_5216	accept_5216_1;menu_5216_1	complete_5216;submit_5216		target_5216		next_5216	CanAcceptMenu_5216		CompleteMenu_5216					1	0	2	1	999			
5217				s190101	8	FunnpcClone003118	FunnpcClone003122		14	7023			5216	5218											SubmitNpcEx_5217		title_5217	context_5217	accept_5217_1;menu_5217_1	complete_5217;submit_5217		target_5217		next_5217	CanAcceptMenu_5217		CompleteMenu_5217					1	0	2	1	999			
5218				s190101	8	FunnpcClone003122	FunnpcClone003119		7023	7023			5217	5219											SubmitNpcEx_5218		title_5218	context_5218	accept_5218_1;menu_5218_1	complete_5218;submit_5218		target_5218		next_5218	CanAcceptMenu_5218		CompleteMenu_5218					1	0	2	1	999			
5219				s190101	8	FunnpcClone003119	FunnpcClone003120		7023	14			5218	5220													title_5219	context_5219	accept_5219_1;menu_5219_1	complete_5219;submit_5219		target_5219		next_5219	CanAcceptMenu_5219		CompleteMenu_5219					1	0	2	1	999			
5220				s190101	8	FunnpcClone003120	FunnpcClone003120		14	14			5219	5221													title_5220	context_5220	accept_5220_1;menu_5220_1	complete_5220;submit_5220		target_5220		next_5220	CanAcceptMenu_5220		CompleteMenu_5220					1	0	2	1	999			
5221				s190101	8	FunnpcClone003120	FunnpcClone003120		14	14			5220														title_5221	context_5221	accept_5221_1;menu_5221_1	complete_5221;submit_5221		target_5221		next_5221	CanAcceptMenu_5221		CompleteMenu_5221					1	0	2	1	999			
5222				s190101	8		FunnpcClone003120	208		14																	title_5222	context_5222	accept_5222_1;menu_5222_1	complete_5222;submit_5222		target_5222		next_5222	CanAcceptMenu_5222		CompleteMenu_5222					1	0	2	1	999			
5225				s190101	8		FunnpcClone003124		14	14				5226													title_5225	context_5225	accept_5225_1;menu_5225_1	complete_5225;submit_5225		target_5225		next_5225	CanAcceptMenu_5225		CompleteMenu_5225					1	0	2	1	999			
5226				s190101	8	FunnpcClone003124	FunnpcClone003124		14	14			5225	5227													title_5226	context_5226	accept_5226_1;menu_5226_1	complete_5226;submit_5226		target_5226		next_5226	CanAcceptMenu_5226		CompleteMenu_5226					1	0	2	1	999			
