STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Title	Step	SearchID	Line	AcceptNpc	SubmitNpc	AcceptSceneID	SubmitSceneID	AutoAcceptID	AutoSubmit	PreTaskLimit	NextTaskLimit	AcceptLimit	SubmitLimit	SubFunction	TaskItemList	RefreshMonster	TimeLimitLength	SubmitNpcEx	TaskScript	TitleId	ContextId	AcceptDialogId	CompleteDialogId	UnCompleteDialogId	TaskTargetId	TrackInfoID	LineNextInfo	CanAcceptMenu	UncompleteMenu	CompleteMenu	AcceptMovie	SubmitMovie	DramaAccept	DramaSubmit	CanGiveup	ShareType	RepeatType	RepeatPeriod	CountDayLimit	DifficultCoefficient	DifficultLevel	ReputationLimit	AcceptReputationLimit	TiaozhanTime
71651			s1560301	5	npc_mmzw_mpfg_rc_001	npc_mmzw_mpfg_rc_001							114320;114731			71651			SubmitNpcEx_71651		title_71651	context_71651	accept_71651_1;menu_71651_1	complete_71651;submit_71651		target_71651		next_71651	CanAcceptMenu_71651		CompleteMenu_71651					1	0	1	1	1					
71652			s1560301	5	npc_mmzw_mpfg_rc_001	npc_mmzw_mpfg_rc_001							114320;114731						SubmitNpcEx_71652		title_71652	context_71652	accept_71652_1;menu_71652_1	complete_71652;submit_71652		target_71652		next_71652	CanAcceptMenu_71652		CompleteMenu_71652					1	0	1	1	1					
71653			s1560301	5	npc_mmzw_mpfg_rc_001	npc_mmzw_mpfg_rc_001							114320;114731						SubmitNpcEx_71653		title_71653	context_71653	accept_71653_1;menu_71653_1	complete_71653;submit_71653		target_71653		next_71653	CanAcceptMenu_71653		CompleteMenu_71653					1	0	1	1	1					
71654			s1560101	5	waiyuwulin_88_007	waiyuwulin_88_007	2	2				71655	16475;113928								title_71654	context_71654	accept_71654_1;menu_71654_1	complete_71654;submit_71654		target_71654		next_71654	CanAcceptMenu_71654		CompleteMenu_71654					1	0	0	0	0					
71655			s1560101	5	waiyuwulin_88_007	waiyuwulin_88_007	2	2			71654	71656									title_71655	context_71655	accept_71655_1;menu_71655_1	complete_71655;submit_71655		target_71655		next_71655	CanAcceptMenu_71655		CompleteMenu_71655					1	0	0	0	0					
71656			s1560101	5	waiyuwulin_88_007	waiyuwulin_88_006	2	2			71655	71657									title_71656	context_71656	accept_71656_1;menu_71656_1	complete_71656;submit_71656		target_71656		next_71656	CanAcceptMenu_71656		CompleteMenu_71656					1	0	0	0	0					
71657			s1560101	5	waiyuwulin_88_006	waiyuwulin_88_002	2	2			71656	71658									title_71657	context_71657	accept_71657_1;menu_71657_1	complete_71657;submit_71657		target_71657		next_71657	CanAcceptMenu_71657		CompleteMenu_71657					1	0	0	0	0					
71658			s1560101	5	waiyuwulin_88_002	waiyuwulin_88_002	2	2			71657	71659									title_71658	context_71658	accept_71658_1;menu_71658_1	complete_71658;submit_71658		target_71658		next_71658	CanAcceptMenu_71658		CompleteMenu_71658					1	0	0	0	0					
71659			s1560101	5	waiyuwulin_88_002	waiyuwulin_88_044	2	2			71658	71684							SubmitNpcEx_71659		title_71659	context_71659	accept_71659_1;menu_71659_1	complete_71659;submit_71659		target_71659		next_71659	CanAcceptMenu_71659		CompleteMenu_71659					1	0	0	0	0					
71684			s1560101	5	waiyuwulin_88_044	waiyuwulin_88_045	2				71659	71685							SubmitNpcEx_71684		title_71684	context_71684	accept_71684_1;menu_71684_1	complete_71684;submit_71684		target_71684		next_71684	CanAcceptMenu_71684		CompleteMenu_71684					1	0	0	0	0					
71685			s1560101	5	waiyuwulin_88_045	Transcity02Q		14			71684								SubmitNpcEx_71685		title_71685	context_71685	accept_71685_1;menu_71685_1	complete_71685;submit_71685		target_71685		next_71685	CanAcceptMenu_71685		CompleteMenu_71685					1	0	0	0	0					
71660			s1560401	5	waiyuwulin_88_038	waiyuwulin_88_038							114307;28634;11113						SubmitNpcEx_71660		title_71660	context_71660	accept_71660_1;menu_71660_1	complete_71660;submit_71660		target_71660		next_71660	CanAcceptMenu_71660		CompleteMenu_71660					1	0	3	1	4					
71686			s1560401	10	WorldNpc00212	npc_damo_xu_001	11	637	21810			21810	17052;694;109803;113351;114307			71669					title_71686	context_71686	accept_71686_1;menu_71686_1	complete_71686;submit_71686		target_71686		next_71686	CanAcceptMenu_71686		CompleteMenu_71686					1	0	1	0	0					
