STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Plot	Title	Step	SearchID	Line	AcceptNpc	SubmitNpc	SceneID	AcceptSceneID	SubmitSceneID	AutoAcceptID	AutoSubmit	PreTaskLimit	NextTaskLimit	NotShowMenu	Relation	LuckValue	AcceptLimit	SubmitLimit	AcceptDecMoney	SubFunction	TaskItemList	RefreshMonster	TimeLimitLength	SubmitNpcEx	TaskScript	TitleId	ContextId	AcceptDialogId	CompleteDialogId	UnCompleteDialogId	TaskTargetId	TrackInfoID	LineNextInfo	CanAcceptMenu	UncompleteMenu	CompleteMenu	AcceptMovie	SubmitMovie	DramaAccept	DramaSubmit	CanGiveup	ShareType	RepeatType	RepeatPeriod	CountDayLimit	NeedVip	TimeLimitLenghtEx	AcceptArea	AcceptRepLimit	ConditionPrize	ReputationLimit	AcceptReputationLimit
82700		泛黄平原西村墓林		s800303	5				20	20								3174									title_82700	context_82700	accept_82700_1;menu_82700_1	complete_82700	uncom_82700	target_82700	task_TrackInfo_82700	next_82700	CanAcceptMenu_82700	UncompleteMenu_82700	CompleteMenu_82700					1	1	1	1	1			111		10416&3715|100044|conditiontext_100044|0|conditiontips_0;10416&3714|100043|conditiontext_100043|14|conditiontips_14;10416&3713|100042|conditiontext_100042|17|conditiontips_17;10416&3711|100040|conditiontext_100040|17|conditiontips_17;10416&3710|100039|conditiontext_100039|13|conditiontips_13;10416&3709|100038|conditiontext_100038|1|conditiontips_1;10416&3708|100037|conditiontext_100037|0|conditiontips_0		repute_jianghu|60418383
82701		泛黄平原西村墓林		s800303	5				20	20								3174									title_82701	context_82701	accept_82701_1;menu_82701_1	complete_82701	uncom_82701	target_82701	task_TrackInfo_82701	next_82701	CanAcceptMenu_82701	UncompleteMenu_82701	CompleteMenu_82701					1	1	1	1	1			111				repute_jianghu|60418383
82702		泛黄平原西村墓林		s800303	7				20	20								3174									title_82702	context_82702	accept_82702_1;menu_82702_1	complete_82702	uncom_82702	target_82702	task_TrackInfo_82702	next_82702	CanAcceptMenu_82702	UncompleteMenu_82702	CompleteMenu_82702					1	1	1	1	1			111				repute_jianghu|60418383
82703		泛黄平原西村墓林		s800303	5				20	20								3174									title_82703	context_82703	accept_82703_1;menu_82703_1	complete_82703	uncom_82703	target_82703	task_TrackInfo_82703	next_82703	CanAcceptMenu_82703	UncompleteMenu_82703	CompleteMenu_82703					1	1	1	1	1			111		10416&3715|100044|conditiontext_100044|0|conditiontips_0;10416&3714|100043|conditiontext_100043|14|conditiontips_14;10416&3713|100042|conditiontext_100042|17|conditiontips_17;10416&3711|100040|conditiontext_100040|17|conditiontips_17;10416&3710|100039|conditiontext_100039|13|conditiontips_13;10416&3709|100038|conditiontext_100038|1|conditiontips_1;10416&3708|100037|conditiontext_100037|0|conditiontips_0		repute_jianghu|60418383
82704		泛黄平原西村墓林		s800303	5				20	20								3174									title_82704	context_82704	accept_82704_1;menu_82704_1	complete_82704	uncom_82704	target_82704	task_TrackInfo_82704	next_82704	CanAcceptMenu_82704	UncompleteMenu_82704	CompleteMenu_82704					1	1	1	1	1			111		10416&3715|100044|conditiontext_100044|0|conditiontips_0;10416&3714|100043|conditiontext_100043|14|conditiontips_14;10416&3713|100042|conditiontext_100042|17|conditiontips_17;10416&3711|100040|conditiontext_100040|17|conditiontips_17;10416&3710|100039|conditiontext_100039|13|conditiontips_13;10416&3709|100038|conditiontext_100038|1|conditiontips_1;10416&3708|100037|conditiontext_100037|0|conditiontips_0		repute_jianghu|60418383
82705		泛黄平原西村墓林		s800303	5				20	20								3174									title_82705	context_82705	accept_82705_1;menu_82705_1	complete_82705	uncom_82705	target_82705	task_TrackInfo_82705	next_82705	CanAcceptMenu_82705	UncompleteMenu_82705	CompleteMenu_82705					1	1	1	1	1			111				repute_jianghu|60418383
82706		泛黄平原西村墓林		s800303	7				20	20								3174									title_82706	context_82706	accept_82706_1;menu_82706_1	complete_82706	uncom_82706	target_82706	task_TrackInfo_82706	next_82706	CanAcceptMenu_82706	UncompleteMenu_82706	CompleteMenu_82706					1	1	1	1	1			111				repute_jianghu|60418383
82707		泛黄平原西村墓林		s800303	5				20	20								3174									title_82707	context_82707	accept_82707_1;menu_82707_1	complete_82707	uncom_82707	target_82707	task_TrackInfo_82707	next_82707	CanAcceptMenu_82707	UncompleteMenu_82707	CompleteMenu_82707					1	1	1	1	1			111		10416&3715|100044|conditiontext_100044|0|conditiontips_0;10416&3714|100043|conditiontext_100043|14|conditiontips_14;10416&3713|100042|conditiontext_100042|17|conditiontips_17;10416&3711|100040|conditiontext_100040|17|conditiontips_17;10416&3710|100039|conditiontext_100039|13|conditiontips_13;10416&3709|100038|conditiontext_100038|1|conditiontips_1;10416&3708|100037|conditiontext_100037|0|conditiontips_0		repute_jianghu|60418383
82708		泛黄平原西村墓林		s800303	5				20	20								3174									title_82708	context_82708	accept_82708_1;menu_82708_1	complete_82708	uncom_82708	target_82708	task_TrackInfo_82708	next_82708	CanAcceptMenu_82708	UncompleteMenu_82708	CompleteMenu_82708					1	1	1	1	1			111				repute_jianghu|60418383
82709		泛黄平原西村墓林		s800303	5				20	20								3174									title_82709	context_82709	accept_82709_1;menu_82709_1	complete_82709	uncom_82709	target_82709	task_TrackInfo_82709	next_82709	CanAcceptMenu_82709	UncompleteMenu_82709	CompleteMenu_82709					1	1	1	1	1			111		10416&3715|100044|conditiontext_100044|0|conditiontips_0;10416&3714|100043|conditiontext_100043|14|conditiontips_14;10416&3713|100042|conditiontext_100042|17|conditiontips_17;10416&3711|100040|conditiontext_100040|17|conditiontips_17;10416&3710|100039|conditiontext_100039|13|conditiontips_13;10416&3709|100038|conditiontext_100038|1|conditiontips_1;10416&3708|100037|conditiontext_100037|0|conditiontips_0		repute_jianghu|60418383
82710		泛黄平原西村墓林		s800303	5				20	20								3174									title_82710	context_82710	accept_82710_1;menu_82710_1	complete_82710	uncom_82710	target_82710	task_TrackInfo_82710	next_82710	CanAcceptMenu_82710	UncompleteMenu_82710	CompleteMenu_82710					1	1	1	1	1			111				repute_jianghu|60418383
82711		泛黄平原西村墓林		s800303	5				20	20								3174									title_82711	context_82711	accept_82711_1;menu_82711_1	complete_82711	uncom_82711	target_82711	task_TrackInfo_82711	next_82711	CanAcceptMenu_82711	UncompleteMenu_82711	CompleteMenu_82711					1	1	1	1	1			111		10416&3715|100044|conditiontext_100044|0|conditiontips_0;10416&3714|100043|conditiontext_100043|14|conditiontips_14;10416&3713|100042|conditiontext_100042|17|conditiontips_17;10416&3711|100040|conditiontext_100040|17|conditiontips_17;10416&3710|100039|conditiontext_100039|13|conditiontips_13;10416&3709|100038|conditiontext_100038|1|conditiontips_1;10416&3708|100037|conditiontext_100037|0|conditiontips_0		repute_jianghu|60418383
82712		泛黄平原西村墓林		s800303	5				20	20								3174									title_82712	context_82712	accept_82712_1;menu_82712_1	complete_82712	uncom_82712	target_82712	task_TrackInfo_82712	next_82712	CanAcceptMenu_82712	UncompleteMenu_82712	CompleteMenu_82712					1	1	1	1	1			111				repute_jianghu|60418383
82713		泛黄平原西村墓林		s800303	5				20	20								3174									title_82713	context_82713	accept_82713_1;menu_82713_1	complete_82713	uncom_82713	target_82713	task_TrackInfo_82713	next_82713	CanAcceptMenu_82713	UncompleteMenu_82713	CompleteMenu_82713					1	1	1	1	1			111				repute_jianghu|60418383
82714		泛黄平原西村墓林		s800303	7				20	20								3174									title_82714	context_82714	accept_82714_1;menu_82714_1	complete_82714	uncom_82714	target_82714	task_TrackInfo_82714	next_82714	CanAcceptMenu_82714	UncompleteMenu_82714	CompleteMenu_82714					1	1	1	1	1			111				repute_jianghu|60418383
