STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Plot	Title	Step	SearchID	Line	AcceptNpc	SubmitNpc	SceneID	AcceptSceneID	SubmitSceneID	AutoAcceptID	AutoSubmit	PreTaskLimit	NextTaskLimit	NotShowMenu	Relation	LuckValue	AcceptLimit	SubmitLimit	AcceptDecMoney	SubFunction	TaskItemList	RefreshMonster	TimeLimitLength	SubmitNpcEx	TaskScript	TitleId	ContextId	AcceptDialogId	CompleteDialogId	UnCompleteDialogId	TaskTargetId	TrackInfoID	LineNextInfo	CanAcceptMenu	UncompleteMenu	CompleteMenu	AcceptMovie	SubmitMovie	DramaAccept	DramaSubmit	CanGiveup	ShareType	RepeatType	RepeatPeriod	CountDayLimit	DifficultCoefficient	DifficultLevel	NeedVip
10701	19	教训恶徒		s450101	8	WorldNpc00586	WorldNpc00586		3	3				10702				10596;1450									title_10701	context_10701	context_10701;menu_10701|target_10701;task_menu_accept_10701	complete_10701	uncom_10701	target_10701	task_TrackInfo_10701	next_10701	CanAcceptMenu_10701		CompleteMenu_10701					1	0						1
10702	19	烧鸡		s450101	8	WorldNpc00586	WorldNpc00586		3	3			10701	10703				10596									title_10702	context_10702	context_10702;menu_10702|target_10702;task_menu_accept_10702	complete_10702	uncom_10702	target_10702	task_TrackInfo_10702	next_10702	CanAcceptMenu_10702		CompleteMenu_10702					1	0						1
10703	19	切磋武艺		s450101	8	WorldNpc00586	WorldNpc00586		3	3			10702					10596									title_10703	context_10703	context_10703;menu_10703|target_10703;task_menu_accept_10703	complete_10703	uncom_10703	target_10703	task_TrackInfo_10703	next_10703	CanAcceptMenu_10703		CompleteMenu_10703					1	0						1
10704	19	善行		s450101	8	WorldNpc00552	WorldNpc00552		3	3			10703	10705				10596									title_10704	context_10704	target_10704;task_menu_accept_10704	complete_10704	uncom_10704	target_10704	task_TrackInfo_10704	next_10704	CanAcceptMenu_10704		CompleteMenu_10704					1	0						1
10705	19	往事		s450101	8	WorldNpc00552	WorldNpc00552		3	3			10704	10706				10596									title_10705	context_10705	target_10705;task_menu_accept_10705	complete_10705	uncom_10705	target_10705	task_TrackInfo_10705	next_10705	CanAcceptMenu_10705		CompleteMenu_10705					1	0						1
10706	19	铲除奸商		s450101	8	WorldNpc00552	WorldNpc00552		3	3			10705					10596									title_10706	context_10706	context_10706;menu_10706|target_10706;task_menu_accept_10706	complete_10706	uncom_10706	target_10706	task_TrackInfo_10706	next_10706	CanAcceptMenu_10706		CompleteMenu_10706					1	0						1
10707	19	疗伤		s450101	8	WorldNpc00689	WorldNpc00689		3	3			10703					10596									title_10707	context_10707	context_10707;menu_10707|target_10707;task_menu_accept_10707	complete_10707	uncom_10707	target_10707	task_TrackInfo_10707	next_10707	CanAcceptMenu_10707		CompleteMenu_10707					1	0						1
10708	19	询问		s450101	8	WorldNpc00689	WorldNpc00689		3	3			10707	10709				10596									title_10708	context_10708	context_10708;menu_10708|target_10708;task_menu_accept_10708	complete_10708	uncom_10708	target_10708	task_TrackInfo_10708	next_10708	CanAcceptMenu_10708		CompleteMenu_10708					1	0						1
10709	19	解决后患		s450101	8	WorldNpc00689	WorldNpc00689		3	3			10708					10596									title_10709	context_10709	context_10709;menu_10709|target_10709;task_menu_accept_10709	complete_10709	uncom_10709	target_10709	task_TrackInfo_10709	next_10709	CanAcceptMenu_10709		CompleteMenu_10709					1	0						1
