STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Title	Step	SearchID	AcceptArea	Line	AcceptNpc	SubmitNpc	AcceptSceneID	SubmitSceneID	AutoAcceptID	AutoSubmit	PreTaskLimit	NextTaskLimit	AcceptLimit	SubmitLimit	SubFunction	TaskItemList	TimeLimitLength	SubmitNpcEx	TaskScript	TitleId	ContextId	AcceptDialogId	CompleteDialogId	UnCompleteDialogId	TaskTargetId	TrackInfoID	LineNextInfo	CanAcceptMenu	UncompleteMenu	CompleteMenu	AcceptMovie	SubmitMovie	DramaAccept	DramaSubmit	CanGiveup	ShareType	RepeatType	RepeatPeriod	CountDayLimit	NeedVip	TimeLimitLenghtEx	Plot	NotShowMenu	Relation	LuckValue	AcceptDecMoney	ReputationLimit	AcceptRepLimit 	ConditionPrize	ReputationLimit	AcceptReputationLimit
84755	唐门主建筑群	story唐家堡	s910101	221	5	WorldNpc02366	WorldNpc02366	9	9					3161;25665							title_84755	context_84755	accept_84755_1;menu_84755_1	complete_84755	uncom_84755	target_84755	task_TrackInfo_84755	next_84755	CanAcceptMenu_84755	UncompleteMenu_84755	CompleteMenu_84755					1	1	1	1	1												repute_jianghu|1783
84762	唐门主建筑群	story唐家堡	s910101	221	5	WorldNpc02373	WorldNpc02373	9	9					3161;25665							title_84762	context_84762	accept_84762_1;menu_84762_1	complete_84762	uncom_84762	target_84762	task_TrackInfo_84762	next_84762	CanAcceptMenu_84762	UncompleteMenu_84762	CompleteMenu_84762					1		1	1	1										10416&3688|100017|conditiontext_100017|0|conditiontips_0;10416&3687|100016|conditiontext_100016|14|conditiontips_14;10416&3686|100015|conditiontext_100015|17|conditiontips_17;10416&3684|100013|conditiontext_100013|17|conditiontips_17;10416&3683|100012|conditiontext_100012|13|conditiontips_13;10416&3682|100011|conditiontext_100011|1|conditiontips_1;10416&3681|100010|conditiontext_100010|0|conditiontips_0		repute_jianghu|1783
84767	唐门主建筑群	story唐家堡	s910101	221	5	WorldNpc02378	WorldNpc02378	9	9					3161;25665							title_84767	context_84767	accept_84767_1;menu_84767_1	complete_84767	uncom_84767	target_84767	task_TrackInfo_84767	next_84767	CanAcceptMenu_84767	UncompleteMenu_84767	CompleteMenu_84767					1	1	1	1	1												repute_jianghu|1783
84768	唐门主建筑群	story唐家堡	s910101	221	5	WorldNpc02379	WorldNpc02379	9	9					3161;25665							title_84768	context_84768	accept_84768_1;menu_84768_1	complete_84768	uncom_84768	target_84768	task_TrackInfo_84768	next_84768	CanAcceptMenu_84768	UncompleteMenu_84768	CompleteMenu_84768					1		1	1	1										10416&3688|100017|conditiontext_100017|0|conditiontips_0;10416&3687|100016|conditiontext_100016|14|conditiontips_14;10416&3686|100015|conditiontext_100015|17|conditiontips_17;10416&3684|100013|conditiontext_100013|17|conditiontips_17;10416&3683|100012|conditiontext_100012|13|conditiontips_13;10416&3682|100011|conditiontext_100011|1|conditiontips_1;10416&3681|100010|conditiontext_100010|0|conditiontips_0		repute_jianghu|1783
84774	唐门主建筑群	question唐家堡	s910101	221	5	WorldNpc02385	WorldNpc02385	9	9					3161;25665							title_84774	context_84774	accept_84774_1;menu_84774_1	complete_84774	uncom_84774	target_84774	task_TrackInfo_84774	next_84774	CanAcceptMenu_84774	UncompleteMenu_84774	CompleteMenu_84774					1	1	1	1	1												repute_jianghu|1783
84777	唐门主建筑群	question唐家堡	s910101	221	5	WorldNpc02388	WorldNpc02388	9	9					3161;25665							title_84777	context_84777	accept_84777_1;menu_84777_1	complete_84777	uncom_84777	target_84777	task_TrackInfo_84777	next_84777	CanAcceptMenu_84777	UncompleteMenu_84777	CompleteMenu_84777					1	1	1	1	1												repute_jianghu|1783
84779	唐门主建筑群	interact唐家堡interact唐家堡	s910101	221	7	WorldNpc02390	WorldNpc02390	9	9					3174;3161;10416;3681;25665			24604;24605				title_84779	context_84779	accept_84779_1;menu_84779_1	complete_84779	uncom_84779	target_84779	task_TrackInfo_84779	next_84779	CanAcceptMenu_84779	UncompleteMenu_84779	CompleteMenu_84779					1	1	1	1	1												repute_jianghu|60418383
84789	唐门主建筑群	hunter唐家堡	s910101	221	5	WorldNpc02400	WorldNpc02400	9	9					3161;25665							title_84789	context_84789	accept_84789_1;menu_84789_1	complete_84789	uncom_84789	target_84789	task_TrackInfo_84789	next_84789	CanAcceptMenu_84789	UncompleteMenu_84789	CompleteMenu_84789					1	1	1	1	1												repute_jianghu|1783
84790	唐门主建筑群	hunter唐家堡	s910101	221	5	WorldNpc02490	WorldNpc02490	9	9					3161;25665							title_84790	context_84790	accept_84790_1;menu_84790_1	complete_84790	uncom_84790	target_84790	task_TrackInfo_84790	next_84790	CanAcceptMenu_84790	UncompleteMenu_84790	CompleteMenu_84790					1		1	1	1										10416&3688|100017|conditiontext_100017|0|conditiontips_0;10416&3687|100016|conditiontext_100016|14|conditiontips_14;10416&3686|100015|conditiontext_100015|17|conditiontips_17;10416&3684|100013|conditiontext_100013|17|conditiontips_17;10416&3683|100012|conditiontext_100012|13|conditiontips_13;10416&3682|100011|conditiontext_100011|1|conditiontips_1;10416&3681|100010|conditiontext_100010|0|conditiontips_0		repute_jianghu|1783
84794	唐门主建筑群	hunter唐家堡	s910101	221	5	WorldNpc02494	WorldNpc02494	9	9					3161;25665							title_84794	context_84794	accept_84794_1;menu_84794_1	complete_84794	uncom_84794	target_84794	task_TrackInfo_84794	next_84794	CanAcceptMenu_84794	UncompleteMenu_84794	CompleteMenu_84794					1	1	1	1	1												repute_jianghu|1783
84796	唐门主建筑群	hunter唐家堡	s910101	221	7		WorldNpc02496	9	9					3161;10416;3683;25665							title_84796	context_84796	accept_84796_1;menu_84796_1	complete_84796	uncom_84796	target_84796	task_TrackInfo_84796	next_84796	CanAcceptMenu_84796	UncompleteMenu_84796	CompleteMenu_84796					1	1	1	1	1												repute_jianghu|1783
84803	唐门主建筑群	hunter唐家堡	s910101	221	5	WorldNpc02597	WorldNpc02597	9	9					3161;25665							title_84803	context_84803	accept_84803_1;menu_84803_1	complete_84803	uncom_84803	target_84803	task_TrackInfo_84803	next_84803	CanAcceptMenu_84803	UncompleteMenu_84803	CompleteMenu_84803					1		1	1	1										10416&3688|100017|conditiontext_100017|0|conditiontips_0;10416&3687|100016|conditiontext_100016|14|conditiontips_14;10416&3686|100015|conditiontext_100015|17|conditiontips_17;10416&3684|100013|conditiontext_100013|17|conditiontips_17;10416&3683|100012|conditiontext_100012|13|conditiontips_13;10416&3682|100011|conditiontext_100011|1|conditiontips_1;10416&3681|100010|conditiontext_100010|0|conditiontips_0		repute_jianghu|1783
84808	唐门主建筑群	hunter唐家堡	s910101	221	5			9	9					3174;25665							title_84808	context_84808	accept_84808_1;menu_84808_1	complete_84808	uncom_84808	target_84808	task_TrackInfo_84808	next_84808	CanAcceptMenu_84808	UncompleteMenu_84808	CompleteMenu_84808					1	1	1	1	1												repute_jianghu|60418383
84809	唐门主建筑群	hunter唐家堡	s910101	221	5			9	9					3174;25665							title_84809	context_84809	accept_84809_1;menu_84809_1	complete_84809	uncom_84809	target_84809	task_TrackInfo_84809	next_84809	CanAcceptMenu_84809	UncompleteMenu_84809	CompleteMenu_84809					1		1	1	1										10416&3688|100017|conditiontext_100017|0|conditiontips_0;10416&3687|100016|conditiontext_100016|14|conditiontips_14;10416&3686|100015|conditiontext_100015|17|conditiontips_17;10416&3684|100013|conditiontext_100013|17|conditiontips_17;10416&3683|100012|conditiontext_100012|13|conditiontips_13;10416&3682|100011|conditiontext_100011|1|conditiontips_1;10416&3681|100010|conditiontext_100010|0|conditiontips_0		repute_jianghu|60418383
