STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Plot	Title	Step	SearchID	Line	AcceptNpc	SubmitNpc	SceneID	AcceptSceneID	SubmitSceneID	AutoAcceptID	AutoSubmit	PreTaskLimit	NextTaskLimit	NotShowMenu	Relation	LuckValue	AcceptLimit	SubmitLimit	AcceptDecMoney	SubFunction	TaskItemList	RefreshMonster	TimeLimitLength	SubmitNpcEx	TaskScript	TitleId	ContextId	AcceptDialogId	CompleteDialogId	UnCompleteDialogId	TaskTargetId	TrackInfoID	LineNextInfo	CanAcceptMenu	UncompleteMenu	CompleteMenu	AcceptMovie	SubmitMovie	DramaAccept	DramaSubmit	CanGiveup	ShareType	RepeatType	RepeatPeriod	CountDayLimit	NeedVip	TimeLimitLenghtEx	AcceptArea	AcceptRepLimit	ConditionPrize	ReputationLimit	AcceptReputationLimit
81950		¬Â—Ù¡˙√≈ Øøﬂ		s760404	7				16	16								3174									title_81950	context_81950	accept_81950_1;menu_81950_1	complete_81950	uncom_81950	target_81950	task_TrackInfo_81950	next_81950	CanAcceptMenu_81950	UncompleteMenu_81950	CompleteMenu_81950					1	0	1	1	1			71				repute_jianghu|60418383
81951		¬Â—Ù¡˙√≈ Øøﬂ		s760404	5				16	16								3174									title_81951	context_81951	accept_81951_1;menu_81951_1	complete_81951	uncom_81951	target_81951	task_TrackInfo_81951	next_81951	CanAcceptMenu_81951	UncompleteMenu_81951	CompleteMenu_81951					1	0	1	1	1			71		10416&3706|100035|conditiontext_100035|0|conditiontips_0;10416&3705|100034|conditiontext_100034|14|conditiontips_14;10416&3704|100033|conditiontext_100033|17|conditiontips_17;10416&3702|100031|conditiontext_100031|17|conditiontips_17;10416&3701|100030|conditiontext_100030|13|conditiontips_13;10416&3700|100029|conditiontext_100029|1|conditiontips_1;10416&3699|100028|conditiontext_100028|0|conditiontips_0		repute_jianghu|60418383
81952		¬Â—Ù¡˙√≈ Øøﬂ		s760404	5				16	16								3174									title_81952	context_81952	accept_81952_1;menu_81952_1	complete_81952	uncom_81952	target_81952	task_TrackInfo_81952	next_81952	CanAcceptMenu_81952	UncompleteMenu_81952	CompleteMenu_81952					1	0	1	1	1			71				repute_jianghu|60418383
81953		¬Â—Ù¡˙√≈ Øøﬂ		s760404	5				16	16								3174									title_81953	context_81953	accept_81953_1;menu_81953_1	complete_81953	uncom_81953	target_81953	task_TrackInfo_81953	next_81953	CanAcceptMenu_81953	UncompleteMenu_81953	CompleteMenu_81953					1	0	1	1	1			71		10416&3706|100035|conditiontext_100035|0|conditiontips_0;10416&3705|100034|conditiontext_100034|14|conditiontips_14;10416&3704|100033|conditiontext_100033|17|conditiontips_17;10416&3702|100031|conditiontext_100031|17|conditiontips_17;10416&3701|100030|conditiontext_100030|13|conditiontips_13;10416&3700|100029|conditiontext_100029|1|conditiontips_1;10416&3699|100028|conditiontext_100028|0|conditiontips_0		repute_jianghu|60418383
81954		¬Â—Ù¡˙√≈ Øøﬂ		s760404	5				16	16								3174									title_81954	context_81954	accept_81954_1;menu_81954_1	complete_81954	uncom_81954	target_81954	task_TrackInfo_81954	next_81954	CanAcceptMenu_81954	UncompleteMenu_81954	CompleteMenu_81954					1	0	1	1	1			71				repute_jianghu|60418383
81955		¬Â—Ù¡˙√≈ Øøﬂ		s760404	7				16	16								3174									title_81955	context_81955	accept_81955_1;menu_81955_1	complete_81955	uncom_81955	target_81955	task_TrackInfo_81955	next_81955	CanAcceptMenu_81955	UncompleteMenu_81955	CompleteMenu_81955					1	0	1	1	1			71				repute_jianghu|60418383
81956		¬Â—Ù¡˙√≈ Øøﬂ		s760404	5				16	16								3174									title_81956	context_81956	accept_81956_1;menu_81956_1	complete_81956	uncom_81956	target_81956	task_TrackInfo_81956	next_81956	CanAcceptMenu_81956	UncompleteMenu_81956	CompleteMenu_81956					1	0	1	1	1			71		10416&3706|100035|conditiontext_100035|0|conditiontips_0;10416&3705|100034|conditiontext_100034|14|conditiontips_14;10416&3704|100033|conditiontext_100033|17|conditiontips_17;10416&3702|100031|conditiontext_100031|17|conditiontips_17;10416&3701|100030|conditiontext_100030|13|conditiontips_13;10416&3700|100029|conditiontext_100029|1|conditiontips_1;10416&3699|100028|conditiontext_100028|0|conditiontips_0		repute_jianghu|60418383
81957		¬Â—Ù¡˙√≈ Øøﬂ		s760404	5				16	16								3174									title_81957	context_81957	accept_81957_1;menu_81957_1	complete_81957	uncom_81957	target_81957	task_TrackInfo_81957	next_81957	CanAcceptMenu_81957	UncompleteMenu_81957	CompleteMenu_81957					1	0	1	1	1			71				repute_jianghu|60418383
81958		¬Â—Ù¡˙√≈ Øøﬂ		s760404	5				16	16								3174									title_81958	context_81958	accept_81958_1;menu_81958_1	complete_81958	uncom_81958	target_81958	task_TrackInfo_81958	next_81958	CanAcceptMenu_81958	UncompleteMenu_81958	CompleteMenu_81958					1	0	1	1	1			71		10416&3706|100035|conditiontext_100035|0|conditiontips_0;10416&3705|100034|conditiontext_100034|14|conditiontips_14;10416&3704|100033|conditiontext_100033|17|conditiontips_17;10416&3702|100031|conditiontext_100031|17|conditiontips_17;10416&3701|100030|conditiontext_100030|13|conditiontips_13;10416&3700|100029|conditiontext_100029|1|conditiontips_1;10416&3699|100028|conditiontext_100028|0|conditiontips_0		repute_jianghu|60418383
