STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Plot	Title	Step	SearchID	Line	AcceptNpc	SubmitNpc	SceneID	AcceptSceneID	SubmitSceneID	AutoAcceptID	AutoSubmit	PreTaskLimit	NextTaskLimit	NotShowMenu	Relation	LuckValue	AcceptLimit	SubmitLimit	AcceptDecMoney	SubFunction	TaskItemList	RefreshMonster	TimeLimitLength	SubmitNpcEx	TaskScript	TitleId	ContextId	AcceptDialogId	CompleteDialogId	UnCompleteDialogId	TaskTargetId	TrackInfoID	LineNextInfo	CanAcceptMenu	UncompleteMenu	CompleteMenu	AcceptMovie	SubmitMovie	DramaAccept	DramaSubmit	CanGiveup	ShareType	RepeatType	RepeatPeriod	CountDayLimit	NeedVip	TimeLimitLenghtEx	AcceptArea	AcceptRepLimit	ConditionPrize	ReputationLimit	AcceptReputationLimit
86250		Œ‰µ±Œ‘ª¢¡Î		s930303	7				11	11								3174									title_86250	context_86250	accept_86250_1;menu_86250_1	complete_86250	uncom_86250	target_86250	task_TrackInfo_86250	next_86250	CanAcceptMenu_86250	UncompleteMenu_86250	CompleteMenu_86250					1	1	1	1	1			245				repute_jianghu|60418383
86251		Œ‰µ±Œ‘ª¢¡Î		s930303	5				11	11								3174									title_86251	context_86251	accept_86251_1;menu_86251_1	complete_86251	uncom_86251	target_86251	task_TrackInfo_86251	next_86251	CanAcceptMenu_86251	UncompleteMenu_86251	CompleteMenu_86251					1	1	1	1	1			245		10416&3706|100035|conditiontext_100035|0|conditiontips_0;10416&3705|100034|conditiontext_100034|14|conditiontips_14;10416&3704|100033|conditiontext_100033|17|conditiontips_17;10416&3702|100031|conditiontext_100031|17|conditiontips_17;10416&3701|100030|conditiontext_100030|13|conditiontips_13;10416&3700|100029|conditiontext_100029|1|conditiontips_1;10416&3699|100028|conditiontext_100028|0|conditiontips_0		repute_jianghu|60418383
86252		Œ‰µ±Œ‘ª¢¡Î		s930303	5				11	11								3174									title_86252	context_86252	accept_86252_1;menu_86252_1	complete_86252	uncom_86252	target_86252	task_TrackInfo_86252	next_86252	CanAcceptMenu_86252	UncompleteMenu_86252	CompleteMenu_86252					1	1	1	1	1			245				repute_jianghu|60418383
86253		Œ‰µ±Œ‘ª¢¡Î		s930303	5				11	11								3174									title_86253	context_86253	accept_86253_1;menu_86253_1	complete_86253	uncom_86253	target_86253	task_TrackInfo_86253	next_86253	CanAcceptMenu_86253	UncompleteMenu_86253	CompleteMenu_86253					1	1	1	1	1			245				repute_jianghu|60418383
86254		Œ‰µ±Œ‘ª¢¡Î		s930303	5				11	11								3174									title_86254	context_86254	accept_86254_1;menu_86254_1	complete_86254	uncom_86254	target_86254	task_TrackInfo_86254	next_86254	CanAcceptMenu_86254	UncompleteMenu_86254	CompleteMenu_86254					1	1	1	1	1			245		10416&3706|100035|conditiontext_100035|0|conditiontips_0;10416&3705|100034|conditiontext_100034|14|conditiontips_14;10416&3704|100033|conditiontext_100033|17|conditiontips_17;10416&3702|100031|conditiontext_100031|17|conditiontips_17;10416&3701|100030|conditiontext_100030|13|conditiontips_13;10416&3700|100029|conditiontext_100029|1|conditiontips_1;10416&3699|100028|conditiontext_100028|0|conditiontips_0		repute_jianghu|60418383
86255		Œ‰µ±Œ‘ª¢¡Î		s930303	7				11	11								3174									title_86255	context_86255	accept_86255_1;menu_86255_1	complete_86255	uncom_86255	target_86255	task_TrackInfo_86255	next_86255	CanAcceptMenu_86255	UncompleteMenu_86255	CompleteMenu_86255					1	1	1	1	1			245				repute_jianghu|60418383
86256		Œ‰µ±Œ‘ª¢¡Î		s930303	5				11	11								3174									title_86256	context_86256	accept_86256_1;menu_86256_1	complete_86256	uncom_86256	target_86256	task_TrackInfo_86256	next_86256	CanAcceptMenu_86256	UncompleteMenu_86256	CompleteMenu_86256					1	1	1	1	1			245				repute_jianghu|60418383
86257		Œ‰µ±Œ‘ª¢¡Î		s930303	5				11	11								3174									title_86257	context_86257	accept_86257_1;menu_86257_1	complete_86257	uncom_86257	target_86257	task_TrackInfo_86257	next_86257	CanAcceptMenu_86257	UncompleteMenu_86257	CompleteMenu_86257					1	1	1	1	1			245		10416&3706|100035|conditiontext_100035|0|conditiontips_0;10416&3705|100034|conditiontext_100034|14|conditiontips_14;10416&3704|100033|conditiontext_100033|17|conditiontips_17;10416&3702|100031|conditiontext_100031|17|conditiontips_17;10416&3701|100030|conditiontext_100030|13|conditiontips_13;10416&3700|100029|conditiontext_100029|1|conditiontips_1;10416&3699|100028|conditiontext_100028|0|conditiontips_0		repute_jianghu|60418383
86258		Œ‰µ±Œ‘ª¢¡Î		s930303	5				11	11								3174									title_86258	context_86258	accept_86258_1;menu_86258_1	complete_86258	uncom_86258	target_86258	task_TrackInfo_86258	next_86258	CanAcceptMenu_86258	UncompleteMenu_86258	CompleteMenu_86258					1	1	1	1	1			245				repute_jianghu|60418383
