STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Title	Step	SearchID	Line	AcceptNpc	SubmitNpc	AcceptSceneID	SubmitSceneID	AutoAcceptID	AutoSubmit	PreTaskLimit	NextTaskLimit	ReputationLimit	AcceptReputationLimit	AcceptLimit	SubmitLimit	SubFunction	TaskItemList	RefreshMonster	TimeLimitLength	SubmitNpcEx	TaskScript	TitleId	ContextId	AcceptDialogId	CompleteDialogId	UnCompleteDialogId	TaskTargetId	TrackInfoID	LineNextInfo	CanAcceptMenu	UncompleteMenu	CompleteMenu	AcceptMovie	SubmitMovie	DramaAccept	DramaSubmit	CanGiveup	ShareType	RepeatType	RepeatPeriod	CountDayLimit	DifficultCoefficient	DifficultLevel	ReputationLimit	TiaozhanTime	ActionID
38001	不知去向的书		s160101	4	WorldNpc00212	WorldNpc00462	12	12			1555	38003			694;834						SubmitNpcEx_38001		title_38001	context_38001	accept_38001_1;menu_38001_1|accept_38001_2;menu_38001_2	complete_38001;submit_38001	uncom_38001	target_38001	task_TrackInfo_38001	next_38001	CanAcceptMenu_38001	UncompleteMenu_38001	CompleteMenu_38001	104		sl01_1		0	1	0							
38003	不知去向的书		s160101	4	WorldNpc00462	FuncNpc00718	12	12			38001	38004			834		38003				SubmitNpcEx_38003		title_38003	context_38003	accept_38003_1;menu_38003_1	complete_38003;submit_38003	uncom_38003	target_38003	task_TrackInfo_38003	next_38003	CanAcceptMenu_38003	UncompleteMenu_38003	CompleteMenu_38003	145			sl01_2	0	1	0							
38004	不知去向的书		s160101	4	FuncNpc00718	WorldNpc00202	12	12			38003	38006			834						SubmitNpcEx_38004		title_38004	context_38004	accept_38004_1;menu_38004_1	complete_38004;submit_38004	uncom_38004	target_38004	task_TrackInfo_38004	next_38004	CanAcceptMenu_38004	UncompleteMenu_38004	CompleteMenu_38004				sl01_9	0	1	0							
38006	不知去向的书		s160101	4	WorldNpc00202	WorldNpc00473	12	12			38004	38008			834		38006				SubmitNpcEx_38006		title_38006	context_38006	accept_38006_1;menu_38006_1	complete_38006;submit_38006	uncom_38006	target_38006	task_TrackInfo_38006	next_38006	CanAcceptMenu_38006	UncompleteMenu_38006	CompleteMenu_38006		137		sl01_10	0	1	0							
38008	不知去向的书		s160101	4	WorldNpc00473	WorldNpc00212	12	12			38006	38009			834						SubmitNpcEx_38008		title_38008	context_38008	accept_38008_1;menu_38008_1	complete_38008;submit_38008	uncom_38008	target_38008	task_TrackInfo_38008	next_38008	CanAcceptMenu_38008	UncompleteMenu_38008	CompleteMenu_38008	149			sl01_11	0	1	0							
38009	不知去向的书		s160102	4	WorldNpc00212	sl093	12	12			38008	38010			834		38009				SubmitNpcEx_38009		title_38009	context_38009	accept_38009_1;menu_38009_1	complete_38009;submit_38009	uncom_38009	target_38009	task_TrackInfo_38009	next_38009	CanAcceptMenu_38009	UncompleteMenu_38009	CompleteMenu_38009			sl01_21		0	1	0							
38010	不知去向的书		s160102	4	sl093	sl093	12	12			38009	38011			834						SubmitNpcEx_38010		title_38010	context_38010	accept_38010_1;menu_38010_1	complete_38010;submit_38010	uncom_38010	target_38010	task_TrackInfo_38010	next_38010	CanAcceptMenu_38010	UncompleteMenu_38010	CompleteMenu_38010				sl01_13	0	1	0							
38011	不知去向的书		s160102	4	sl093	sl093	12	12			38010	38012			834			3112;3114			SubmitNpcEx_38011		title_38011	context_38011	accept_38011_1;menu_38011_1	complete_38011;submit_38011	uncom_38011	target_38011	task_TrackInfo_38011	next_38011	CanAcceptMenu_38011	UncompleteMenu_38011	CompleteMenu_38011				sl01_17	0	1	0							
38012	不知去向的书		s160102	4	sl093	WorldNpc00274	12	12			38011	38014			834						SubmitNpcEx_38012		title_38012	context_38012	accept_38012_1;menu_38012_1	complete_38012;submit_38012	uncom_38012	target_38012	task_TrackInfo_38012	next_38012	CanAcceptMenu_38012	UncompleteMenu_38012	CompleteMenu_38012				sl01_19	0	1	0							
38014	神秘的指使者		s160102	4	WorldNpc00274	sl170	12	12			38012	38015			834						SubmitNpcEx_38014		title_38014	context_38014	accept_38014_1;menu_38014_1	complete_38014;submit_38014	uncom_38014	target_38014	task_TrackInfo_38014	next_38014	CanAcceptMenu_38014	UncompleteMenu_38014	CompleteMenu_38014			sl01_21		0	1	0							
38015	神秘的指使者		s160103	4	sl170	sl170	12	12			38014	38018			834						SubmitNpcEx_38015		title_38015	context_38015	accept_38015_1;menu_38015_1	complete_38015;submit_38015	uncom_38015	target_38015	task_TrackInfo_38015	next_38015	CanAcceptMenu_38015	UncompleteMenu_38015	CompleteMenu_38015			sl01_41		0	1	0							
38018	神秘的指使者		s160103	4	sl170	WorldNpc00212	12	12			38015	38019;38022			834		38018				SubmitNpcEx_38018		title_38018	context_38018	accept_38018_1;menu_38018_1	complete_38018;submit_38018	uncom_38018	target_38018	task_TrackInfo_38018	next_38018	CanAcceptMenu_38018	UncompleteMenu_38018	CompleteMenu_38018					0	1	0							
38019	神秘的指使者		s160103	4		sl170	12	12			38018	38037			834						submitnpcex_38019		title_38019	context_38019	accept_38019_1;menu_38019_1	complete_38019;submit_38019	uncom_38019	target_38019	task_TrackInfo_38019	next_38019	CanAcceptMenu_38019	UncompleteMenu_38019	CompleteMenu_38019				sl01_29	0	1	0							
38037	神秘的指使者		s160103	4	sl170	WorldNpc00359	12	12			38019	38028			834						SubmitNpcEx_38037		title_38037	context_38037	accept_38037_1;menu_38037_1	complete_38037;submit_38037	uncom_38037	target_38037	task_TrackInfo_38037	next_38037	CanAcceptMenu_38037	UncompleteMenu_38037	CompleteMenu_38037					0	1	0							
38022	神秘的指使者		s160103	4		sl170	12	12			38018	38025			834						SubmitNpcEx_38022		title_38022	context_38022	accept_38022_1;menu_38022_1	complete_38022;submit_38022	uncom_38022	target_38022	task_TrackInfo_38022	next_38022	CanAcceptMenu_38022	UncompleteMenu_38022	CompleteMenu_38022				sl01_32	0	1	0							
38025	追回的经书		s160103	4	sl170	sl170	12	12			38022	38027			834						submitnpcex_38025		title_38025	context_38025	accept_38025_1;menu_38025_1	complete_38025;submit_38025|complete_38025_1;submit_38025_1	uncom_38025	target_38025	task_TrackInfo_38025	next_38025	CanAcceptMenu_38025	UncompleteMenu_38025	CompleteMenu_38025				sl01_39	0	1	0							
38027	追回的经书		s160103	4	sl170	WorldNpc00359	12	12			38025	38028			834						SubmitNpcEx_38027		title_38027	context_38027	accept_38027_1;menu_38027_1|accept_38027_2;menu_38027_2	complete_38027;submit_38027	uncom_38027	target_38027	task_TrackInfo_38027	next_38027	CanAcceptMenu_38027	UncompleteMenu_38027	CompleteMenu_38027				sl01_35	0	1	0							
