STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Plot	Title	Step	SearchID	Line	AcceptNpc	SubmitNpc	SceneID	AcceptSceneID	SubmitSceneID	AutoAcceptID	AutoSubmit	PreTaskLimit	NextTaskLimit	NotShowMenu	Relation	LuckValue	AcceptLimit	SubmitLimit	AcceptDecMoney	SubFunction	TaskItemList	RefreshMonster	TimeLimitLength	SubmitNpcEx	TaskScript	TitleId	ContextId	AcceptDialogId	CompleteDialogId	UnCompleteDialogId	TaskTargetId	TrackInfoID	LineNextInfo	CanAcceptMenu	UncompleteMenu	CompleteMenu	AcceptMovie	SubmitMovie	DramaAccept	DramaSubmit	CanGiveup	ShareType	RepeatType	RepeatPeriod	CountDayLimit	DifficultCoefficient	DifficultLevel	NeedVip
56001	55		¡¾1/7¡¿	s1260101	2	WorldNpc02604			10	10	56002	1		56002				25306;933									title_56001	context_56001	accept_56001_1;menu_56001_1			target_56001		next_56001	CanAcceptMenu_56001							0	0	0					
56002	55		¡¾2/7¡¿	s1260101	2				10	10	56003	1	56001	56003				933									title_56002	context_56002				target_56002		next_56002								0	0	0					
56003	55		¡¾3/7¡¿	s1260101	2				10	10	56011	1	56002	56011				933				57000					title_56003	context_56003				target_56003		next_56003								0	0	0					
56011	55		¡¾4/7¡¿	s1260101	2				10	10	56012	1	56003	56012				933									title_56011	context_56011				target_56011		next_56011								0	0	0					
56012	55		¡¾5/7¡¿	s1260101	2				10	10	56013	1	56011	56013				933									title_56012	context_56012				target_56012		next_56012								0	0	0					
56013	55		¡¾6/7¡¿	s1260101	2				10	10	56014	1	56012	56014				933									title_56013	context_56013				target_56013		next_56013								0	0	0					
56014	55		¡¾7/7¡¿	s1260101	2		WorldNpc02604		10	10			56013					933							SubmitNpcEx_56014		title_56014	context_56014		complete_56014;submit_56014		target_56014		next_56014			CompleteMenu_56014					0	0	0					
56021	57		¡¾1/5¡¿	s1260101	2	WorldNpc02604	WorldNpc02692		10	10	56022			56022				25307;933							SubmitNpcEx_56021		title_56021	context_56021	accept_56021_1;menu_56021_1	complete_56021;submit_56021		target_56021		next_56021	CanAcceptMenu_56021		CompleteMenu_56021					0	0	0					
56022	57		¡¾2/5¡¿	s1260101	2				10	10	56023	1	56021	56023				933									title_56022	context_56022				target_56022		next_56022								0	0	0					
